region,name,type,buyer,open_date,close_date,status,link
Federal,W3555-220593 Cylinder Hydrostatic Testing System,,National Defence,"Jun 17, 2022","Jul 21, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3362765347
Federal,TSPS 3.2 - Project Manager(Senior),,National Defence,"Jul 5, 2022","Jul 20, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w0152-23-aa020
Federal,"Repair & Overhaul (R&O) of LSVW R&O  Engine, fuel injector pump, and turbocharger",,National Defence,"Jun 10, 2022","Jul 20, 2022",CLOSED,https://theijf.org/procurement/w8486-218015_a
Federal,Waterproof Dry Suits,,National Defence,"Jul 5, 2022","Jul 20, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w6399-22ca25_b
Federal,Cancelled-W8486-217888/A,,National Defence,"Jun 9, 2022","Jul 20, 2022",CANCELLED,https://theijf.org/procurement/w8486-217888_a
Federal,Washers and Dryers RFP,,National Defence,"Jun 10, 2022","Jul 20, 2022",CLOSED,https://theijf.org/procurement/ws3499521012
Federal,Aviation Replacement Parts for the CC138 Twin Otter,,National Defence,"Jul 7, 2022","Jul 20, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237216_a
Federal,Aviation Replacement Parts for the CC138 Twin Otter,,National Defence,"Jul 7, 2022","Jul 20, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237093_a
Federal,Cooks,,National Defence,"Jun 24, 2022","Jul 20, 2022",CLOSED,https://theijf.org/procurement/w6795-22bk12_e
Federal,W6889-220130 - Elevating Devices Inspection and Repair,,National Defence,"Jun 1, 2022","Jul 20, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3398736471
Federal,Radio Power Kit Cases,,National Defence,"Jun 30, 2022","Jul 20, 2022",CLOSED,https://theijf.org/procurement/w8486-217801_a
Federal,W6895-210078 - Duct Cleaning Services 2,,National Defence,"May 31, 2022","Jun 22, 2022",CLOSED,https://theijf.org/procurement/ws3411893966
Federal,W6889-220138 GARRISON PETAWAWA ROADWAYS AND SIDEWALKS SNIC OPERATIONS,,National Defence,"Jun 10, 2022","Jul 19, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3495978063
Federal,Night Vision Goggle (NVG) spares parts to replenish Depot levels.,,National Defence,"Jun 9, 2022","Jul 19, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237141
Federal,"Bag, Pilot Relief",,National Defence,"Jun 7, 2022","Jul 19, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-227034_a
Federal,"Sling, Aircraft Maintenance",,National Defence,"Jun 14, 2022","Jul 19, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-227051a
Federal,Laundry and Dry Cleaning Services,,National Defence,"Mar 17, 2022","Apr 22, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3371942754
Federal,Equipement Appleton,,National Defence,"Jun 9, 2022","Jul 18, 2022",CLOSED,https://theijf.org/procurement/2022-158-001
Federal,Aviation Replacement Parts for the CC177 Globemaster,,National Defence,"Jul 13, 2022","Jul 18, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237173_a
Federal,Parachute Training Operations,,National Defence,"Jun 7, 2022","Jul 18, 2022",CLOSED,https://theijf.org/procurement/w0125-22wr04_a
Federal,W0117-220001 - Ice Rental - Hockey,,National Defence,"Jun 22, 2022","Jul 18, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3476155029
Federal,"VALVE, SAFETY RELIEF",,National Defence,"Jun 7, 2022","Jul 18, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8482-220175_a
Federal,LC4ISR - Core Network,,National Defence,"Feb 10, 2022","Jul 15, 2022",CLOSED,https://theijf.org/procurement/w8486-200731_d
Federal,Duodote Autoinjector,Advance Contract Award Notice,National Defence,"Jun 30, 2022","Jul 15, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w6369-23a004_a
Federal,Data Policy & Digital Innovation – Financial Specialist,,National Defence,"Jun 30, 2022","Jul 15, 2022",CLOSED,https://theijf.org/procurement/w6952-23-0036
Federal,LC4ISR - System of System (SoS) Engineering & Integration,,National Defence,"Jan 21, 2022","Jul 15, 2022",CLOSED,https://theijf.org/procurement/w8486-200731_c
Federal,Data Policy & Digital Innovation – Business Analyst,,National Defence,"Jun 30, 2022","Jul 15, 2022",CLOSED,https://theijf.org/procurement/w6952-23-0037
Federal,Automatic Lubrication System,,National Defence,"Jun 6, 2022","Jul 15, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8482-218900_c
Federal,LC4ISR ISTAR,,National Defence,"Feb 14, 2022","Jul 15, 2022",CLOSED,https://theijf.org/procurement/w8486-200731_e
Federal,LC4ISR - Applications,,National Defence,"Feb 15, 2022","Jul 15, 2022",CLOSED,https://theijf.org/procurement/w8486-200731_f
Federal,Weatherdeck Electrical Receptacle Assemblies,,National Defence,"Jun 14, 2022","Jul 15, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8482-230377_a
Federal,W4295-22S002 - Meals and Accommodations - Steinbach,,National Defence,"Jun 3, 2022","Jun 21, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3486094760
Federal,W0106-21S024-2 - VEHICLE SNOW REMOVAL SYSTEM,,National Defence,"Jun 29, 2022","Jul 15, 2022",CLOSED,https://theijf.org/procurement/ws3322364801
Federal,Washer and Dryer Services RFP,,National Defence,"Jun 24, 2022","Jul 14, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3408681690
Federal,TBIPS Site Data Loaders,,National Defence,"Jun 30, 2022","Jul 14, 2022",CLOSED,https://theijf.org/procurement/w2189-17525524
Federal,W8486-238736/A – TSPS SA – One (1) Intermediate Technical Writer,,National Defence,"Jun 22, 2022","Jul 13, 2022",CLOSED,https://theijf.org/procurement/w8486-238736_a
Federal,Thermal Imaging Cameras,,National Defence,"Jun 14, 2022","Jul 13, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8482-230375_a
Federal,Cancelled-W7701-227524/B,,National Defence,"Apr 7, 2022","Apr 22, 2022",CANCELLED,https://theijf.org/procurement/w7701-227524_b
Federal,RISO:  Inspection & repair of Military Vehicules,,National Defence,"Jun 6, 2022","Jul 12, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w1985-21a001_a
Federal,Mobile Repair Trucks (MRT) Transferable Service Bodies RFP,,National Defence,"Jul 12, 2022","Jul 12, 2022",CANCELLED,https://theijf.org/procurement/ws3380141959
Federal,"Pin, Toggle (5315-99-749-3918) for VICTORIA Class Submarines",,National Defence,"May 30, 2022","Jul 12, 2022",CLOSED,https://theijf.org/procurement/w8482-229648_b
Federal,TACTICAL MEDICAL (TACMED) TRAINING COURSE,,National Defence,"May 11, 2022","Jul 12, 2022",CLOSED,https://theijf.org/procurement/w6369-22-a007
Federal,"Project Monitor, Senior (TSPS)",,National Defence,"Jun 27, 2022","Jul 12, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w6431-230083_a
Federal,"Multiple VICTORIA Class Spares : O-Rings, Seals and Anti-Flash Device",,National Defence,"Jun 1, 2022","Jul 12, 2022",CLOSED,https://theijf.org/procurement/w8482-230351_a
Federal,ProServices - LEGISLATIVE AND POLICY CONSTRAINTS AND OPPORTUNITIES FOR WORKING WITH INDUSTRY,,National Defence,"Jul 4, 2022","Jul 12, 2022",CLOSED,https://theijf.org/procurement/2022-12618
Federal,ELECTRIC SELF-PROPELLED SCISSOR LIFT,,National Defence,"May 19, 2022","Jul 12, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8476-226592_a
Federal,"TBIPS Informatics Services, Winnipeg MB",,National Defence,"Jun 23, 2022","Jul 11, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w3999-220009_a
Federal,W0142-23X014 Truck Repairs,,National Defence,"Jun 10, 2022","Jul 11, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3522519771
Federal,PCX 250A Radios,,National Defence,"May 30, 2022","Jul 11, 2022",CLOSED,https://theijf.org/procurement/w6369-220310
Federal,Three Geomatics Specialist(s) – Level 2: TBIPS,,National Defence,"Jun 27, 2022","Jul 11, 2022",CLOSED,https://theijf.org/procurement/w2189-17525451
Federal,TBIPS – One (1) Programmer/Software Developer (level 3) and one (1) Radio Frequency Systems Specialist (level 3),,National Defence,"Jun 22, 2022","Jul 11, 2022",CLOSED,https://theijf.org/procurement/w6369-22-x039
Federal,W8486-228601/A – TSPS SA – Three (3) Intermediate Life Cycle Management Specialists,,National Defence,"Jun 20, 2022","Jul 11, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8486-228601_a
Federal,W8486-228493/A – TSPS SA – Two (2) Intermediate Life Cycle Management Specialists,,National Defence,"May 11, 2022","Jul 8, 2022",CLOSED,https://theijf.org/procurement/w8486-228493_a
Federal,Information Management Architect Senior Advisor,,National Defence,"Jun 14, 2022","Jul 8, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w6952-23-009
Federal,Sonobuoy Test Processor (STP) Maintenance,Advance Contract Award Notice,National Defence,"Jun 22, 2022","Jul 8, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-226465
Federal,VICTORIA Class Power Supply Spares,,National Defence,"May 18, 2022","Jul 8, 2022",CLOSED,https://theijf.org/procurement/w8482-220140_a
Federal,Pressure Switch and Gauge NSN 4210-22-256-7936,,National Defence,"Jun 24, 2022","Jul 8, 2022",CLOSED,https://theijf.org/procurement/w8482-230365_a
Federal,Miscellaneous Groceries,,National Defence,"Nov 25, 2019","Jul 7, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w0134-20r001_b
Federal,Halon Recertification and Storage Contract,,National Defence,"Jun 22, 2022","Jul 7, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8482-229390_a
Federal,"NSN: 21-9100632, HEATING ELEMENT, ELECTRICAL, NON-IMMERSION",,National Defence,"Jun 7, 2022","Jul 7, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8482-230299_a
Federal,"NSN: 21-9130430, CONTROL, TEMPERATURE, INDICATING",,National Defence,"Jun 7, 2022","Jul 7, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8482-229862_b
Federal,Aviation Replacement Parts for the Various Aircrafts,,National Defence,"Jun 22, 2022","Jul 7, 2022",CLOSED,https://theijf.org/procurement/w8485-237143_a
Federal,HPA COMPRESSOR INTERNAL COMPONENTS,,National Defence,"Jun 7, 2022","Jul 7, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8482-229948_a
Federal,VICTORIA Class Spares for Hydraulic and High Pressure Air Systems,,National Defence,"May 26, 2022","Jul 7, 2022",CLOSED,https://theijf.org/procurement/w8482-230192_a
Federal,Cancelled-W8485-237065/A,,National Defence,"Jun 7, 2022","Jul 7, 2022",CANCELLED,https://theijf.org/procurement/w8485-237065_a
Federal,Statistical Energy Analysis Software,,National Defence,"May 25, 2022","Jul 7, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w7707-227147_b
Federal,WATER TESTING,,National Defence,"Jun 29, 2022","Jul 6, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3559779794
Federal,Cancelled-W8485-206016/B,,National Defence,"Jun 6, 2022","Jul 6, 2022",CANCELLED,https://theijf.org/procurement/w8485-206016_b
Federal,NOTICE OF PROPOSED PROCUREMENT (NPP),,National Defence,"Jun 22, 2022","Jul 6, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8474-23-db08
Federal,RFSA-Aviation Replacement Parts,,National Defence,"May 10, 2022","Jul 6, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-184741_e
Federal,Defence Resource Management Information System (DRMIS) In-Service Support - Request For Proposals,,National Defence,"May 11, 2022","Jul 6, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3062486643
Federal,NPP – W8486-238650/A – One (1) Intermediate Facilitator Consultant,,National Defence,"Jun 7, 2022","Jul 6, 2022",CLOSED,https://theijf.org/procurement/w8486-238650_a
Federal,W0142-23X004 Fresh Prepared Box Lunches,,National Defence,"Jun 1, 2022","Jul 6, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3486019677
Federal,"Truck, Tractor, Heavy",,National Defence,"Jun 7, 2022","Jul 6, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8476-226577_a
Federal,"Multiple VICTORIA Class Spares – Packing Performed, Unlatching Tool, Handset, Cables, O-rings, Test Set - Radio Beacon",,National Defence,"May 17, 2022","Jul 5, 2022",CLOSED,https://theijf.org/procurement/w8482-229947_a
Federal,TSPS - Senior Project Leader/Executive in support of Future Fighter Capability Project (FFCP),,National Defence,"Jun 20, 2022","Jul 5, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w847a-17520016
Federal,Electronic pressure calibrator,,National Defence,"Jun 15, 2022","Jul 5, 2022",CLOSED,https://theijf.org/procurement/2022-12275
Federal,One (1) Senior Systems Analyst,,National Defence,"Jun 14, 2022","Jul 5, 2022",CLOSED,https://theijf.org/procurement/w6369-22-x033
Federal,Aviation Replacement Parts for the CC138 Twin Otter,,National Defence,"Jun 20, 2022","Jul 5, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237088_a
Federal,Aviation Replacement Parts for the Various Aircrafts,,National Defence,"Jun 20, 2022","Jul 5, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237144_a
Federal,VARIOUS WIPER PARTS,,National Defence,"Jun 20, 2022","Jul 5, 2022",CLOSED,https://theijf.org/procurement/w8482-229892_a
Federal,Fire Blanket,,National Defence,"Jun 16, 2022","Jul 5, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8486-238714_a
Federal,Advanced Electro-Optical System for the 84mm Anti-Tank Gun,,National Defence,"Jun 10, 2022","Jul 5, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8476-216388_a
Federal,Medical Training Manikin (MTM),,National Defence,"May 11, 2022","Jul 5, 2022",CLOSED,https://theijf.org/procurement/w6399-21-ld96
Federal,W8486-238633/A – TSPS SA – One (1) Intermediate Procurement Specialist,,National Defence,"Jun 10, 2022","Jul 5, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8486-238633_a
Federal,W0113-23CS12 Dangerous Goods Publications,,National Defence,"Jun 15, 2022","Jul 4, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3532628485
Federal,Engineering and Project Management support to the Cormorant Mid-Life Upgrade (CMLU) Project,Advance Contract Award Notice,National Defence,"Jun 17, 2022","Jul 4, 2022",CLOSED,https://theijf.org/procurement/w8475-235495
Federal,Fuel Tank,,National Defence,"May 25, 2022","Jul 4, 2022",CLOSED,https://theijf.org/procurement/w8684-228616_b
Federal,Aviation Replacement Parts,,National Defence,"Jun 20, 2022","Jul 4, 2022",CLOSED,https://theijf.org/procurement/w8485-227025_b
Federal,VARIOUS WIPER PARTS,,National Defence,"Jun 8, 2022","Jul 4, 2022",CLOSED,https://theijf.org/procurement/w8482-230287_a
Federal,W0133-22T015 - Supplemental Oxygen System,,National Defence,"Mar 23, 2022","Jul 1, 2022",CLOSED,https://theijf.org/procurement/ws3222294573
Federal,Radiator Servicing Direct Repair Scheme (DRS),,National Defence,"May 9, 2022","Jun 30, 2022",CLOSED,https://theijf.org/procurement/w0142-23x003_a
Federal,TACTICAL POWER SYSTEM (TPS),,National Defence,"Dec 3, 2019","Jun 30, 2022",CLOSED,https://theijf.org/procurement/w8476-206276_b
Federal,Junior Project Monitor,,National Defence,"Jun 15, 2022","Jun 30, 2022",CLOSED,https://theijf.org/procurement/w847l-230156
Federal,Waste disposal services of roll-off containers,,National Defence,"Jun 15, 2022","Jun 30, 2022",CLOSED,https://theijf.org/procurement/ws3541273636
Federal,AIT Project Procurement,,National Defence,"Jul 12, 2021","Jun 30, 2022",CLOSED,https://theijf.org/procurement/w6381-180019_b
Federal,W0138-21A032 - Nitrogen and Liquid Oxygen,,National Defence,"May 17, 2022","Jun 30, 2022",CANCELLED,https://theijf.org/procurement/ws3442363201
Federal,"Task-Based Informatics Professional Services (TBIPS), Stream 1 -  Web Developer",,National Defence,"May 19, 2022","Jun 30, 2022",CLOSED,https://theijf.org/procurement/2022-admhrciv-0028
Federal,Bus Passenger services for Cadets & Civilan personel to various locations within Atlantic provinces.,,National Defence,"Jun 7, 2022","Jun 30, 2022",CLOSED,https://theijf.org/procurement/w0102-23ctc2_a
Federal,Purchase of Lab-Volt Festo-Didactic Electrical Training Equipment for the Naval Fleet School Campus,,National Defence,"Jun 10, 2022","Jun 30, 2022",CLOSED,https://theijf.org/procurement/w0100-222508_a
Federal,W7702-226348 ABCAM Products,,National Defence,"May 19, 2022","Jun 29, 2022",CANCELLED,https://theijf.org/procurement/ws3469626235
Federal,TBIPS - One (1) Software Developer Level 3,,National Defence,"Jun 7, 2022","Jun 29, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w6369-22-x019
Federal,Transformers,,National Defence,"May 16, 2022","Jun 29, 2022",CLOSED,https://theijf.org/procurement/ws3439012260
Federal,Senior Communications Consultant In support of the Department of National Defence Sustainment Initiative (DND SI),,National Defence,"Jun 7, 2022","Jun 29, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237062_a
Federal,Parts for M134D 7.62 GATLING GUN to replenish depot stock,,National Defence,"Jun 14, 2022","Jun 29, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237138
Federal,"TSPS - 3.7 Procurement Specialist, Level 2 (Halifax)",,National Defence,"May 20, 2022","Jun 29, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w6369-22-x055
Federal,W3935-22-P010 - Accommodations & Rations -,,National Defence,"Jun 24, 2022","Jun 29, 2022",CANCELLED,https://theijf.org/procurement/ws3547759046
Federal,VICTORIA Class Electrical and Circuit Card Spares,,National Defence,"May 18, 2022","Jun 29, 2022",CLOSED,https://theijf.org/procurement/w8482-230211_a
Federal,W6896-22S072 Watermain and Sewer Repair,,National Defence,"May 19, 2022","Jun 29, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3372852304
Federal,Cancelled-W0142-23X001/A,,National Defence,"May 6, 2022","Jun 28, 2022",CANCELLED,https://theijf.org/procurement/w0142-23x001_a
Federal,DRS Engineering and Electrical Services,,National Defence,"Jun 8, 2022","Jun 28, 2022",CLOSED,https://theijf.org/procurement/w0142-23x001_b
Federal,Aviation Replacement Parts for the CC138 Twin Otter,,National Defence,"Jun 15, 2022","Jun 28, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237101_a
Federal,"VICTORIA Class Spares – O-Rings, Gaskets, Washers",,National Defence,"May 17, 2022","Jun 28, 2022",CLOSED,https://theijf.org/procurement/w8482-220151_a
Federal,"TSPS - One (1) Business Analyst, Level 3",,National Defence,"Jun 6, 2022","Jun 28, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w6369-23-x001
Federal,Vernon - Cadet Camp - Food Services,,National Defence,"Jun 15, 2022","Jun 27, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w3937-230007_a
Federal,HMCS Quadra  - Cadet Camp - Food  Services,,National Defence,"Jun 15, 2022","Jun 27, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w3937-230008_a
Federal,TEMS - Clothing and Apparel,,National Defence,"May 16, 2022","Jun 27, 2022","CLOSED, AWARDED",https://theijf.org/procurement/ws3158377956
Federal,Generator Parts,,National Defence,"May 17, 2022","Jun 27, 2022",CLOSED,https://theijf.org/procurement/w8486-228242_a
Federal,"EXPANSION JOINT,PIPE",,National Defence,"May 24, 2022","Jun 27, 2022",CLOSED,https://theijf.org/procurement/w8482-230371_a
Federal,Aviation Replacement Parts,,National Defence,"Jun 6, 2022","Jun 27, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8485-237114_a
Federal,LOI - Next Generation Fighting Vehicle,,National Defence,"Apr 29, 2022","Jun 27, 2022",CLOSED,https://theijf.org/procurement/w6399-19kh53_e
Federal,"VALVE, DIAPHRAGM, STOP",,National Defence,"May 18, 2022","Jun 27, 2022","CLOSED, AWARDED",https://theijf.org/procurement/w8482-220179_a
