region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Scientific services,Environment and Climate Change Canada,CANADIAN ASSOCIATION FOR LABORATORY ACCREDITATION INC. (CALA),"$13,038","Feb. 23, 2021","Feb. 23, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722804_ec
Federal,Communications professional services not Elsewhere Specified,Agriculture and Agri-Food Canada,KABOOM COMMUNICATIONS DESIGN INC.,"$24,578","Apr. 1, 2021","Apr. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722808_aafc
Federal,Other professional services not elsewhere specified,Environment and Climate Change Canada,EXCEL HUMAN RESOURCES INC,"$62,968","Feb. 23, 2021","Feb. 23, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722850_ec
Federal,Management consulting,Environment and Climate Change Canada,PRA INC,"$143,719","Feb. 23, 2021","Feb. 23, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722874_ec
Federal,Engineering services not elsewhere specified,Agriculture and Agri-Food Canada,GOODWEN MANAGEMENT INC.,"$21,045","Feb. 23, 2021","Feb. 23, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722887_aafc
Federal,Other Business services not Elsewhere Specified,Natural Resources Canada,BLEND CREATIONS,"$39,324","Mar. 4, 2021","Feb. 23, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722912_nrcan
Federal,Other Business services not Elsewhere Specified,Natural Resources Canada,PLANET LABS GEOMATICS CORP,"$39,834","Feb. 24, 2021","Feb. 24, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722925_nrcan
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Impact Assessment Agency of Canada,KNOWLEDGE CIRCLE LEARNING SERVICES,"$49,248","Feb. 24, 2021","Feb. 24, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722941_iaac
Federal,Scientific services,Natural Resources Canada,PROTO MANUFACTURING LTD.,"$38,691","Feb. 24, 2021","Feb. 24, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722945_nrcan
Federal,Management consulting,Environment and Climate Change Canada,LES ENQUETES HENRI INC,"$33,055","Feb. 24, 2021","Feb. 24, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722997_ec
Federal,Scientific services,Environment and Climate Change Canada,ADVANIS INC.,"$21,560","Feb. 25, 2021","Feb. 25, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000723039_ec
Federal,Miscellaneous manufactured articles,Natural Resources Canada,AIR LIQUIDE CANADA INC.,"$14,257","Apr. 1, 2021","Apr. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000723125_nrcan
Federal,Accounting and audit services,Agriculture and Agri-Food Canada,EQUIFAX,"$24,996","Feb. 26, 2021","Feb. 26, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000723130_aafc
Federal,Scientific consultants,Agriculture and Agri-Food Canada,BIO-SMART SOLUTIONS,"$16,481","Feb. 16, 2021","Feb. 16, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722090_aafc
Federal,"Measuring, controlling, laboratory, medical and optical instruments, apparatus and accessories",Agriculture and Agri-Food Canada,ILLUMINA CANADA ULC,"$11,417","Mar. 31, 2021","Mar. 31, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722125_aafc
Federal,Information technology and telecommunications consultants,Environment and Climate Change Canada,ESRI CANADA LIMITED,"$39,776","Feb. 15, 2021","Feb. 15, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722142_ec
Federal,Management consulting,Environment and Climate Change Canada,GLOBAL CONSERVATION SOLUTIONS LTD.,"$35,543","Feb. 16, 2021","Feb. 16, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722161_ec
Federal,Other office equipment and Parts,Agriculture and Agri-Food Canada,PITNEY BOWES CANADA,"$16,063","Feb. 16, 2021","Feb. 16, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722275_aafc
Federal,Scientific consultants,Environment and Climate Change Canada,THE UNIVERSITY OF WESTERN AUSTRALIA,"$50,000","Feb. 17, 2021","Feb. 17, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722387_ec
Federal,Other professional services not elsewhere specified,Environment and Climate Change Canada,CAMBIUM INDIGENOUS PROFESSIONAL SERVICE (CIPS) KFA: CAMBIUM ABORIGINAL INC,"$40,703","Feb. 18, 2021","Feb. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722486_ec
Federal,Scientific services,Environment and Climate Change Canada,UNIVERSITY OF SASKATCHEWAN,"$31,640","Feb. 18, 2021","Feb. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722490_ec
Federal,Scientific services,Agriculture and Agri-Food Canada,UNIVERSITE LAVAL,"$180,829","Feb. 19, 2021","Feb. 19, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000722574_aafc
Federal,"Heating, air-conditioning and refrigeration equipment",Agriculture and Agri-Food Canada,BECKMAN COULTER CANADA LP,"$17,711","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721550_aafc
Federal,Rental of ships,Environment and Climate Change Canada,DARYL EGAN,"$327,653","Apr. 1, 2021","Apr. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721586_ec
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Environment and Climate Change Canada,UNISOURCE CONSTRUCTION INC.,"$17,996","Feb. 15, 2021","Feb. 15, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721592_ec
Federal,Scientific services,Environment and Climate Change Canada,GK BIOLOGICAL SERVICES INC.,"$35,700","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721622_ec
Federal,Training consultants,Natural Resources Canada,TAG HR,"$37,290","Feb. 16, 2021","Feb. 16, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721645_nrcan
Federal,Scientific services,Environment and Climate Change Canada,QUADRA ENVIRONMENT INC.,"$39,704","Feb. 23, 2021","Feb. 23, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721668_ec
Federal,"Measuring, controlling, laboratory, medical and optical instruments, apparatus and accessories",Agriculture and Agri-Food Canada,STERIS CANADA,"$11,732","Mar. 31, 2021","Mar. 31, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721695_aafc
Federal,Management consulting,Natural Resources Canada,ARTEMP PERSONNEL SERVICES INC.,"$39,999","Feb. 10, 2021","Feb. 10, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721697_nrcan
Federal,Research contracts,Natural Resources Canada,POSTERITY GROUP CONSULTING INC.,"$56,500","Feb. 10, 2021","Feb. 10, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721736_nrcan
Federal,Scientific services,Environment and Climate Change Canada,KEN REED,$0,"Feb. 11, 2021","Feb. 11, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721847_ec
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Environment and Climate Change Canada,FAST FORWARD FRENCH INC.,$0,"Feb. 12, 2021","Feb. 12, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721870_ec
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Natural Resources Canada,SPROUT SOCIAL INC.,"$19,855","Feb. 12, 2021","Feb. 12, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721900_nrcan
Federal,Scientific services,Environment and Climate Change Canada,ACM HAZMAT LTD,"$39,375","Feb. 12, 2021","Feb. 12, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721903_ec
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Environment and Climate Change Canada,LANGUAGE RESEARCH AND DEVELOPMENT GROUP INC,"$37,781","Feb. 12, 2021","Feb. 12, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721936_ec
Federal,Other Business services not Elsewhere Specified,Natural Resources Canada,1209955 B.C. LTD,"$21,000","Feb. 16, 2021","Feb. 16, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721987_nrcan
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Canadian Food Inspection Agency,FISHER SCIENTIFIC,"$86,113","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721068_cfia
Federal,Scientific consultants,Environment and Climate Change Canada,KENLEY BZDEL,"$15,131","Feb. 2, 2021","Feb. 2, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721092_ec
Federal,Other business services not elsewhere specified,Impact Assessment Agency of Canada,DYNAMIC PERSONNEL CONSULTANTS,"$51,910","Feb. 2, 2021","Feb. 2, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721095_iaac
Federal,Information technology and telecommunications consultants,Agriculture and Agri-Food Canada,CACHE CONSULTING CORPORATION,"$3,729,000","Feb. 3, 2021","Feb. 3, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721123_aafc
Federal,Other Business services not Elsewhere Specified,Agriculture and Agri-Food Canada,SANI ESTRIE,"$17,393","Mar. 1, 2021","Mar. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721202_aafc
Federal,Waste disposal,Environment and Climate Change Canada,"CLEAN HARBORS CANADA, INC","$19,496","Feb. 4, 2021","Feb. 4, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721284_ec
Federal,Scientific services,Environment and Climate Change Canada,TANNAS CONSERVATION SERVICES LTD.,"$13,986","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721535_ec
Federal,Scientific services,Environment and Climate Change Canada,AMANDA SHEEDY,"$37,855","Jan. 27, 2021","Jan. 27, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720609_ec
Federal,Management consulting,Environment and Climate Change Canada,SAMSON & ASSOCIES,"$40,356","Jan. 29, 2021","Jan. 29, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720872_ec
Federal,Other engineering works,Environment and Climate Change Canada,RAYLEC POWER LP,"$19,226","Feb. 1, 2021","Feb. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720935_ec
Federal,Other buildings,Agriculture and Agri-Food Canada,BALVENT INC.,"$510,924","Feb. 2, 2021","Feb. 2, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721013_aafc
Federal,Rental of aircraft,Environment and Climate Change Canada,MUSTANG HELICOPTERS INC.,"$23,348","Apr. 1, 2021","Apr. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000721016_ec
Federal,Engineering consultants-Construction,Environment and Climate Change Canada,FILER ENGINEERING LIMITED,"$38,929","Jan. 22, 2021","Jan. 22, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720221_ec
Federal,Other professional services not elsewhere specified,Environment and Climate Change Canada,ARTHA LEARNING INC,"$39,550","Jan. 25, 2021","Jan. 25, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720233_ec
Federal,Accounting and audit services,Environment and Climate Change Canada,SAMSON & ASSOCIES,"$75,395","Jan. 25, 2021","Jan. 25, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720321_ec
Federal,Exposition services,Natural Resources Canada,CONCORDIA UNIVERSITY,"$39,999","Jan. 26, 2021","Jan. 26, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720432_nrcan
Federal,Scientific services,Environment and Climate Change Canada,CHEMINFO SERVICES INC.,"$45,803","Jan. 26, 2021","Jan. 26, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720446_ec
Federal,"Image/Video communications equipment (includes telepresence/video conferencing equipment, cabling, parts and peripherals)",Canadian Nuclear Safety Commission,AVI-SPL CANADA LTD.,"$75,949","Jan. 26, 2021","Jan. 26, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720509_cnsc
Federal,Scientific services,Environment and Climate Change Canada,BUREAU VERITAS CANADA (2019) INC,"$30,162","Jan. 27, 2021","Jan. 27, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720563_ec
Federal,Scientific services,Agriculture and Agri-Food Canada,IRIS BITTERLICH,"$20,340","Jan. 18, 2021","Jan. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719786_aafc
Federal,Scientific services,Environment and Climate Change Canada,RIVER ROAD CREATIVE C/O BARBARA ROBINSON,"$39,750","Jan. 18, 2021","Jan. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719828_ec
Federal,Ships and boats,Environment and Climate Change Canada,YAMAHA MOTOR CANADA LTD,"$23,481","Jan. 19, 2021","Jan. 19, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719883_ec
Federal,Scientific services,Environment and Climate Change Canada,SIMON FRASER UNIVERSITY,"$25,410","Jan. 20, 2021","Jan. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720033_ec
Federal,Scientific services,Environment and Climate Change Canada,FUSE CONSULTING LTD,"$41,552","Jan. 21, 2021","Jan. 21, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720073_ec
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Environment and Climate Change Canada,NOBLEPROG CANADA CORP,"$23,651","Jan. 21, 2021","Jan. 21, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720084_ec
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Environment and Climate Change Canada,AFL CANADA INC,"$17,384","Jan. 22, 2021","Jan. 22, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000720191_ec
Federal,"Measuring, controlling, laboratory, medical and optical instruments, apparatus and accessories",Environment and Climate Change Canada,MEASUREMENT TECHNOLOGY LABORATORIES,"$20,945","Jan. 11, 2021","Jan. 11, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719332_ec
Federal,Other Business services not Elsewhere Specified,Agriculture and Agri-Food Canada,COLIN ROWE AND ASSOCIATES LTD,"$39,324","Jan. 11, 2021","Jan. 11, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719377_aafc
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Environment and Climate Change Canada,KNOWLEDGE CIRCLE LEARNING SERVICES,$0,"Feb. 8, 2021","Feb. 8, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719399_ec
Federal,Other Business services not Elsewhere Specified,Environment and Climate Change Canada,AQUOSITY ENVIRONMENTAL CONSULTING LTD,"$39,690","Jan. 12, 2021","Jan. 12, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719417_ec
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Environment and Climate Change Canada,KNOWLEDGE CIRCLE LEARNING SERVICES,"$10,979","Jan. 12, 2021","Jan. 12, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719423_ec
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Natural Resources Canada,LANGUAGE MASTERS,"$22,035","Jan. 12, 2021","Jan. 12, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719446_nrcan
Federal,Scientific services,Environment and Climate Change Canada,HAMER ENVIRONMENTAL L.P,"$18,066","Jan. 12, 2021","Jan. 12, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719449_ec
Federal,Information technology and telecommunications consultants,Environment and Climate Change Canada,LUMINA IT INC,"$101,747","Jan. 13, 2021","Jan. 13, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719529_ec
Federal,Management consulting,Environment and Climate Change Canada,WATERSMART SOLUTIONS LTD,"$40,000","Jan. 14, 2021","Jan. 14, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719616_ec
Federal,Scientific consultants,Agriculture and Agri-Food Canada,CRYSTAL CHAN,"$18,122","Jan. 15, 2021","Jan. 15, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719705_aafc
Federal,Temporary help services,Environment and Climate Change Canada,ALTIS HUMAN RESOURCES,"$26,131","Jan. 15, 2021","Jan. 15, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000719707_ec
Federal,Management consulting,Environment and Climate Change Canada,GOSS GILROY INC.,"$141,081","Jan. 4, 2021","Jan. 4, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000718976_ec
