region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Voice Communication Services,Indigenous Services Canada,AVANTUNE INC,"$12,248","Nov. 25, 2022","Nov. 25, 2022","Nov. 10, 2025",https://theijf.org/procurement/4500447809_isc
Federal,Tuition fees and costs of attending courses,Indigenous Services Canada,ECOLE DE LANGUES ABCE INC,"$20,089","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447812_isc
Federal,"Office furniture and furnishings, including parts",Indigenous Services Canada,ELEMENT INTEGRATED WORKPLACE SOLUTI,"$18,177","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447820_isc
Federal,"Medical supplies, etc",Public Health Agency of Canada,OXFORD NANOPORE TECHNOLOGIES LTD.,"$17,081","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447821_phac
Federal,"Medical supplies, etc",Public Health Agency of Canada,OXFORD NANOPORE TECHNOLOGIES LTD.,"$20,093","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447822_phac
Federal,"Medical supplies, etc",Public Health Agency of Canada,OXFORD NANOPORE TECHNOLOGIES LTD.,"$24,341","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447823_phac
Federal,"Medical supplies, etc",Public Health Agency of Canada,OXFORD NANOPORE TECHNOLOGIES LTD.,"$11,502","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447824_phac
Federal,"Medical supplies, etc",Public Health Agency of Canada,OXFORD NANOPORE TECHNOLOGIES LTD.,"$24,882","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447825_phac
Federal,"Medical supplies, etc",Public Health Agency of Canada,OXFORD NANOPORE TECHNOLOGIES LTD.,"$21,894","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447826_phac
Federal,"Medical supplies, etc",Public Health Agency of Canada,OXFORD NANOPORE TECHNOLOGIES LTD.,"$21,894","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447827_phac
Federal,"Medical supplies, etc",Public Health Agency of Canada,OXFORD NANOPORE TECHNOLOGIES LTD.,"$21,894","Nov. 25, 2022","Nov. 25, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500447828_phac
