region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Aviation fuel,National Defence,WOODWARD,"$23,546","Sep. 17, 2024","Sep. 17, 2024","Sep. 17, 2024",https://theijf.org/procurement/2108433571_dnd
Federal,"Office furniture and furnishings, including parts",National Defence,CORRECTIONAL SERVICE OF CANADA,"$31,480","Sep. 17, 2024","Sep. 17, 2024","Sep. 17, 2024",https://theijf.org/procurement/4502802046_dnd
Federal,Other Business services not Elsewhere Specified,National Defence,PREP CULINARY INC,"$11,605","Sep. 11, 2024","Sep. 17, 2024","Sep. 17, 2024",https://theijf.org/procurement/ax0113202501015_dnd
Federal,Tools and implements,National Defence,MILL SUPPLY,"$22,753","Aug. 7, 2024","Aug. 7, 2024","Sep. 16, 2024",https://theijf.org/procurement/w355b_4502787707_dnd
Federal,"Inorganic and organic chemicals, including plastics, rubber and products, and excluding tires and tubes",National Defence,ABCAM Inc,"$24,472","Aug. 15, 2024","Aug. 15, 2024","Sep. 16, 2024",https://theijf.org/procurement/w7702_4502791185_dnd
Federal,Aviation fuel,National Defence,Irving Oil Limited,"$68,238","Sep. 5, 2024","Sep. 5, 2024","Sep. 16, 2024",https://theijf.org/procurement/w0100_4502798582_dnd
Federal,Gasoline,National Defence,Irving OIl Limited,"$18,190","Aug. 14, 2024","Aug. 14, 2024","Sep. 16, 2024",https://theijf.org/procurement/w0100_4502790369_dnd
Federal,Aircraft,National Defence,Aeronautical & General Instruments,"$10,840","Aug. 1, 2024","Aug. 8, 2024","Sep. 16, 2024",https://theijf.org/procurement/w0100_4502787498_dnd
Federal,Gasoline,National Defence,Michaud Petroleum Inc,"$32,394","Sep. 16, 2024","Sep. 16, 2024","Sep. 16, 2024",https://theijf.org/procurement/4502800997_dnd
Federal,Rental of aircraft,National Defence,Air Bravo Corp,"$33,996","Sep. 11, 2024","Sep. 16, 2024","Sep. 16, 2024",https://theijf.org/procurement/056_3crpg_24_25_dnd
Federal,Other equipment,National Defence,CONNECTIONS SEIVAD INC,"$10,642","Jul. 25, 2024","Jul. 25, 2024","Sep. 16, 2024",https://theijf.org/procurement/we555_4502755241_dnd
Federal,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco",Correctional Service of Canada,ALIMENTS CHICOINE INC,"$17,320","Sep. 11, 2024","Sep. 11, 2024","Sep. 16, 2024",https://theijf.org/procurement/21307_25_4867348_csc
Federal,Residential buildings,National Defence,comox consolidators ltd,"$15,784","Aug. 19, 2024","Aug. 19, 2024","Sep. 16, 2024",https://theijf.org/procurement/5472_dnd
Federal,Residential buildings,National Defence,JNL FLOORING,"$10,049","Jul. 29, 2024","Jul. 29, 2024","Sep. 16, 2024",https://theijf.org/procurement/3741090_1_dnd
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,MCKESSON CANADA CORPORATION,"$27,307","Aug. 20, 2024","Aug. 20, 2024","Sep. 16, 2024",https://theijf.org/procurement/21201_25_4847793_csc
Federal,Transportation of things not elsewhere specified,National Defence,ADLAIR AVIATION LTD,"$330,751","Aug. 10, 2024","Aug. 10, 2024","Sep. 16, 2024",https://theijf.org/procurement/w7714_4502788933_dnd
Federal,Residential buildings,National Defence,A FRESH LOOK,"$12,941","Jul. 26, 2024","Jul. 26, 2024","Sep. 16, 2024",https://theijf.org/procurement/3741322_1_dnd
Federal,Contracted building cleaning,National Defence,1385167 AEVITAS INC.,"$41,301","Aug. 15, 2024","Aug. 16, 2024","Sep. 16, 2024",https://theijf.org/procurement/w1941_4502790890_dnd
