region,name,type,buyer,open_date,close_date,status,link
Federal,W8482-229239 RFP for Life Raft,Request for Proposal,National Defence,"May 17, 2023","Dec 8, 2023",CANCELLED,https://theijf.org/procurement/ws3990016746
Federal,T8493-230048 - NICAD Batteries and Starter Generators for the DASH 8 Aircraft Fleet,Request for Proposal,Transport Canada,"Nov 10, 2023","Dec 8, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4300668910
Federal,21501-234253 CSC Fresh Produce,Request for Standing Offer,Correctional Service of Canada,"Oct 3, 2023","Dec 8, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4202248643
Federal,"EF928-222478 - Modernization of the Canadian Coast Guard telecommunications site - Anticosti Island, Que.",Request for Proposal,Canadian Coast Guard,"Sep 22, 2023","Dec 8, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4201468925
Federal,M5000-240722 - All Terrain Vehicles (ATV),Request for Proposal,Royal Canadian Mounted Police,"Oct 24, 2023","Dec 8, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4167255296
Federal,F1688-240002 - qPCR Instrument,Request for Proposal,Public Services and Procurement Canada,"Nov 10, 2023","Dec 8, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4159105927
Federal,W355B-237053 Suspended Personnel Platform,Request for Proposal,National Defence,"Nov 3, 2023","Dec 8, 2023",CLOSED,https://theijf.org/procurement/ws4223555314
Federal,EN439-240497 LTDLC Phase 1A.2 – Cat 6D Workspaces,Request for Proposal,Public Services and Procurement Canada,"Nov 28, 2023","Dec 8, 2023",CLOSED,https://theijf.org/procurement/ws4322297308
Federal,PSIB T8082-230152_Purchase of collaborative furniture (soft seating) for Hybrid project,Request for Proposal,Transport Canada,"Nov 14, 2023","Dec 8, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws4231653058
Federal,W2037-240076 Accommodations and Meals,Request for Proposal,National Defence,"Nov 22, 2023","Dec 8, 2023",CANCELLED,https://theijf.org/procurement/ws4269606670
Federal,"EC095-230005 RMSO Meat, Fish, and Poultry 5th period",Request for Standing Offer,Public Services and Procurement Canada,"Oct 20, 2023","Dec 8, 2023","CLOSED, AWARDED",https://theijf.org/procurement/ws3930664986
Federal,Project Management Support Services,Request for Proposal,Public Services and Procurement Canada,"Sep 12, 2023","Dec 8, 2023",CLOSED,https://theijf.org/procurement/ws4038184520
