region,name,type,buyer,open_date,close_date,status,link
Federal,F3065-240550 - Winter Refit 2024-2025 - Multiple Vessels - Sorel - RFP,Request for Proposal,Fisheries and Oceans Canada,"Nov 6, 2024","Nov 26, 2024",OPEN,https://theijf.org/procurement/ws4799923270
Federal,ITT - Wharf Reconstruction – Cape Tormentine Structure 402,Request for Proposal,Fisheries and Oceans Canada,"Oct 16, 2024","Nov 19, 2024",OPEN,https://theijf.org/procurement/ws4820984365
Federal,F3712-240083 - Automated Hydrographic Surface Vehicle,Request for Proposal,Fisheries and Oceans Canada,"Oct 31, 2024","Nov 19, 2024",OPEN,https://theijf.org/procurement/ws4704261213
Federal,Program for the Rescue of Entangled/Entrapped/Stranded Marine Animals in Distress: Newfoundland and Labrador Region,Request for Proposal,Fisheries and Oceans Canada,"Oct 31, 2024","Nov 14, 2024",OPEN,https://theijf.org/procurement/30006020
Federal,Need for Four (4) Senior (Level 3) Employee Relation Consultants to conduct comprehensive Job Safety Analyses (JSA),Request for Proposal,Fisheries and Oceans Canada,"Oct 31, 2024","Nov 11, 2024",OPEN,https://theijf.org/procurement/30006079a
Federal,"Fire Alarms and Sprinklers – Inspections, Maintenance, Repair & Monitoring at Nova Scotia",Request for Proposal,Fisheries and Oceans Canada,"Oct 23, 2024","Nov 18, 2024",OPEN,https://theijf.org/procurement/30005247
Federal,"Fire Alarms and Sprinklers – Inspections, Maintenance, Repair & Monitoring at New Brunswick",Request for Proposal,Fisheries and Oceans Canada,"Oct 22, 2024","Nov 15, 2024",OPEN,https://theijf.org/procurement/30005315
Federal,"Secret Cove Wharf and Float Reconstruction, BC",Invitation to Qualify,Fisheries and Oceans Canada,"Oct 30, 2024","Nov 14, 2024",OPEN,https://theijf.org/procurement/30006326
Federal,RFSO for Fish samples Processing - Northwest Territories,Request for Standing Offer,Fisheries and Oceans Canada,"Oct 3, 2024","Oct 30, 2024",CLOSED,https://theijf.org/procurement/30005723
Federal,"F6140-240501 ITQ - Wharf Construction (Pinsent's Arm, NL)",Invitation to Qualify,Fisheries and Oceans Canada,"Oct 28, 2024","Nov 19, 2024",OPEN,https://theijf.org/procurement/ws4856356177
Federal,"F6140-240500 Breakwater Extension – Bay de Verde, Newfoundland and Labrador",Invitation to Qualify,Fisheries and Oceans Canada,"Oct 28, 2024","Nov 12, 2024",OPEN,https://theijf.org/procurement/ws4853094305
Federal,"Program for the Rescue of Entangled or Entrapped Marine Animals in Fisheries and Oceans Canada Gulf, Quebec and Maritimes Region",Request for Proposal,Fisheries and Oceans Canada,"Oct 28, 2024","Nov 12, 2024",OPEN,https://theijf.org/procurement/30005999
Federal,"Electrical System Upgrades, Upper Whitehead, (Guysborough County), Nova Scotia",Request for Proposal,Fisheries and Oceans Canada,"Oct 10, 2024","Oct 28, 2024",CLOSED,https://theijf.org/procurement/30006234
Federal,F7052-250001-A Book and Claim Synthetic Hydrocarbon Components and Delivered Marine Fuel,Request for Proposal,Fisheries and Oceans Canada,"Oct 25, 2024","Dec 9, 2024",OPEN,https://theijf.org/procurement/ws4826538323
Federal,"F6140-240541 – ITQ – DFO Wharf Reconstruction – Torbay, NL",Invitation to Qualify,Fisheries and Oceans Canada,"Oct 25, 2024","Nov 13, 2024",OPEN,https://theijf.org/procurement/ws4849302522
Federal,RFP-  F2311-240192- Electrofishing boat and trailer,Request for Proposal,Fisheries and Oceans Canada,"Oct 24, 2024","Nov 12, 2024",OPEN,https://theijf.org/procurement/ws4791239381
Federal,Bulk genetic analysis of larval fish for early detection surveillance of Asian carps,Advance Contract Award Notice,Fisheries and Oceans Canada,"Oct 25, 2024","Nov 12, 2024",OPEN,https://theijf.org/procurement/30006028
Federal,F1782-24C013 - Grenfell Alongside Refit,Request for Proposal,Fisheries and Oceans Canada,"Oct 24, 2024","Nov 28, 2024",OPEN,https://theijf.org/procurement/ws4803994574
Federal,Long term freezer storage of fish and marine mammal samples,Request for Proposal,Fisheries and Oceans Canada,"Oct 24, 2024","Nov 18, 2024",OPEN,https://theijf.org/procurement/30006022
Federal,F7049-240097 - CCGS Neocaligus VLE,Request for Proposal,Fisheries and Oceans Canada,"Sep 27, 2024","Oct 28, 2024","OPEN, AWARDED",https://theijf.org/procurement/ws4726442133
Federal,"Comox Wharf and Float Reconstruction, BC",Invitation to Qualify,Fisheries and Oceans Canada,"Oct 10, 2024","Oct 28, 2024",OPEN,https://theijf.org/procurement/30006174
Federal,F1528-240045 - Fish Feed,Request for Standing Offer,Fisheries and Oceans Canada,"Sep 17, 2024","Oct 31, 2024",OPEN,https://theijf.org/procurement/ws4692337402
Federal,RFP - 30006185 - Skid Steer Loader (E60HS-19BCKH/A),Request for Proposal,Fisheries and Oceans Canada,"Oct 22, 2024","Oct 28, 2024",OPEN,https://theijf.org/procurement/30006185
Federal,Deconstruction and disposal of the Western Star and the Emily Jade,Request for Proposal,Fisheries and Oceans Canada,"Oct 16, 2024","Oct 31, 2024",OPEN,https://theijf.org/procurement/30006275
Federal,Pruning to ensure the visibility of the La Pérade range,Request for Proposal,Fisheries and Oceans Canada,"Oct 2, 2024","Oct 18, 2024",CLOSED,https://theijf.org/procurement/30005850
Federal,FISHERIES ELECTRONIC MONITORING SOLUTIONS (FEMS),Request for Information,Fisheries and Oceans Canada,"Oct 9, 2024","Nov 15, 2024",OPEN,https://theijf.org/procurement/ws4655485675
Federal,"COT-0026-CAPACITORS 57,5µF 10%,1100V",Advance Contract Award Notice,Fisheries and Oceans Canada,"Oct 18, 2024","Nov 4, 2024",OPEN,https://theijf.org/procurement/f7044-240408_a
Federal,"EE520-241296-2 - Virtual Platform Development, Banc-des-Américains",Request for Proposal,Fisheries and Oceans Canada,"Sep 12, 2024","Oct 28, 2024",OPEN,https://theijf.org/procurement/ws4544287136
Federal,"Documentation, sampling, recovery, and transport of St. Lawrence beluga carcasses to document the causes of mortality",Request for Proposal,Fisheries and Oceans Canada,"Oct 7, 2024","Oct 16, 2024",CLOSED,https://theijf.org/procurement/30005842
Federal,St. Anthony Snow Clearing and Ice Control,,Fisheries and Oceans Canada,"Sep 20, 2024","Oct 16, 2024",CLOSED,https://theijf.org/procurement/30005930
Federal,Witless Bay Conservation & Protection (C&P) Operations Building Janitorial Services,Request for Proposal,Fisheries and Oceans Canada,"Oct 15, 2024","Nov 7, 2024",OPEN,https://theijf.org/procurement/30006173
Federal,F6140-240491 - ITQ - Arnold's Cove Wharf Reconstruction,Invitation to Qualify,Fisheries and Oceans Canada,"Oct 15, 2024","Oct 29, 2024",OPEN,https://theijf.org/procurement/ws4824615454
Federal,"F6879-243507 ITT - Building Envelope Revitalization for CCG SAR (Burgeo, NL)",Request for Proposal,Fisheries and Oceans Canada,"Oct 11, 2024","Oct 29, 2024","OPEN, AWARDED",https://theijf.org/procurement/ws4760895567
Federal,Dredging - Fox Island River NFLD,Invitation to Qualify,Fisheries and Oceans Canada,"Oct 11, 2024","Oct 28, 2024",OPEN,https://theijf.org/procurement/30006219
Federal,Canadian Coast Guard’s Marine Communications and Traffic Services Bowen Island Tree Harvesting Services,,Fisheries and Oceans Canada,"Sep 18, 2024","Oct 16, 2024","OPEN, AWARDED",https://theijf.org/procurement/30005838
Federal,F3065-240547 – AUTUMN REFIT 2024 CCGS DES GROSEILLIERS,Request for Proposal,Fisheries and Oceans Canada,"Oct 10, 2024","Nov 4, 2024","OPEN, AWARDED",https://theijf.org/procurement/ws4821007497
Federal,F3766-240075 Redevelopment of the main entrance of the Quebec Base,Request for Proposal,Fisheries and Oceans Canada,"Sep 13, 2024","Oct 24, 2024","OPEN, AWARDED",https://theijf.org/procurement/ws4784664240
Federal,Phase 1 F1571-240442 - Wharf Reconstruction,Invitation to Qualify,Fisheries and Oceans Canada,"Oct 7, 2024","Oct 22, 2024",OPEN,https://theijf.org/procurement/ws4821378757
Federal,RFSO - Data Loggers and Temperature Probes for Oceanographic Research,Request for Standing Offer,Fisheries and Oceans Canada,"Oct 3, 2024","Oct 29, 2024","OPEN, AWARDED",https://theijf.org/procurement/ws4811284329
Federal,3D Terrestrial Scanners & Licences,Request for Proposal,Fisheries and Oceans Canada,"Oct 9, 2024","Oct 29, 2024",OPEN,https://theijf.org/procurement/f7017-240336_a
Federal,F5284-230628B Plasma Asher,Request for Proposal,Fisheries and Oceans Canada,"Sep 22, 2024","Oct 16, 2024",OPEN,https://theijf.org/procurement/ws4657557578
Federal,F1700-240359 PSEC Facility Repairs - Phase 2 ITT.,Invitation to Qualify,Fisheries and Oceans Canada,"Oct 7, 2024","Oct 23, 2024",OPEN,https://theijf.org/procurement/ws4768366805
Federal,"Naufrage Harbour – Reconstruction of 403 & 501, PEI",Request for Proposal,Fisheries and Oceans Canada,"Oct 4, 2024","Oct 22, 2024",OPEN,https://theijf.org/procurement/30006170
Federal,Phase 2 - F1700-240244 Upper Fraser River Conservation Hatchery - Earthworks and Utilities,Invitation to Qualify,Fisheries and Oceans Canada,"Sep 27, 2024","Oct 23, 2024",OPEN,https://theijf.org/procurement/ws4737797611
Federal,F7047-240016_Unmanned Surface Vessel - RFP,Request for Proposal,Fisheries and Oceans Canada,"Sep 27, 2024","Oct 22, 2024","OPEN, AWARDED",https://theijf.org/procurement/ws4761638183
Federal,CCGS Corporal Teather Dry Docking Refit,Request for Proposal,Fisheries and Oceans Canada,"Oct 2, 2024","Nov 5, 2024",OPEN,https://theijf.org/procurement/ws4790920083
Federal,"Wharf Repairs, Bailey’s Brook, Nova Scotia",Request for Proposal,Fisheries and Oceans Canada,"Sep 25, 2024","Oct 11, 2024","OPEN, AWARDED",https://theijf.org/procurement/30006148
Federal,"2024 Harbour Improvements – Poplar River, Manitoba",Invitation to Qualify,Fisheries and Oceans Canada,"Sep 16, 2024","Oct 2, 2024",CLOSED,https://theijf.org/procurement/30005790
