region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Diesel fuel,National Defence,TR Petroleum,"$115,080","Oct. 5, 2023","Oct. 5, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502651637_dnd
Federal,"Office furniture and furnishings, including parts",National Defence,GLOBAL UPHOLSTERY CO. INC.,"$13,362","Oct. 4, 2023","Oct. 4, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502650944_dnd
Federal,Other buildings,National Defence,MIKKELSEN-COWARD & CO. LTD,"$24,150","Oct. 11, 2023","Oct. 11, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502650820_dnd
Federal,"Image/Video communications equipment (includes telepresence/video conferencing equipment, cabling, parts and peripherals)",National Defence,INTERACTIVE AUDIO VISUAL INC.,"$68,901","Oct. 23, 2023","Oct. 23, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502650555_dnd
Federal,"Other mineral fuels, oils and products",National Defence,Harnois energies inc,"$10,736","Oct. 3, 2023","Oct. 3, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502650334_dnd
Federal,Uniforms,National Defence,Logistik Unicorp,"$38,139","Oct. 3, 2023","Oct. 3, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502650278_dnd
Federal,Other buildings,National Defence,NORWIN ROOFING LTD,"$10,231","Oct. 11, 2023","Oct. 11, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502649578_dnd
Federal,Other equipment and Parts,National Defence,MSC Industrial Supply ULC,"$40,000","Sep. 29, 2023","Sep. 29, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502649567_dnd
Federal,Gasoline,National Defence,harnois energies inc,"$17,633","Sep. 20, 2023","Sep. 20, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502649324_dnd
Federal,Gasoline,National Defence,harnois energies inc,"$28,999","Sep. 25, 2023","Sep. 25, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502649286_dnd
Federal,Other buildings,National Defence,Island Floor,"$52,500","Sep. 28, 2023","Sep. 28, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502649161_dnd
Federal,Engineering consultants-Other,Public Services and Procurement Canada,STANTEC CONSULTING LTD.,"$2,472,030","Apr. 28, 2021","Apr. 28, 2021","Mar. 31, 2024",https://theijf.org/procurement/700577829_pwgsc
Federal,Other Utility services,National Defence,COMMISSIONAIRES MANITOBA,"$26,250","Oct. 27, 2023","Oct. 27, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502659985_dnd
Federal,Information technology and telecommunications consultants,National Defence,lounsbury truck center,"$10,226","Oct. 23, 2023","Oct. 23, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502659764_dnd
Federal,Miscellaneous Chemical products,National Defence,VEOLIA,"$26,647","Oct. 23, 2023","Oct. 23, 2023","Mar. 31, 2024",https://theijf.org/procurement/4502659746_dnd
