region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Other business services not elsewhere specified,National Research Council Canada,PCI REMUNERATION-CONSEIL,"$39,954","Feb. 28, 2022","Feb. 28, 2022","Jun. 10, 2022",https://theijf.org/procurement/987275_nrc
Federal,Processing machinery,National Research Council Canada,JEOL CANADA INC.,"$26,316","Feb. 28, 2022","Feb. 28, 2022","Apr. 28, 2022",https://theijf.org/procurement/987278_nrc
Federal,Information technology and telecommunications consultants,National Research Council Canada,LIKE 10 INC,"$98,310","Feb. 28, 2022","Feb. 28, 2022","Sep. 30, 2022",https://theijf.org/procurement/987290_nrc
Federal,Information technology and telecommunications consultants,National Research Council Canada,EXCEL HUMAN RESOURCES INC.,"$39,999","Feb. 28, 2022","Feb. 28, 2022","Mar. 31, 2023",https://theijf.org/procurement/987294_nrc
Federal,"Printed matter, including books, newspapers, pictures, manuscripts and forms",National Research Council Canada,ELSEVIER B.V.,"$108,673","Feb. 28, 2022","Feb. 28, 2022","Feb. 28, 2022",https://theijf.org/procurement/987296_nrc
Federal,Temporary help services,National Research Council Canada,ADVANTAGE PERSONNEL LTD,"$2,294","Feb. 28, 2022","Feb. 28, 2022","May 31, 2022",https://theijf.org/procurement/987299_nrc
Federal,Waste disposal,National Research Council Canada,GO ZERO RECYCLE INC,"$20,905","Feb. 28, 2022","Feb. 28, 2022","Mar. 31, 2023",https://theijf.org/procurement/987311_nrc
Federal,"American Sign Language (ASL) and Langue des signes Québécoise (LSQ) translation of Public Service
Commission of Canada internal and external videos.",Public Service Commission of Canada,Sign Language Interpreting Associated Ottawa Inc,"$15,184","Feb. 28, 2022","Feb. 28, 2022","Mar. 31, 2024",https://theijf.org/procurement/con22_0021_psc
Federal,Office buildings,National Defence,Super Floors of Alaska,"$16,890","Feb. 28, 2022","Mar. 1, 2022","Mar. 31, 2022",https://theijf.org/procurement/cs2350_22_014_dnd
Federal,Office buildings,National Defence,MJ ChahleyConstruction Group,"$501,419","Feb. 28, 2022","Feb. 28, 2022","Aug. 10, 2022",https://theijf.org/procurement/cx210501_76841cn_dnd
Federal,Other Business services not Elsewhere Specified,National Defence,Dillon Consulting Ltd,"$203,582","Feb. 28, 2022","Feb. 28, 2022","Mar. 31, 2024",https://theijf.org/procurement/cx210604_kn76921_dnd
Federal,Communications professional services not Elsewhere Specified,Public Safety Canada,THE CANADIAN PRESS ENTERPRISES INC.,"$125,629","Feb. 28, 2022","Feb. 28, 2022","Mar. 31, 2023",https://theijf.org/procurement/d160224789_ps
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Public Services and Procurement Canada,LE GROUPE CONSEIL BRONSON,"$53,774","Feb. 28, 2022","Feb. 28, 2022","Feb. 29, 2024",https://theijf.org/procurement/e62zr21621_pwgsc
Federal,License/Maintenance fees for Client Software,Public Services and Procurement Canada,Shi Canada Ulc,"$14,061","Feb. 28, 2022","Feb. 28, 2022","Feb. 27, 2023",https://theijf.org/procurement/e62zr21780_pwgsc
Federal,Client Software,Public Services and Procurement Canada,Ibm Canada Ltd.,"$34,857","Feb. 28, 2022","Feb. 28, 2022","Feb. 28, 2023",https://theijf.org/procurement/e62zr22284_pwgsc
Federal,Data and database access services,Employment and Social Development Canada,GARTNER CANADA CO,"$325,218","Feb. 28, 2022","Mar. 21, 2022","Jul. 11, 2022",https://theijf.org/procurement/g929220296_esdc
Federal,Audio-visual services,Employment and Social Development Canada,HYPERACTIVE PRODUCTIONS INC.,"$33,256","Feb. 28, 2022","Feb. 28, 2022","Jun. 30, 2022",https://theijf.org/procurement/g929220463_esdc
Federal,Client software related to Distributed Computing Environment (DCE),Royal Canadian Mounted Police,IBM CANADA LTD,"$34,493","Feb. 28, 2022","Feb. 28, 2022","Feb. 28, 2023",https://theijf.org/procurement/m759404756_rcmp
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Natural Sciences and Engineering Research Council of Canada,Orangutech Inc.,"$51,074","Feb. 28, 2022","Apr. 1, 2022","Mar. 31, 2023",https://theijf.org/procurement/n23_19318_nserc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Social Sciences and Humanities Research Council of Canada,Orangutech Inc.,"$51,074","Feb. 28, 2022","Apr. 1, 2022","Mar. 31, 2023",https://theijf.org/procurement/n23_19318_sshrc
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Shared Services Canada,Graybridge International Consulting,"$10,671","Feb. 28, 2022","Feb. 28, 2022","Apr. 8, 2022",https://theijf.org/procurement/p000030414_ssc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Shared Services Canada,PURELOGIC IT SOLUTIONS INC,"$14,778","Feb. 28, 2022","Feb. 28, 2022","Feb. 27, 2023",https://theijf.org/procurement/p000032945_ssc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Shared Services Canada,ORACLE CANADA ULC,"$491,842","Feb. 28, 2022","Feb. 28, 2022","Feb. 27, 2023",https://theijf.org/procurement/p000033275_ssc
Federal,"Operating system and utility software related to servers, storage, peripherals and components",Shared Services Canada,ORACLE CANADA ULC,"$1,122,908","Feb. 28, 2022","Feb. 28, 2022","Feb. 27, 2023",https://theijf.org/procurement/p000033279_ssc
Federal,Other health services not elsewhere specified,Shared Services Canada,JUNO RISK SOLUTIONS INC.,"$8,899","Feb. 28, 2022","Feb. 28, 2022","Mar. 31, 2023",https://theijf.org/procurement/p000033418_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,STONEWORKS TECHNOLOGIES INC,"$118,109","Feb. 28, 2022","Apr. 1, 2022","Apr. 1, 2027",https://theijf.org/procurement/p000033506_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,ITEX INC,"$113,155","Feb. 28, 2022","Feb. 28, 2022","Feb. 27, 2027",https://theijf.org/procurement/p000033587_ssc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Shared Services Canada,ADVANCED CHIPPEWA TECHNOLOGIES INC.,"$102,694","Feb. 28, 2022","Feb. 28, 2022","Feb. 27, 2023",https://theijf.org/procurement/p000035498_ssc
Federal,Computer equipment related to Distributed Computing Environment (DCE) - Desktop/personal/portable (includes all related parts and peripherals) ,International Joint Commission,CDW Canada Inc.,"$21,236","Feb. 28, 2022","Feb. 28, 2022","Mar. 31, 2022",https://theijf.org/procurement/p2200130_ijc
Federal,"Acquisition of Computer Equipment related to Production and Operations (P&O) environment - Servers, Storage (includes related parts and peripherals) ",Invest in Canada,Northern Micro,"$19,415","Feb. 28, 2022","Feb. 28, 2022","Mar. 31, 2022",https://theijf.org/procurement/p2200152_iic
Federal,Communications professional services not elsewhere specified,Prairies Economic Development Canada,CNW Group Ltd.,"$37,855","Feb. 28, 2022","Apr. 1, 2022","Mar. 31, 2023",https://theijf.org/procurement/p2200179_prairiescan
Federal,Information technology and telecommunications consultants,Women and Gender Equality Canada,Alphinat Inc.,"$402,413","Feb. 23, 2024","Feb. 28, 2022","Mar. 31, 2025",https://theijf.org/procurement/p2200220_wage
