region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,LANDSCAPE EFFECTS PROPERTY,"$15,435","May 8, 2020","Nov. 1, 2020","Nov. 21, 2022",https://theijf.org/procurement/4500005406_rcmp
Federal,Information technology and telecommunications consultants,Employment and Social Development Canada,S.I. SYSTEMS,"$98,378","May 8, 2020","May 11, 2020","Dec. 31, 2020",https://theijf.org/procurement/4500006224_esdc
Federal,Information technology and telecommunications consultants,Employment and Social Development Canada,TAKING IT GLOBAL (TIG),"$38,420","May 8, 2020","May 8, 2020","Dec. 31, 2020",https://theijf.org/procurement/4500006225_esdc
Federal,Protection services,Employment and Social Development Canada,CANADIAN CORPS OF COMMISSIONAIRES,"$73,450","May 8, 2020","May 12, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500006226_esdc
Federal,Information technology and telecommunications consultants,Employment and Social Development Canada,T.E.S.CONTRACT SERVICES INC.,"$97,379","May 8, 2020","May 11, 2020","Feb. 12, 2021",https://theijf.org/procurement/4500006227_esdc
Federal,Translation services,Health Canada,GROUPE AMEXIO CANADA INC.,"$40,825","May 8, 2020","May 8, 2020","Jun. 30, 2024",https://theijf.org/procurement/4500410328_hc
Federal,Scientific consultants,Health Canada,VALENTINA ACUNA GUTIERREZ,"$24,521","May 8, 2020","May 8, 2020","Mar. 11, 2022",https://theijf.org/procurement/4500411250_hc
Federal,Communications - Web Services Subscriptions,Health Canada,CANADIAN STANDARDS ASSOCIATION,"$22,846","May 8, 2020","May 8, 2020","May 7, 2021",https://theijf.org/procurement/4500411311_hc
Federal,Other business services not elsewhere specified,Public Health Agency of Canada,PERFORMANCE MANAGEMENT NETWORK INC.,"$38,646","May 8, 2020","May 8, 2020","Aug. 31, 2020",https://theijf.org/procurement/4500411391_phac
Federal,Research contracts ,Crown-Indigenous Relations and Northern Affairs Canada,PUBLIC HISTORY INC.,"$223,085","May 8, 2020","Jun. 23, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500411414_aandc
Federal,Translation services,Health Canada,NATIONS TRANSLATION GROUP INC.,"$16,950","May 8, 2020","May 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500411435_hc
Federal,"Medical supplies, etc",Public Health Agency of Canada,LIFE TECHNOLOGIES INC.,"$24,878","May 8, 2020","May 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500411437_phac
Federal,Research contracts ,Crown-Indigenous Relations and Northern Affairs Canada,T.H.G. THE HISTORY GROUP INC,"$64,578","May 8, 2020","May 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500411463_aandc
Federal,Other professional services not otherwise specifie,Health Canada,JANE HEFFERNAN,"$5,707","May 8, 2020","May 8, 2020","Sep. 30, 2020",https://theijf.org/procurement/4500411468_hc
