region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Management consulting,Natural Sciences and Engineering Research Council of Canada,Mnp Llp,"$38,420","Apr. 27, 2021","Apr. 7, 2021","Aug. 31, 2021",https://theijf.org/procurement/n22_19055_nserc
Federal,Other business services not elsewhere specified,National Research Council Canada,ROBERT WALKER,"$35,573","Jan. 27, 2021","Jan. 27, 2021","Aug. 31, 2021",https://theijf.org/procurement/964300_nrc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",International Joint Commission,Contract Community Inc,"$15,066","Aug. 28, 2020","Aug. 28, 2020","Aug. 31, 2021",https://theijf.org/procurement/p2100040_ijc
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",National Research Council Canada,LEICA MICROSYSTEMS (CANADA) INC.,"$24,511","Apr. 30, 2021","Apr. 30, 2021","Aug. 31, 2021",https://theijf.org/procurement/971160_nrc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Shared Services Canada,"ANTHONY, MACAULEY & ASSOCIATES","$35,703","Sep. 1, 2020","Sep. 1, 2020","Aug. 31, 2021",https://theijf.org/procurement/p000016817_ssc
Federal,"Electric lighting, distribution and control equipment",National Research Council Canada,LOWE MECHANICAL SERVICES LTD.,"$20,881","May 19, 2021","May 19, 2021","Aug. 31, 2021",https://theijf.org/procurement/972423_nrc
Federal,Engineering consultants - construction,Fisheries and Oceans Canada,SHM CANADA CONSULTING LIMITED,"$165,444","Mar. 3, 2021","Mar. 3, 2021","Aug. 31, 2021",https://theijf.org/procurement/f4718_200068_dfo
Federal,Teachers and instructors on contract,Fisheries and Oceans Canada,SURVIVAL SYSTEMS TRAINING LIMITED,"$97,865","Dec. 1, 2020","Dec. 1, 2020","Aug. 31, 2021",https://theijf.org/procurement/fp802_200006_a1_dfo
Federal,"Office furniture and furnishings, including parts",Public Services and Procurement Canada,TEKNION LIMITED,"$29,922","May 21, 2021","May 21, 2021","Aug. 31, 2021",https://theijf.org/procurement/eh90210745_pwgsc
Federal,Legal Services,Canadian Human Rights Commission,Sevigny Dupuis LLP,"$24,860","Jan. 7, 2021","Jan. 8, 2021","Aug. 31, 2021",https://theijf.org/procurement/p2100304_chrc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",National Defence,Itex Inc.,"$1,266,649","Jul. 27, 2021","Jul. 27, 2021","Aug. 31, 2021",https://theijf.org/procurement/k000015082_dnd
Federal,Other furniture and fixtures including parts,National Research Council Canada,BUSCH SYSTEMS INTERNATIONAL INC.,"$10,640","Jul. 5, 2021","Jul. 5, 2021","Aug. 31, 2021",https://theijf.org/procurement/975139_nrc
Federal,Temporary Help Services,Invest in Canada,Charlanne Investments Group Ltd.,"$28,250","Feb. 10, 2021","Feb. 10, 2021","Aug. 31, 2021",https://theijf.org/procurement/p2100107_iic
Federal,"Electric lighting, distribution and control equipment",National Research Council Canada,DURATEC AUTOMATED SOLUTIONS,"$27,353","May 17, 2021","May 17, 2021","Aug. 31, 2021",https://theijf.org/procurement/972273_nrc
Federal,Management consulting,Public Services and Procurement Canada,GARTNER CANADA CO.,"$516,944","Aug. 4, 2021","Aug. 4, 2021","Aug. 31, 2021",https://theijf.org/procurement/en57820968_pwgsc
Federal,Management Consulting Services,Office of the Auditor General of Canada,LINKEDIN CORPORATION,"$88,931","Aug. 20, 2020","Sep. 1, 2020","Aug. 31, 2021",https://theijf.org/procurement/p2100150_oag
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",National Research Council Canada,"BETTER SHREDDERS, LLC","$17,332","Apr. 30, 2021","Apr. 30, 2021","Aug. 31, 2021",https://theijf.org/procurement/971161_nrc
Federal,Teachers and instructors on contract,Fisheries and Oceans Canada,SURVIVAL SYSTEMS TRAINING LIMITED,"$113,735","Dec. 14, 2020","Dec. 14, 2020","Aug. 31, 2021",https://theijf.org/procurement/fp802_200006_b1_dfo
Federal,"Meat, fish and their preparations",National Defence,LES ALIMENTS GUY CHICOINE INC.,"$11,434","Aug. 24, 2021","Aug. 31, 2021","Aug. 31, 2021",https://theijf.org/procurement/by3380202201066_dnd
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",National Research Council Canada,CONTRO VALVE INC.,"$14,745","Aug. 9, 2021","Aug. 9, 2021","Aug. 31, 2021",https://theijf.org/procurement/976950_nrc
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",National Research Council Canada,SARTORIUS STEDIM NORTH AMERICA INC,"$10,521","Aug. 31, 2021","Aug. 31, 2021","Aug. 31, 2021",https://theijf.org/procurement/978017_nrc
Federal,Other clothing,Royal Canadian Mounted Police,FISHER SCIENTIFIC,"$128,040","Jun. 2, 2021","Jun. 2, 2021","Aug. 31, 2021",https://theijf.org/procurement/m759421119_rcmp
Federal,Communications Research Services,Health Canada,NARRATIVE RESEARCH INC,"$109,435","Jan. 12, 2021","Jan. 12, 2021","Aug. 31, 2021",https://theijf.org/procurement/ht37204042_hc
Federal,"Image/Video Communications Equipment (includes Telepresence/Video Conferencing Equipment, cabling, parts and peripherals",Office of the Auditor General of Canada,TELUS COMMUNICATIONS,"$25,715","Jul. 24, 2020","Sep. 1, 2020","Aug. 31, 2021",https://theijf.org/procurement/p2100126_oag
Federal,Audio-visual services,Fisheries and Oceans Canada,SANDBOX - LA BOITE A FILMS INC,"$226,000","Sep. 24, 2020","Sep. 24, 2020","Aug. 31, 2021",https://theijf.org/procurement/fp959_200003_001_cx_dfo
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Natural Sciences and Engineering Research Council of Canada,Mri Software Llc,"$12,630","Feb. 7, 2020","Mar. 1, 2020","Aug. 31, 2021",https://theijf.org/procurement/n20_18444_nserc
Federal,Accounting and Audit services,Office of the Auditor General of Canada,ERNST & YOUNG LLP,"$97,491","Sep. 2, 2020","Oct. 5, 2020","Aug. 31, 2021",https://theijf.org/procurement/p2100154_oag
Federal,Voice communications services,Shared Services Canada,COMBAT NETWORKS INC.,"$15,894","Sep. 1, 2020","Sep. 1, 2020","Aug. 31, 2021",https://theijf.org/procurement/p000016872_ssc
Federal,Engineering consultants - construction,Fisheries and Oceans Canada,GEMTEC LTD,"$18,400","Mar. 16, 2021","Mar. 16, 2021","Aug. 31, 2021",https://theijf.org/procurement/f4718_200074_dfo
Federal,Scientific services,National Research Council Canada,EUROFINS LANCASTER LABORATORIES INC,"$24,307","Jun. 1, 2021","Jun. 1, 2021","Aug. 31, 2021",https://theijf.org/procurement/973147_nrc
