region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Rental of Aircraft,Parks Canada,Whitetooth Helicopters Ltd.,"$63,945","Jul. 17, 2024","Jul. 17, 2024","Aug. 13, 2024",https://theijf.org/procurement/45471201_pc
Federal,Road motor vehicles - non-military,Royal Canadian Mounted Police,CARSTAR NEW MINAS,"$10,639","Jul. 21, 2024","Jul. 21, 2024","Aug. 12, 2024",https://theijf.org/procurement/7274437_rcmp
Federal,Rental of Aircraft,Parks Canada,FOREST HELICOPTERS INC.,"$47,723","Aug. 9, 2024","Aug. 9, 2024","Aug. 12, 2024",https://theijf.org/procurement/45471817_pc
Federal,Transportation of things not elsewhere specified,Shared Services Canada,1317855 ONTARIO INC,"$31,446","Jul. 9, 2024","Jul. 9, 2024","Aug. 9, 2024",https://theijf.org/procurement/p000063471_ssc
Federal,"Measuring, Controlling, Laboratory, Medical and Optical Instruments, Apparatus and Accessories",Parks Canada,HOSKIN SCIENTIFIC LIMITED,"$10,068","Jul. 10, 2024","Jul. 10, 2024","Aug. 9, 2024",https://theijf.org/procurement/45471013_pc
Federal,Road motor vehicles - non-military,Royal Canadian Mounted Police,SHERWOOD CHEVROLET INC.,"$28,017","Jul. 9, 2024","Jul. 9, 2024","Aug. 9, 2024",https://theijf.org/procurement/7273552_rcmp
Federal,Rental of Aircraft,Parks Canada,Discovery Helicopters Ltd.,"$17,639","Jul. 19, 2024","Jul. 19, 2024","Aug. 9, 2024",https://theijf.org/procurement/45471277_pc
Federal,"Rental of machinery, office furniture and fixtures and other equipment",Canadian Intergovernmental Conference Secretariat,Encore Canada Events (Canada) ULC,"$18,027","Jul. 18, 2024","Aug. 7, 2024","Aug. 9, 2024",https://theijf.org/procurement/p2500232_cics
Federal,Other Business services not Elsewhere Specified,Royal Canadian Mounted Police,BELL CANADA/BELL NEXXIA,"$113,302","Aug. 9, 2024","Aug. 9, 2024","Aug. 9, 2024",https://theijf.org/procurement/7274157_rcmp
Federal,Aviation Fuel,Parks Canada,PETROVALUE PRODUCTS CANADA INC.,"$46,426","Aug. 3, 2024","Aug. 3, 2024","Aug. 9, 2024",https://theijf.org/procurement/45471671_pc
Federal,"Salt, Sulphur, Ores, Earth and Stone",Parks Canada,PATIO DRUMMOND LTEE,"$39,334","Jul. 4, 2024","Jul. 4, 2024","Aug. 8, 2024",https://theijf.org/procurement/45471672_pc
Federal,Other equipment and Parts,Royal Canadian Mounted Police,ICOR TECHNOLOGY INC.,"$18,803","Jul. 8, 2024","Jul. 8, 2024","Aug. 8, 2024",https://theijf.org/procurement/7273514_rcmp
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),Royal Canadian Mounted Police,NORTHERN MICRO INC.,"$18,379","Jul. 8, 2024","Jul. 8, 2024","Aug. 8, 2024",https://theijf.org/procurement/7273529_rcmp
Federal,Miscellaneous manufactured articles,Library and Archives Canada,PURESPIRIT SOLUTIONS INC,"$22,967","Jul. 10, 2024","Jul. 10, 2024","Aug. 8, 2024",https://theijf.org/procurement/5z011_25_0072_lac
Federal,Office and stationers supplies,Royal Canadian Mounted Police,OCR CANADA LTD.,"$20,331","Jul. 10, 2024","Jul. 10, 2024","Aug. 7, 2024",https://theijf.org/procurement/7273573_rcmp
Federal,Industrial Buildings,Parks Canada,BRUCE MALY PLUMBING & DRAIN,"$10,529","May 22, 2024","May 22, 2024","Aug. 7, 2024",https://theijf.org/procurement/t211703003_pc
Federal,Road motor vehicles Parts,Royal Canadian Mounted Police,CANADIAN SAFETY EQUIPMENT INC.,"$20,874","Jul. 12, 2024","Jul. 12, 2024","Aug. 7, 2024",https://theijf.org/procurement/7273648_rcmp
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),Royal Canadian Mounted Police,ADVANCED CHIPPEWA TECHNOLOGIES INC.,"$26,024","Jul. 8, 2024","Jul. 8, 2024","Aug. 6, 2024",https://theijf.org/procurement/s202501152_rcmp
Federal,Other Business services not Elsewhere Specified,Library and Archives Canada,MULTISHRED INC,"$35,482","Aug. 6, 2024","Aug. 6, 2024","Jul. 31, 2024",https://theijf.org/procurement/5z011_25_0004b_lac
Federal,Aircraft parts,Royal Canadian Mounted Police,KADEX AERO SUPPLY,"$13,658","Jul. 23, 2024","Jul. 23, 2024","Aug. 6, 2024",https://theijf.org/procurement/7273840_rcmp
Federal,Rental of aircraft,Royal Canadian Mounted Police,CAPITAL HELICOPTERS (1995) INC.,"$14,999","Aug. 6, 2024","Aug. 6, 2024","Aug. 6, 2024",https://theijf.org/procurement/7274098_rcmp
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),Royal Canadian Mounted Police,NISHA TECHNOLOGIES INC.,"$30,662","Aug. 6, 2024","Aug. 6, 2024","Aug. 6, 2024",https://theijf.org/procurement/s202500780_rcmp
Federal,Computer equipment related to Distributed Computing Environment (DCE) - Desktop/personal/portable (includes all related parts and peripherals),Statistics Canada,PURESPIRIT SOLUTIONS INC.,"$263,835","Jul. 10, 2024",,"Aug. 5, 2024",https://theijf.org/procurement/000014248_statcan
Federal,"Other Mineral Fuels, Oils and Products",Parks Canada,PARKLAND CORPORATION,"$11,550","Jul. 15, 2024","Jul. 15, 2024","Aug. 5, 2024",https://theijf.org/procurement/45471094_pc
Federal,Road motor vehicles - non-military,Royal Canadian Mounted Police,CSN HAROLDS,"$13,242","Jul. 17, 2024","Jul. 17, 2024","Aug. 3, 2024",https://theijf.org/procurement/7273721_rcmp
Federal,"House furnishing, excluding furniture",Royal Canadian Mounted Police,NDA CLARENVILLE FURNITURE,"$12,417","Jul. 10, 2024","Jul. 10, 2024","Aug. 3, 2024",https://theijf.org/procurement/7273557_rcmp
Federal,Other equipment and Parts,Royal Canadian Mounted Police,INCITE EXPERIENTIAL DESIGN INC,"$24,988","Jul. 18, 2024","Jul. 18, 2024","Aug. 3, 2024",https://theijf.org/procurement/7273780_rcmp
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Employment and Social Development Canada,LANGUAGE RESEARCH DEVELOPMENT GROUP INC,$0,"Jun. 10, 2024","Jul. 8, 2024","Aug. 2, 2024",https://theijf.org/procurement/4500013516_esdc
Federal,Computer equipment related to Distributed Computing Environment (DCE) - Desktop/personal/portable (includes all related parts and peripherals),Department of Finance Canada,Purespirit Solutions Inc.,"$212,032","Jul. 25, 2024","Jul. 25, 2024","Aug. 1, 2024",https://theijf.org/procurement/2bh4172193_fin
Federal,Rental of Aircraft,Parks Canada,Whitetooth Helicopters Ltd.,"$63,945","Jul. 26, 2024","Jul. 26, 2024","Aug. 1, 2024",https://theijf.org/procurement/45471450_pc
Federal,Other health services not elsewhere specified,Royal Canadian Mounted Police,CALIAN,"$97,180","Jul. 11, 2024","Jul. 11, 2024","Aug. 1, 2024",https://theijf.org/procurement/7273575_rcmp
Federal,Road motor vehicles - non-military,Royal Canadian Mounted Police,CSN COWICHAN COLLISION LTD.,"$10,582","May 14, 2024","May 14, 2024","Aug. 1, 2024",https://theijf.org/procurement/7272627_rcmp
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Royal Canadian Mounted Police,"ANALYTIC ADVANTAGE, INC.","$13,599","Jul. 19, 2024","Jul. 19, 2024","Aug. 1, 2024",https://theijf.org/procurement/7273803_rcmp
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Veterans Affairs Canada,"UDEMY, INC.","$20,827","Mar. 18, 2024","Mar. 18, 2024","Aug. 1, 2024",https://theijf.org/procurement/3000778394_vac
Federal,Diesel Fuel,Parks Canada,SUNCOR ENERGY PRODUCTS PARTNERSHIP,"$89,700","Aug. 1, 2024","Aug. 1, 2024","Aug. 1, 2024",https://theijf.org/procurement/45471620_pc
Federal,Rental of Aircraft,Parks Canada,Ahmic Air Limited,"$11,603","Jul. 25, 2024","Jul. 25, 2024","Aug. 1, 2024",https://theijf.org/procurement/45471418_pc
Federal,"Other Mineral Fuels, Oils and Products",Parks Canada,Parkland Industries Limited,"$15,890","Aug. 1, 2024","Aug. 1, 2024","Aug. 1, 2024",https://theijf.org/procurement/45471624_pc
Federal,Rental-Other,Royal Canadian Mounted Police,SOLOTECH INC.,"$27,187","Jul. 10, 2024","Jul. 10, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273560_rcmp
Federal,Rental of Aircraft,Parks Canada,Bighorn Helicopters Inc.,"$84,118","Jul. 19, 2024","Jul. 19, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471292_pc
Federal,Information Technology Consultants,Infrastructure Canada,BITS IN GLASS INC.,"$875,978","Sep. 7, 2021","Sep. 7, 2021","Jul. 31, 2024",https://theijf.org/procurement/8509792_infc
Federal,Rental of Aircraft,Parks Canada,CAPITAL HELICOPTERS,"$26,758","Jul. 19, 2024","Jul. 19, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471276_pc
Federal,Rental of Aircraft,Parks Canada,Yellowhead Helicopters Ltd.,"$23,520","Jul. 17, 2024","Jul. 17, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471256_pc
Federal,Institutional buildings,Royal Canadian Mounted Police,SUTHERLAND EXCAVATING LTD,"$13,936","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273462_rcmp
Federal,Rental of Aircraft,Parks Canada,Whitetooth Helicopters Ltd.,"$17,243","Jul. 17, 2024","Jul. 17, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471191_pc
Federal,"Image/Video communications equipment (includes telepresence/video conferencing equipment, cabling, parts and peripherals)",Shared Services Canada,APPLIED ELECTRONICS LIMITED,"$460,967","Nov. 30, 2023","Nov. 30, 2023","Jul. 31, 2024",https://theijf.org/procurement/p000055012_ssc
Federal,Institutional buildings,Royal Canadian Mounted Police,SUTHERLAND EXCAVATING LTD,"$28,375","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273461_rcmp
Federal,Institutional buildings,Royal Canadian Mounted Police,SUTHERLAND EXCAVATING LTD,"$11,903","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273460_rcmp
Federal,Aviation Fuel,Parks Canada,Flight Fuels LP,"$12,026","Jul. 14, 2024","Jul. 14, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471087_pc
Federal,Institutional buildings,Royal Canadian Mounted Police,SUTHERLAND EXCAVATING LTD,"$20,676","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273458_rcmp
Federal,Institutional buildings,Royal Canadian Mounted Police,SUTHERLAND EXCAVATING LTD,"$10,258","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273457_rcmp
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,"SCHOOL SPECIALTY CANADA, LTD.","$13,075","Jul. 18, 2024","Jul. 18, 2024","Jul. 31, 2024",https://theijf.org/procurement/p000063959_ssc
Federal,"Heating, air-conditioning and refrigeration equipment",Royal Canadian Mounted Police,SUTHERLAND EXCAVATING LTD,"$14,663","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273456_rcmp
Federal,"Highways, roads and streets",Royal Canadian Mounted Police,M.R.S. CONSTRUCTION LTD.,"$40,447","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273455_rcmp
Federal,"Office furniture and furnishings, including parts",Shared Services Canada,ERGOCENTRIC INC.,"$10,601","Jul. 25, 2024","Jul. 25, 2024","Jul. 31, 2024",https://theijf.org/procurement/p000063894_ssc
Federal,"Highways, roads and streets",Royal Canadian Mounted Police,M.R.S. CONSTRUCTION LTD.,"$40,447","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273454_rcmp
Federal,"Rental of Machinery, Office Furniture and Fixtures and Other Equipment",Parks Canada,BATTLEFIELD EQUIPMENT RENTALS,"$20,918","Jul. 23, 2024","Jul. 23, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471356_pc
Federal,"Highways, roads and streets",Royal Canadian Mounted Police,SUTHERLAND EXCAVATING LTD,"$19,503","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273453_rcmp
Federal,Institutional buildings,Royal Canadian Mounted Police,M.R.S. CONSTRUCTION LTD.,"$36,968","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273449_rcmp
Federal,"Highways, roads and streets",Royal Canadian Mounted Police,M.R.S. CONSTRUCTION LTD.,"$31,722","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273446_rcmp
Federal,Rental of aircraft,Natural Resources Canada,NORTH-WRIGHT AIRWAYS LTD,"$14,415","Jul. 3, 2024","Jul. 3, 2024","Jul. 31, 2024",https://theijf.org/procurement/3000785509_nrcan
Federal,Rental of Aircraft,Parks Canada,CAPITAL HELICOPTERS,"$77,910","Jul. 11, 2024","Jul. 11, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471060_pc
Federal,Engineering consultants-Construction,Royal Canadian Mounted Police,STANTEC CONSULTING LTD,"$7,150","Mar. 22, 2024","Mar. 22, 2024","Jul. 31, 2024",https://theijf.org/procurement/7271527_rcmp
Federal,Other Institutional buildings,Royal Canadian Mounted Police,GESTION B. D. C. L. INC,"$363,441","Feb. 14, 2024","Feb. 14, 2024","Jul. 31, 2024",https://theijf.org/procurement/7270464_rcmp
Federal,Other Institutional buildings,Royal Canadian Mounted Police,MARCO GROUP LIMITED,"$12,648,144","Jan. 18, 2022","Jan. 18, 2022","Jul. 31, 2024",https://theijf.org/procurement/7255391_rcmp
Federal,Rental of Aircraft,Parks Canada,CAPITAL HELICOPTERS,"$17,297","Jul. 10, 2024","Jul. 10, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471010_pc
Federal,Rental of Aircraft,Parks Canada,Discovery Helicopters Ltd.,"$24,163","Jul. 10, 2024","Jul. 10, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471007_pc
Federal,Rental of Aircraft,Parks Canada,CAPITAL HELICOPTERS,"$96,214","Jul. 9, 2024","Jul. 9, 2024","Jul. 31, 2024",https://theijf.org/procurement/45471001_pc
Federal,Communications professional services not Elsewhere Specified,Natural Resources Canada,H3 CREATIVE INC,"$14,385","Mar. 8, 2023","Mar. 8, 2023","Jul. 31, 2024",https://theijf.org/procurement/3000761965_nrcan
Federal,Other Professional Services not Elsewhere Specified,Parks Canada,KWILMU'KW MAW-KLUSUAQN NEGOTIATION,"$45,626","Jul. 9, 2024","Jul. 9, 2024","Jul. 31, 2024",https://theijf.org/procurement/45470968_pc
Federal,Rental of aircraft,Natural Resources Canada,DISCOVERY HELICOPTERS LTD.,"$71,828","May 10, 2024","Jul. 1, 2024","Jul. 31, 2024",https://theijf.org/procurement/3000783303_nrcan
Federal,Road motor vehicles - non-military,Royal Canadian Mounted Police,WARNER TRUCK INDUSTRIES LTD.,"$12,523","Jul. 18, 2024","Jul. 18, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273776_rcmp
Federal,Weapons (including parts),Royal Canadian Mounted Police,PRODUCTION CASE COMPANY,"$15,623","Jul. 16, 2024","Jul. 16, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273707_rcmp
Federal,"Image/Video communications equipment (includes telepresence/video conferencing equipment, cabling, parts and peripherals)",Statistics Canada,BRANCH AUDIOVISUAL,"$71,431","Jul. 8, 2024",,"Jul. 31, 2024",https://theijf.org/procurement/000014238_statcan
Federal,PROTECTION SERVICES,Public Prosecution Service of Canada,COMMISSIONAIRES GREAT LAKES,"$77,151","Jul. 19, 2024","Jul. 19, 2024","Jul. 31, 2024",https://theijf.org/procurement/4500153359_ppsc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Royal Canadian Mounted Police,TEEL TECHNOLOGIES CANADA INC,"$36,463","Jul. 30, 2024","Jul. 30, 2024","Jul. 31, 2024",https://theijf.org/procurement/s202506116_rcmp
Federal,"Highways, Roads and Streets",Parks Canada,CLEAN SWEEP PROPERTY MAINTENANCE LT,"$44,850","Jul. 4, 2024","Jul. 4, 2024","Jul. 31, 2024",https://theijf.org/procurement/45470874_pc
Federal,Rental of Aircraft,Parks Canada,VISION AIR SERVICES INC,"$17,597","Jul. 3, 2024","Jul. 3, 2024","Jul. 31, 2024",https://theijf.org/procurement/45470860_pc
Federal,Rental of Aircraft,Parks Canada,Helijet International Incorporated,"$15,750","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/45470830_pc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Royal Canadian Mounted Police,TEEL TECHNOLOGIES CANADA INC,"$36,463","Jul. 30, 2024","Jul. 30, 2024","Jul. 31, 2024",https://theijf.org/procurement/s202406116_rcmp
Federal,Other Business services not Elsewhere Specified,Natural Resources Canada,ASOKAN BUSINESS INTERIORS,"$26,534","Jul. 30, 2024","Jul. 30, 2024","Jul. 31, 2024",https://theijf.org/procurement/3000786663_nrcan
Federal,Wood and Articles of Wood,Parks Canada,Fiready Inc,"$14,187","Jul. 2, 2024","Jul. 2, 2024","Jul. 31, 2024",https://theijf.org/procurement/45470832_pc
Federal,Aircraft parts,Royal Canadian Mounted Police,AEROCORP AVIONICS SOLUTIONS INC.,"$28,979","Jul. 23, 2024","Jul. 23, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273846_rcmp
Federal,Gasoline,Royal Canadian Mounted Police,TR PETROLEUM LTD.,"$55,379","Jul. 22, 2024","Jul. 22, 2024","Jul. 31, 2024",https://theijf.org/procurement/7273824_rcmp
Federal,Other Business Services not Elsewhere Specified,Parks Canada,Avati Associates,"$51,450","Jul. 19, 2023","Jul. 19, 2023","Jul. 31, 2024",https://theijf.org/procurement/45461258_pc
Federal,Road motor vehicles - non-military,Royal Canadian Mounted Police,CSN BF COLLISION,"$10,644","Jul. 30, 2024","Jul. 30, 2024","Jul. 30, 2024",https://theijf.org/procurement/7273994_rcmp
Federal,"Electric lighting, distribution and control equipment and Parts",Royal Canadian Mounted Police,CARBON FREE TECH,"$18,056","Jul. 2, 2024","Jul. 2, 2024","Jul. 30, 2024",https://theijf.org/procurement/7273463_rcmp
Federal,Diesel Fuel,Parks Canada,Big Eddy Fuel Services Ltd.,"$22,697","Jul. 22, 2024","Jul. 22, 2024","Jul. 30, 2024",https://theijf.org/procurement/45471316_pc
Federal,Ferrous Metals,Parks Canada,A.B.A. MACHINE & WELDING (BARRIE) I,"$24,408","Jul. 9, 2024","Jul. 9, 2024","Jul. 30, 2024",https://theijf.org/procurement/45470987_pc
Federal,Ships and boats,Royal Canadian Mounted Police,CT INLET MARINE REPAIRS INC,"$10,550","Jul. 30, 2024","Jul. 30, 2024","Jul. 30, 2024",https://theijf.org/procurement/7273996_rcmp
Federal,Ferrous Metals,Parks Canada,Herman Peters,"$24,833","Jul. 2, 2024","Jul. 2, 2024","Jul. 30, 2024",https://theijf.org/procurement/45470838_pc
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Royal Canadian Mounted Police,AGILENT TECHNOLOGIES,"$346,530","Jul. 11, 2024","Jul. 11, 2024","Jul. 30, 2024",https://theijf.org/procurement/m759440695_rcmp
Federal,Other equipment and Parts,Royal Canadian Mounted Police,STREAMING NETWORKS INC.,"$217,480","Jul. 25, 2024","Jul. 25, 2024","Jul. 30, 2024",https://theijf.org/procurement/m298946054_rcmp
Federal,"Live animals, incl their fodder",Royal Canadian Mounted Police,KAREN SINCLAIR,"$15,750","Jul. 16, 2024","Jul. 16, 2024","Jul. 30, 2024",https://theijf.org/procurement/7273712_rcmp
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Royal Canadian Mounted Police,WESTOWER COMMUNICATIONS,"$30,947","Jul. 29, 2024","Jul. 29, 2024","Jul. 29, 2024",https://theijf.org/procurement/7273954_rcmp
Federal,Aircraft parts,Royal Canadian Mounted Police,LEVAERO AVIATION INC,"$57,775","Jul. 10, 2024","Jul. 10, 2024","Jul. 29, 2024",https://theijf.org/procurement/7273570_rcmp
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Employment and Social Development Canada,LANGUAGE RESEARCH DEVELOPMENT GROUP INC,"$10,356","Mar. 20, 2024","Apr. 2, 2024","Jul. 29, 2024",https://theijf.org/procurement/4500013100_esdc
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Employment and Social Development Canada,LANGUAGE RESEARCH DEVELOPMENT GROUP INC,"$11,815","Mar. 20, 2024","Apr. 2, 2024","Jul. 29, 2024",https://theijf.org/procurement/4500013105_esdc
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Library and Archives Canada,ALLIANCE FRANCAISE DU MANITOBA INC,"$13,475","Nov. 21, 2023","Nov. 21, 2023","Jul. 29, 2024",https://theijf.org/procurement/5z011_24_0243_lac
Federal,Aviation Fuel,Parks Canada,BASSETT PETROLEUM DISTRIBUTORS LTD,"$13,621","Jul. 23, 2024","Jul. 23, 2024","Jul. 29, 2024",https://theijf.org/procurement/45471340_pc
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),Royal Canadian Mounted Police,NISHA TECHNOLOGIES INC.,"$44,101","Jul. 16, 2024","Jul. 16, 2024","Jul. 26, 2024",https://theijf.org/procurement/s202501337_rcmp
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),Royal Canadian Mounted Police,NISHA TECHNOLOGIES INC.,"$45,655","Jul. 5, 2024","Jul. 5, 2024","Jul. 26, 2024",https://theijf.org/procurement/s202501254_rcmp
Federal,Information technology and telecommunications consultants,Employment and Social Development Canada,SOLUTIONS MOERAE INC.,"$424,497","Apr. 22, 2022","Apr. 22, 2022","Jul. 26, 2024",https://theijf.org/procurement/4500009867_esdc
Federal,"Other Mineral Fuels, Oils and Products",Parks Canada,Parkland Industries Limited,"$12,906","Jul. 26, 2024","Jul. 26, 2024","Jul. 26, 2024",https://theijf.org/procurement/45471432_pc
Federal,Aircraft parts,Royal Canadian Mounted Police,LEVAERO AVIATION INC,"$12,632","Jul. 12, 2024","Jul. 12, 2024","Jul. 25, 2024",https://theijf.org/procurement/7273616_rcmp
Federal,Other Health Services not Elsewhere Specified,Employment and Social Development Canada,CAREER & VOCATIONAL EVALUATIONS INC,"$2,643","Feb. 13, 2024","Feb. 13, 2024","Jul. 25, 2024",https://theijf.org/procurement/4500012941_esdc
Federal,Road motor vehicles - non-military,Royal Canadian Mounted Police,AVALON FORD SALES LTD.,"$16,621","Jul. 4, 2024","Jul. 4, 2024","Jul. 25, 2024",https://theijf.org/procurement/7273481_rcmp
Federal,Scientific services,Natural Resources Canada,CARCROSS TAGISH FIRST NATION,"$11,030","Jul. 8, 2024","Jul. 10, 2024","Jul. 25, 2024",https://theijf.org/procurement/3000785699_nrcan
Federal,"Rental of machinery, office furniture and fixtures and other equipment",Canadian Intergovernmental Conference Secretariat,Encore Canada Events (Canada) ULC,"$25,638","Jul. 2, 2024","Jul. 22, 2024","Jul. 25, 2024",https://theijf.org/procurement/p2500217_cics
