region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Research contracts,Employment and Social Development Canada,"SMITH, JEFFREY","$15,000","Aug. 25, 2020","Aug. 25, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500006575_esdc
Federal,Other professional services not elsewhere specified,Employment and Social Development Canada,LAURIN D ET ASSOCIES INC.,"$17,798","Aug. 28, 2020","Aug. 28, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500006594_esdc
Federal,Training consultants ,Health Canada,L. PAUL FRÉCHETTE CONSULTING,"$30,171","Nov. 30, 2020","Dec. 10, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417663_hc
Federal,Translation services,Health Canada,RTG PROTECH INC.,"$11,300","Dec. 9, 2020","Nov. 26, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417698_hc
Federal,Dental services,Indigenous Services Canada,CALIAN LTD.,"$18,797","Nov. 26, 2020","Nov. 26, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417710_isc
Federal,Protection services,Employment and Social Development Canada,CANADIAN CORPS OF COMMISSIONAIRES,"$80,325","Aug. 28, 2020","Aug. 31, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500006596_esdc
Federal,Management consulting,Employment and Social Development Canada,JANET LEBLANC AND ASSOCIATES,"$19,845","Aug. 28, 2020","Aug. 28, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500006597_esdc
Federal,Dental services,Indigenous Services Canada,CALIAN LTD.,"$13,085","Nov. 26, 2020","Nov. 26, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417711_isc
Federal,Dental services,Indigenous Services Canada,CALIAN LTD.,"$52,804","Nov. 26, 2020","Nov. 26, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417713_isc
Federal,Other professional services not otherwise specifie,Health Canada,JANIQUE SIMARD OUELLETTE,"$24,950","Nov. 27, 2020","Nov. 27, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417752_hc
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Indigenous Services Canada,CARDINAL HEALTH CANADA INC.,"$13,961","Nov. 27, 2020","Nov. 27, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417753_isc
Federal,"Office furniture and furnishings, incl parts",Health Canada,ADVANCED BUSINESS INTERIORS INC.,"$16,329","Nov. 27, 2020","Nov. 27, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417756_hc
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Indigenous Services Canada,"PATHOGEN DETECTION SYSTEMS, INC.","$216,153","Nov. 27, 2020","Nov. 27, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417761_isc
Federal,Other professional services not otherwise specifie,Public Health Agency of Canada,FERENCE & COMPANY CONSULTING LTD,"$78,750","Nov. 30, 2020","Nov. 30, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417763_phac
Federal,Office and stationers supplies,Indigenous Services Canada,"PATHOGEN DETECTION SYSTEMS, INC.","$24,308","Nov. 27, 2020","Nov. 27, 2020","Mar. 31, 2021",https://theijf.org/procurement/4500417764_isc
