region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Usage of Inventory,Correctional Service of Canada,FLEX KNIT,"$10,364","Feb. 7, 2020","Feb. 7, 2020","Jul. 4, 2021",https://theijf.org/procurement/21120_19_3032414_7_csc
Federal,Usage of Inventory,Correctional Service of Canada,FLEX KNIT,"$73,238","Mar. 12, 2020","Mar. 12, 2020","Jul. 4, 2021",https://theijf.org/procurement/21120_19_3032414_10_csc
Federal,Usage of Inventory,Correctional Service of Canada,FLEX KNIT,"$73,238","May 19, 2020","May 19, 2020","Jul. 4, 2021",https://theijf.org/procurement/21120_19_3032414_11_csc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Privy Council Office,PDFTron Systems Inc.,"$18,984","Jun. 25, 2020","Jun. 25, 2020","Jul. 4, 2021",https://theijf.org/procurement/8046057_pco
Federal,Information technology and telecommunications consultants,"Immigration, Refugees and Citizenship Canada",DELOITTE & TOUCHE LLP,"$6,814,867","Aug. 14, 2020","Aug. 18, 2020","Jul. 4, 2021",https://theijf.org/procurement/7113302_cic
Federal,"Inorganic and organic chemicals, including plastics, rubber and products, and excluding tires and tubes",Natural Resources Canada,MESSER CANADA INC,"$23,782","Jun. 4, 2021","Jun. 4, 2021","Jul. 4, 2021",https://theijf.org/procurement/3000728643_nrcan
Federal,Other engineering works,Environment and Climate Change Canada,SKYHIGH LADDERS & GUARDRAILS INC,"$24,050","Apr. 3, 2021","Apr. 3, 2021","Jul. 3, 2021",https://theijf.org/procurement/3000725043_ec
Federal,Other Business services not Elsewhere Specified,National Defence,SKOR CULINARY CONCEPTS,"$11,533","Jun. 29, 2021","Jul. 3, 2021","Jul. 3, 2021",https://theijf.org/procurement/al0114202200976_dnd
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Natural Sciences and Engineering Research Council of Canada,Mnp Llp,"$14,453","Jun. 11, 2020","Jun. 11, 2020","Jul. 3, 2021",https://theijf.org/procurement/n21_18650_nserc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Social Sciences and Humanities Research Council of Canada,Mnp Llp,"$14,453","Jun. 11, 2020","Jun. 11, 2020","Jul. 3, 2021",https://theijf.org/procurement/n21_18650_sshrc
Federal,Engineering services not elsewhere specified,National Research Council Canada,CANADA MASONRY DESIGN CENTRE,"$13,560","May 6, 2021","May 6, 2021","Jul. 3, 2021",https://theijf.org/procurement/971488_nrc
Federal,Ships and boats,Fisheries and Oceans Canada,FAIRBANKS MORSE CANADA ULC,"$63,278","May 7, 2021","May 13, 2021","Jul. 3, 2021",https://theijf.org/procurement/f306510528_dfo
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Royal Canadian Mounted Police,TELEDYNE FLIR LLC,"$11,138","Jun. 3, 2021","Jun. 3, 2021","Jul. 3, 2021",https://theijf.org/procurement/7251034_rcmp
Federal,Other professional services not elsewhere specified,Office of the Superintendent of Financial Institutions Canada,BROOKS-CORNING COMPANY LTD,"$11,131","Jun. 3, 2021","Jun. 3, 2021","Jul. 3, 2021",https://theijf.org/procurement/8049192_osfi
Federal,Rental of residential buildings,National Defence,Amerigo Tours and Travel Inc,"$96,861","Jun. 3, 2021","Jun. 5, 2021","Jul. 3, 2021",https://theijf.org/procurement/w2037_22_0006_dnd
Federal,Computer equipment related to Distributed Computing Environment (DCE) - Desktop/personal/portable (includes all related parts and peripherals),Privy Council Office,DELL CANADA INC.,"$16,213","Jun. 21, 2021","Jun. 21, 2021","Jul. 3, 2021",https://theijf.org/procurement/s20210346_pco
Federal,Other Business services not Elsewhere Specified,National Defence,MLS,"$67,870","Jul. 1, 2021","Jul. 1, 2021","Jul. 3, 2021",https://theijf.org/procurement/w1235221115_dnd
Federal,Protection services,National Defence,COMMISSIONAIRES,"$14,724","Jun. 20, 2021","Jun. 20, 2021","Jul. 3, 2021",https://theijf.org/procurement/2106253660_dnd
Federal,"Office furniture and furnishings, including parts ",Canada Revenue Agency,Teknion Ltd,"$148,620","May 5, 2021","May 5, 2021","Jul. 3, 2021",https://theijf.org/procurement/2022000108_cra
Federal,Aviation fuel,National Defence,AVJET HOLDING,"$18,866","Jul. 3, 2021","Jul. 3, 2021","Jul. 3, 2021",https://theijf.org/procurement/2106233671_dnd
Federal,Aviation fuel,National Defence,World Fuel Services Canada,"$14,793","Jul. 3, 2021","Jul. 3, 2021","Jul. 3, 2021",https://theijf.org/procurement/2106227227_dnd
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,MCKESSON CANADA CORPORATION,"$10,403","Jun. 30, 2021","Jun. 30, 2021","Jul. 2, 2021",https://theijf.org/procurement/21301_22_3853140_csc
Federal,Client Software Related To Distributed Computing Environment (DCE),Correctional Service of Canada,SAGE DATA SOLUTIONS INC,"$25,129","Jul. 3, 2020","Jul. 3, 2020","Jul. 2, 2021",https://theijf.org/procurement/21120_20_3541611_csc
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,MCKESSON CANADA CORPORATION,"$14,668","Jun. 28, 2021","Jun. 28, 2021","Jul. 2, 2021",https://theijf.org/procurement/21301_22_3850830_csc
Federal,Data and database access services,"Innovation, Science and Economic Development Canada","RWR ADVISORY GROUP, LLC","$20,343","Jul. 3, 2020","Jul. 3, 2020","Jul. 2, 2021",https://theijf.org/procurement/2035440_ic
Federal,Miscellaneous Chemical Products,Correctional Service of Canada,MILL SUPPLY LIMITED,"$15,212","Jun. 2, 2021","Jun. 2, 2021","Jul. 2, 2021",https://theijf.org/procurement/21t21039_22_3831073_csc
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,MCKESSON CANADA CORPORATION,"$11,490","Jun. 30, 2021","Jun. 30, 2021","Jul. 2, 2021",https://theijf.org/procurement/21301_22_3853130_csc
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),National Defence,Hypertec Systems,"$20,838","Jun. 14, 2021","Jun. 14, 2021","Jul. 2, 2021",https://theijf.org/procurement/2bh192934_itpro65186_dnd
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,MCKESSON CANADA CORPORATION,"$14,075","Jun. 29, 2021","Jun. 29, 2021","Jul. 2, 2021",https://theijf.org/procurement/21301_22_3851931_csc
Federal,Marine installations,Fisheries and Oceans Canada,HARBOUR AUTHORITY OF ROBERT'S ARM,"$23,902","May 14, 2021","May 20, 2021","Jul. 2, 2021",https://theijf.org/procurement/4500004931_dfo
