region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,No name provided,Fisheries and Oceans Canada,CANADIAN HELICOPTERS LIMITED,$0,"Jul. 25, 2022","Jul. 25, 2022","May 31, 2023",https://theijf.org/procurement/e60sq_055_dfo
Federal,Image Video Equipment,Public Services and Procurement Canada,Avi-Spl Canada Ltd,"$18,651","Apr. 29, 2022","Apr. 29, 2022","May 31, 2023",https://theijf.org/procurement/ep75022241_pwgsc
Federal,Laboratories,National Research Council Canada,TAILLEFER PLUMBING & HEATING INC.,"$210,292","Sep. 27, 2022","Sep. 27, 2022","May 31, 2023",https://theijf.org/procurement/995864_nrc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Employment and Social Development Canada,IBM CANADA LTD.,"$72,253","Jun. 13, 2022","Apr. 1, 2022","May 31, 2023",https://theijf.org/procurement/g929230803_esdc
Federal,"Electric lighting, distribution and control equipment",Shared Services Canada,DILIGENS INC.,"$54,260","Mar. 16, 2023","Mar. 16, 2023","May 31, 2023",https://theijf.org/procurement/p000051917_ssc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Shared Services Canada,"MACKINNEY SYSTEMS, INC.","$41,855","Jun. 1, 2022","Jun. 1, 2022","May 31, 2023",https://theijf.org/procurement/p000037506_ssc
Federal,Research Contracts,Invest in Canada,The Organisation for Economic Co-operation and Development,"$259,000","Jun. 1, 2022","Jun. 1, 2022","May 31, 2023",https://theijf.org/procurement/p2300036_iic
Federal,Engineering consultants-Other,National Defence,University of Waterloo,"$1,149,899","May 4, 2022","Jun. 1, 2022","May 31, 2023",https://theijf.org/procurement/cw2233191_dnd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),National Research Council Canada,XEROX CANADA LTD.,"$13,259","Jun. 1, 2022","Jun. 1, 2022","May 31, 2023",https://theijf.org/procurement/989579_nrc
Federal,License/Maintenance fees for Client Software related to Distributed Computing Environment (DCE),Office of the Auditor General of Canada,BlackBerryLimited,"$71,621","Feb. 28, 2022","Mar. 1, 2022","May 31, 2023",https://theijf.org/procurement/p2300033_oag
Federal,Engineering consultants-Construction,Public Services and Procurement Canada,DGH ENGINEERING LTD.,"$28,266","Jan. 13, 2023","Jan. 13, 2023","May 31, 2023",https://theijf.org/procurement/et25231620_pwgsc
Federal,Other business services not elsewhere specified,Public Services and Procurement Canada,TPG TECHNOLOGY CONSULTING LTD.,"$4,769,177","Jun. 10, 2021","Jun. 1, 2021","May 31, 2023",https://theijf.org/procurement/en6010495b_pwgsc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Shared Services Canada,TEEL TECHNOLOGIES CANADA INC,"$3,065,762","Feb. 1, 2021","Feb. 1, 2021","May 31, 2023",https://theijf.org/procurement/p000025650_ssc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Shared Services Canada,MAGNET FORENSICS INC.,"$1,429,251","Apr. 1, 2021","Apr. 1, 2021","May 31, 2023",https://theijf.org/procurement/p000025522_ssc
Federal,Other business services not elsewhere specified,Public Services and Procurement Canada,TEKSYSTEMS CANADA INC.,"$5,828,994","Jun. 10, 2021","Jun. 1, 2021","May 31, 2023",https://theijf.org/procurement/en60210495_pwgsc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,ENTRUST CORPORATION,"$11,323","May 1, 2023","May 1, 2023","May 31, 2023",https://theijf.org/procurement/p000049920_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,NETAGEN COMMUNICATION,"$22,138","Jun. 1, 2022","Jun. 1, 2022","May 31, 2023",https://theijf.org/procurement/p000037861_ssc
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Shared Services Canada,CARON PROFESSIONAL & LINGUISTIC,"$15,480","Mar. 6, 2023","Mar. 6, 2023","May 31, 2023",https://theijf.org/procurement/p000044910_ssc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Shared Services Canada,"GRAYSHIFT, LLC","$2,782,534","Jan. 18, 2023","Jun. 17, 2022","May 31, 2023",https://theijf.org/procurement/p000037977_ssc
Federal,"Office furniture and furnishings, including parts",Shared Services Canada,NITAM SOLUTIONS INC,"$252,308","Feb. 28, 2023","Feb. 28, 2023","May 31, 2023",https://theijf.org/procurement/p000046251_ssc
Federal,Other Business services not Elsewhere Specified,Fisheries and Oceans Canada,FFAW CAW,"$44,093","Jun. 2, 2020","Jun. 8, 2020","May 31, 2023",https://theijf.org/procurement/f5211_200124_4500002517_dfo
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Shared Services Canada,R.J.R. INNOVATIONS INC,"$566,547","Jun. 1, 2022","Jun. 1, 2022","May 31, 2023",https://theijf.org/procurement/p000037405_ssc
