region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Other engineering works,Fisheries and Oceans Canada,HARBOUR AUTHORITY OF LITTLE PORT HA RMON,"$20,281","Feb. 23, 2022","Mar. 4, 2022","Mar. 31, 2022",https://theijf.org/procurement/4500021364_dfo
Federal,Scientific services,Fisheries and Oceans Canada,NORTH/SOUTH CONSULTANTS INC,"$23,625","Feb. 23, 2022","Feb. 25, 2022","Mar. 31, 2022",https://theijf.org/procurement/4500021429_dfo
Federal,Radar equipment and parts,Fisheries and Oceans Canada,POCO MARINE LTD,"$16,993","Feb. 23, 2022","Feb. 28, 2022","Mar. 31, 2022",https://theijf.org/procurement/4500021535_dfo
Federal,Engineering consultants-Other,Fisheries and Oceans Canada,FNX-INNOV,"$44,737","Feb. 23, 2022","Feb. 23, 2022","Jul. 15, 2022",https://theijf.org/procurement/4500021545_dfo
Federal,"Medical supplies, instruments, and apparatus",Fisheries and Oceans Canada,METTLER-TOLEDO INC,"$24,954","Feb. 23, 2022","Mar. 1, 2022","Mar. 31, 2022",https://theijf.org/procurement/4500021603_dfo
Federal,Other equipment and Parts,Fisheries and Oceans Canada,VERTICAL SPECIALTIES INC,"$15,538","Feb. 23, 2022","Feb. 23, 2022","Mar. 31, 2022",https://theijf.org/procurement/4500021654_dfo
Federal,Other Business services not Elsewhere Specified,Fisheries and Oceans Canada,ED HODGKINSON,"$10,170","Feb. 23, 2022","Apr. 1, 2022","Sep. 2, 2022",https://theijf.org/procurement/4500021744_dfo
Federal,"Live animals, including their fodder",Fisheries and Oceans Canada,SKRETTING,"$47,544","Feb. 23, 2022","Mar. 16, 2022","Mar. 31, 2022",https://theijf.org/procurement/4500022696_dfo
Federal,"Live animals, including their fodder",Fisheries and Oceans Canada,SKRETTING,"$42,714","Feb. 23, 2022","Mar. 16, 2022","Mar. 31, 2022",https://theijf.org/procurement/4500022697_dfo
Federal,Repair and maintenance - Ships and boats,Fisheries and Oceans Canada,CACTUS SHIP REPAIR INC,"$1,436,972","Feb. 23, 2022","Apr. 4, 2022","Mar. 31, 2023",https://theijf.org/procurement/4500023844_dfo
Federal,License/Maintenance fees for client softward related to Distributed Computing Environment (DCE),Indigenous Services Canada,EXTRACOMM INC.,"$21,957","Feb. 23, 2022","Feb. 23, 2022","Mar. 31, 2022",https://theijf.org/procurement/4500436232_isc
Federal,Management consulting,Crown-Indigenous Relations and Northern Affairs Canada,QMR STAFFING SOLUTIONS INC,"$65,467","Feb. 23, 2022","Feb. 23, 2022","Oct. 25, 2022",https://theijf.org/procurement/4500436461_aandc
Federal,Tuition fees and costs of attending courses includ,Health Canada,FAST FORWARD FRENCH INC,"$39,825","Feb. 23, 2022","Apr. 11, 2022","Dec. 31, 2022",https://theijf.org/procurement/4500436465_hc
Federal,Translation services,Public Health Agency of Canada,NATIONS TRANSLATION GROUP INC.,"$16,950","Feb. 23, 2022","Apr. 1, 2022","Jun. 30, 2022",https://theijf.org/procurement/4500436466_phac
Federal,Health Services,Indigenous Services Canada,BAYSHORE HEALTHCARE LTD,"$400,000","Feb. 23, 2022","Feb. 23, 2022","Dec. 5, 2022",https://theijf.org/procurement/4500436473_isc
Federal,Health Services,Indigenous Services Canada,VENTURE HEALTHCARE INC,"$395,500","Feb. 23, 2022","Feb. 23, 2022","Dec. 5, 2022",https://theijf.org/procurement/4500436474_isc
Federal,Health Services,Indigenous Services Canada,NORDIK PREMIER HEALTH,"$339,000","Feb. 23, 2022","Feb. 23, 2022","Dec. 5, 2023",https://theijf.org/procurement/4500436475_isc
Federal,Health Services,Indigenous Services Canada,CANADIAN HEALTH CARE AGENCY LTD,"$393,240","Feb. 23, 2022","Feb. 23, 2022","Dec. 5, 2022",https://theijf.org/procurement/4500436477_isc
Federal,Health Services,Indigenous Services Canada,BAYSHORE HEALTHCARE LTD,"$399,000","Feb. 23, 2022","Feb. 23, 2022","Dec. 5, 2022",https://theijf.org/procurement/4500436478_isc
Federal,Health services,Indigenous Services Canada,NORDIK PREMIER HEALTH,"$395,500","Feb. 23, 2022","Feb. 23, 2022","Mar. 31, 2024",https://theijf.org/procurement/4500436480_isc
Federal,Health Services,Indigenous Services Canada,BAYSHORE HEALTHCARE LTD,"$384,313","Feb. 23, 2022","Feb. 23, 2022","Dec. 5, 2022",https://theijf.org/procurement/4500436483_isc
Federal,"Medical supplies, etc",Health Canada,GAMBLE TECHNOLOGIES LTD.,"$13,278","Feb. 23, 2022","Feb. 23, 2022","Mar. 31, 2022",https://theijf.org/procurement/4500436484_hc
