region,name,type,buyer,open_date,close_date,status,link
Federal,PUMP ROTARY / POMPE ROTATIVE,,National Defence,"Sep 4, 2020","Oct 7, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-207625_b
Federal,MHE - Vehicular Equipment Components,,National Defence,"Aug 25, 2020","Oct 7, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8486-217455_a
Federal,Polyethylene Tank,,National Defence,"Sep 9, 2020","Oct 7, 2020",CLOSED,https://theijf.org/procurement/w0102-21008d_b
Federal,Terminal Cleaning COVID-19,,National Defence,"Sep 4, 2020","Oct 6, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w684q-210162_a
Federal,High Pressure and Structural Welding,,National Defence,"Sep 14, 2020","Oct 6, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6895-200055_a
Federal,Aircraft Cleaning Services,,National Defence,"Sep 16, 2020","Oct 6, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0117-200020_a
Federal,Mobile Columns Lifts,,National Defence,"Sep 15, 2020","Oct 6, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0114-200001_a
Federal,"One (1) Life Cycle Management Specialist, Senior",,National Defence,"Sep 16, 2020","Oct 6, 2020",CLOSED,https://theijf.org/procurement/w8485-tsps2021-02
Federal,Cancelled-W69399-20-LC34/A,,National Defence,"Aug 27, 2020","Oct 6, 2020",CANCELLED,https://theijf.org/procurement/w69399-20-lc34_a
Federal,N5975 - Electrical Hardware and Supplies – Eaton Power 9PX6KP1KIT (UPS),,National Defence,"Sep 21, 2020","Oct 6, 2020",CLOSED,https://theijf.org/procurement/w3330-21-172
Federal,Cancelled-W8482-218098/A,,National Defence,"Sep 18, 2020","Oct 5, 2020",CANCELLED,https://theijf.org/procurement/w8482-218098_a
Federal,Request for Information (RFI),,National Defence,"Aug 12, 2020","Oct 5, 2020",CLOSED,https://theijf.org/procurement/w6399-18ke30_b
Federal,Hangar Door Service Contract,,National Defence,"Sep 18, 2020","Oct 5, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6889-200086_b
Federal,Cancelled-W8486-207029/A,,National Defence,"Aug 6, 2020","Oct 1, 2020",CANCELLED,https://theijf.org/procurement/w8486-207029_a
Federal,TBIPS FOR THE MILITARY COMMAND SOFTWARE CENTRE AT DND,,National Defence,"Sep 11, 2020","Oct 1, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8486-206440_a
Federal,SMMS Request for Information (RFI),,National Defence,"Sep 10, 2020","Oct 1, 2020",CLOSED,https://theijf.org/procurement/w8474-218069_a
Federal,Enterprise Resource Planning System Analyst,,National Defence,"Sep 11, 2020","Oct 1, 2020",CLOSED,https://theijf.org/procurement/w8485-tbips2021-02
Federal,Sierra Wireless Equipment,,National Defence,"Aug 7, 2020","Oct 1, 2020",CLOSED,https://theijf.org/procurement/w6369-210216
Federal,Cancelled-W8485-206051/A,,National Defence,"Sep 23, 2020","Sep 30, 2020",CANCELLED,https://theijf.org/procurement/w8485-206051_a
Federal,Snow Removal & Ice Control CFB Bordon,,National Defence,"Aug 26, 2020","Sep 30, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0113-20cs07_a
Federal,Multiple Victoria Class Spares,,National Defence,"Jul 27, 2020","Sep 30, 2020",CLOSED,https://theijf.org/procurement/w8482-217866_a
Federal,Vehicle Towing/Recovery Services,,National Defence,"Sep 14, 2020","Sep 30, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0135-202001_d
Federal,"Deutz Multi Engines, Repair, Overhaul and Parts",,National Defence,"Sep 14, 2020","Sep 30, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0125-20aas2_a
Federal,Submarine Spares,,National Defence,"Mar 17, 2020","Sep 30, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-205917_a
Federal,EMERGENCY LED DRIVER,,National Defence,"Aug 31, 2020","Sep 30, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-218226_a
Federal,Multiple Victoria Class Spares,,National Defence,"Jun 2, 2020","Sep 30, 2020",CLOSED,https://theijf.org/procurement/w8482-207730_a
Federal,NPP – W8486-217519/A – TSPS SA – One (1) Junior Procurement Specialist,,National Defence,"Sep 15, 2020","Sep 30, 2020",CLOSED,https://theijf.org/procurement/w8486-217519_a
Federal,Vehicular Equipment Components,,National Defence,"Aug 12, 2020","Sep 29, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8486-207251_a
Federal,Cancelled-W8485-184736/A,,National Defence,"Jul 20, 2020","Sep 29, 2020",CANCELLED,https://theijf.org/procurement/w8485-184736_a
Federal,ABO / LOX Sample Testing,Advance Contract Award Notice,National Defence,"Sep 11, 2020","Sep 29, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8485-205916_b
Federal,"BATTERY,STORAGE",,National Defence,"Aug 19, 2020","Sep 28, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-218119_a
Federal,Medium Range Sighting Systems,,National Defence,"Sep 15, 2020","Sep 28, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w3048-21kj18_b
Federal,AUTOMOTIVE REPAIR AND ESTIMATING INFORMATION SYSTEM,,National Defence,"Aug 19, 2020","Sep 28, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8486-207209_a
Federal,Flight Simulator Evaluation Services,,National Defence,"Aug 28, 2020","Sep 28, 2020",CLOSED,https://theijf.org/procurement/w8485-20-sc01
Federal,Mechanical Environmental Tests and Ammunition,,National Defence,"Aug 20, 2020","Sep 28, 2020",CLOSED,https://theijf.org/procurement/w8486-217326_a
Federal,SCBA protective gear Washer,,National Defence,"Sep 9, 2020","Sep 25, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0125-21wr04_a
Federal,Pool Maintenance 22 WG North Bay,,National Defence,"Sep 10, 2020","Sep 25, 2020",CLOSED,https://theijf.org/procurement/w6890-210041_a
Federal,"CT114 Tutor Aircraft 
Request for information (RFI)",,National Defence,"Aug 14, 2020","Sep 25, 2020",CLOSED,https://theijf.org/procurement/w8485-216124_a
Federal,NOTICE OF PROPOSED PROCUREMENT (NPP) For TASK BASED INFORMATICS PROFESSIONAL SERVICES (TBIPS),,National Defence,"Sep 8, 2020","Sep 24, 2020",CLOSED,https://theijf.org/procurement/6000514732
Federal,Project Administrator – Junior,,National Defence,"Sep 9, 2020","Sep 24, 2020",CLOSED,https://theijf.org/procurement/w8485-tsps2020-22
Federal,Cancelled-W6892-200006/A,,National Defence,"Jul 21, 2020","Sep 24, 2020",CANCELLED,https://theijf.org/procurement/w6892-200006_a
Federal,"Janitorial Services, PEI Armouries",,National Defence,"Mar 9, 2020","Sep 24, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6898-200492_a
Federal,Petroleum Oil & Lubricant Facilitie,,National Defence,"Aug 10, 2020","Sep 23, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6854-200193_b
Federal,One (1) x Learning Designer - Intermediate,,National Defence,"Sep 9, 2020","Sep 23, 2020",CLOSED,https://theijf.org/procurement/mgmc_21-024
Federal,Rental of construction site equipment,,National Defence,"Sep 9, 2020","Sep 23, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0106-20s006_b
Federal,Mid-range diesel truck (cab and chassis) with a van body,,National Defence,"Sep 3, 2020","Sep 23, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6399-19-kg79
Federal,"Flat Deck Curtain Semi-Trailer, Group 3 – Configuration B",,National Defence,"Aug 11, 2020","Sep 23, 2020",CLOSED,https://theijf.org/procurement/w8476-206331
Federal,Salt and Sand Mixtures,,National Defence,"Sep 4, 2020","Sep 22, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0127-20p004_b
Federal,Composite Food Packages,,National Defence,"Sep 3, 2020","Sep 22, 2020",CLOSED,https://theijf.org/procurement/w0117-200006_c
Federal,"Ice Breaker Attachment; Cold Lake, AB",,National Defence,"Sep 1, 2020","Sep 22, 2020",CLOSED,https://theijf.org/procurement/w0134-21r004_a
Federal,"Electric Motor, Platform Lift Order Picker",,National Defence,"Aug 11, 2020","Sep 22, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8476-206293_a
Federal,NPP – W8486-206474/B – TSPS SA – One (1) Senior Life Cycle Management Specialist,,National Defence,"Aug 25, 2020","Sep 22, 2020",CLOSED,https://theijf.org/procurement/w8486-206474_b
Federal,Snow Removal Machine for 14 Wing Greenwood,,National Defence,"Sep 2, 2020","Sep 22, 2020",CLOSED,https://theijf.org/procurement/w0102-21009d_a
Federal,Digitizers,,National Defence,"Sep 2, 2020","Sep 22, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w7707-216833_a
Federal,Infectious disease cleaning services of buildings at CFB Borden,,National Defence,"Sep 4, 2020","Sep 21, 2020",CLOSED,https://theijf.org/procurement/w0113-20cs19_a
Federal,"MOUNT,RESILIENT,UTILITY",,National Defence,"Aug 26, 2020","Sep 21, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-218156_a
Federal,TBIPS SA – One (1) Senior Information Technology Security Design Specialist,,National Defence,"Sep 3, 2020","Sep 21, 2020",CLOSED,https://theijf.org/procurement/w8486-217309_a
Federal,Cancelled-W0113-20CS13/A,,National Defence,"Sep 8, 2020","Sep 21, 2020",CANCELLED,https://theijf.org/procurement/w0113-20cs13_a
Federal,OSCER Vehicles,,National Defence,"Jun 26, 2020","Sep 18, 2020",CLOSED,https://theijf.org/procurement/w8476-206314_a
Federal,Snow Removal,,National Defence,"Aug 17, 2020","Sep 17, 2020",CLOSED,https://theijf.org/procurement/w0134-21r011_a
Federal,Wireless Mobile Tower Lift System,,National Defence,"Aug 28, 2020","Sep 17, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0127-20p006_a
Federal,COACH BUS RENTALS WITH DRIVER,,National Defence,"Aug 27, 2020","Sep 17, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0134-21r005_a
Federal,LVCTS - Services Support,,National Defence,"Aug 17, 2020","Sep 17, 2020",CLOSED,https://theijf.org/procurement/w8476-206275_b
Federal,TSPS – One (1) Senior Professional Engineer (P.Eng),,National Defence,"Aug 27, 2020","Sep 17, 2020",CLOSED,https://theijf.org/procurement/w6399-20-la83_a
Federal,Brush Clearing,,National Defence,"Aug 13, 2020","Sep 17, 2020",CLOSED,https://theijf.org/procurement/w010c-200199_a
Federal,Snow Removal Camp Petersville,,National Defence,"Aug 12, 2020","Sep 17, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6898-200487_a
Federal,"Janitorial Services, CFB Esquimalt",,National Defence,"Sep 4, 2020","Sep 16, 2020",CLOSED,https://theijf.org/procurement/w684q-200129_a
Federal,Multiple Victoria Class Spares,,National Defence,"Aug 5, 2020","Sep 16, 2020",CLOSED,https://theijf.org/procurement/w8482-195201_a
Federal,Specialized Tooling and Services,,National Defence,"Aug 31, 2020","Sep 16, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w3048-20kh10_c
Federal,Recordkeeping Specialist,,National Defence,"Aug 25, 2020","Sep 16, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0125-21wr02_a
Federal,Multi Role Boat (MRB) Radios-W8472-215841,Advance Contract Award Notice,National Defence,"Sep 1, 2020","Sep 16, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8472-215841_a
Federal,Filtre à densité variable,,National Defence,"Aug 19, 2020","Sep 16, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w7701-207263_c
Federal,Machine de Travail Utilitare,,National Defence,"Aug 7, 2020","Sep 16, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6399-20-ld03
Federal,Multiple Victoria Class Spares,,National Defence,"Jul 27, 2020","Sep 16, 2020",CLOSED,https://theijf.org/procurement/w8482-205925_b
Federal,RISO - Galley and Laundry Equipment REPAIR,,National Defence,"Aug 11, 2020","Sep 16, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w010z-19d006_a
Federal,Chemical Analysis Instrument,,National Defence,"Jun 25, 2020","Sep 15, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w7714-207325_a
Federal,"Request for Standing Offer - General Plumbing & Piping - Dundurn, Saskatchewan",,National Defence,"Aug 12, 2020","Sep 15, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w690d-210030_a
Federal,Cyber Defence - Decision Analysis and Response (CD-DAR) - Draft Invitation to Qualify,,National Defence,"Jul 10, 2020","Sep 15, 2020",CLOSED,https://theijf.org/procurement/w6369-20cy06_a
Federal,Senior Project Manager,,National Defence,"Aug 6, 2020","Sep 15, 2020",CLOSED,https://theijf.org/procurement/rfp-2020-adm_hrciv_-0013
Federal,Software Defined Sonobuoy Receiver,,National Defence,"Jul 10, 2020","Sep 15, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w7707-206762_a
Federal,RISO - Marine Construction and Inspection,,National Defence,"Aug 27, 2020","Sep 15, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w684h-210014_a
Federal,"Truck, Tractor, Full Sleeper Cab, 6X4 – Configuration B",,National Defence,"Aug 11, 2020","Sep 15, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8476-216357_a
Federal,"REPAIRS, CALIBRATIONS AND PREVENTIVE MAINTENANCE SERVICES TO Uninterruptible Power Supply (UPS)",,National Defence,"Jun 30, 2020","Sep 14, 2020",CLOSED,https://theijf.org/procurement/w6862-200067_a
Federal,uncooled in-line Medium Range Thermal Weapon Sight,,National Defence,"Sep 1, 2020","Sep 14, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w3048-21kj18_a
Federal,Business Profile Awareness Training,,National Defence,"Aug 31, 2020","Sep 14, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w3048-20kh16_b
Federal,Stoves and Cots,,National Defence,"Jul 24, 2020","Sep 14, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8486-217434_a
Federal,SO - Canadian Forces Housing Maintenance Services,,National Defence,"Aug 17, 2020","Sep 11, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w3716-21ml05_b
Federal,Bandwith Constrained Messaging Services (BCMS),,National Defence,"Mar 12, 2020","Sep 11, 2020",CLOSED,https://theijf.org/procurement/w6369-190155_a
Federal,Multiple Victoria Class Spares,,National Defence,"Jul 27, 2020","Sep 11, 2020",CLOSED,https://theijf.org/procurement/w8482-207673_a
Federal,(LC4ISR) system,,National Defence,"Aug 4, 2020","Sep 11, 2020",CLOSED,https://theijf.org/procurement/w8486-200731_a
Federal,Temporary Particle Filters-Vehicles,Advance Contract Award Notice,National Defence,"Aug 27, 2020","Sep 11, 2020",CLOSED,https://theijf.org/procurement/w0107-21xc02_a
Federal,Heater Rentals,,National Defence,"Aug 6, 2020","Sep 10, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w168a-20mk04_a
Federal,NOTICE OF PROPOSED PROCUREMENT (NPP) For TASK BASED INFORMATICS PROFESSIONAL SERVICES (TBIPS),,National Defence,"Aug 25, 2020","Sep 10, 2020",CLOSED,https://theijf.org/procurement/6000514726
Federal,Acquisition of an Industrial Floor Scrubber,,National Defence,"Aug 6, 2020","Sep 10, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w1941-200011_a
Federal,Fluke and Keysight Technologies Test Equipment,,National Defence,"Aug 25, 2020","Sep 10, 2020",CLOSED,https://theijf.org/procurement/w8486-217543_a
Federal,Technical Investigation and Engineering Services (TIES) Naval Platform Survivability System (NPSS),Advance Contract Award Notice,National Defence,"Aug 26, 2020","Sep 10, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-207347_a
Federal,Cancelled-W6360-21-X026,,National Defence,"Aug 19, 2020","Sep 10, 2020",CANCELLED,https://theijf.org/procurement/w6360-21-x026
Federal,Vehicle Hoists Maintenance,,National Defence,"Aug 25, 2020","Sep 10, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w684h-200005_b
Federal,DND - LAUNDRY AND DRY CLEANING SERVICES,,National Defence,"Jul 31, 2020","Sep 9, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0134-21r002_a
Federal,Systems Technical Support Services,,National Defence,"Aug 19, 2020","Sep 9, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8486-217347_a
Federal,Remote Mower,Advance Contract Award Notice,National Defence,"Aug 25, 2020","Sep 9, 2020",CLOSED,https://theijf.org/procurement/w6888-212776_a
Federal,Portable Hand Wash Stations,,National Defence,"Jul 31, 2020","Sep 9, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6776-200001_a
Federal,Mobile Domain Professional Services,,National Defence,"Aug 19, 2020","Sep 9, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8486-207294_a
Federal,NSN: 6130-20-008-5946 Power Supply Uninterruptible,,National Defence,"Aug 26, 2020","Sep 9, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-218192_a
Federal,"GASKET SET, SPECIAL",,National Defence,"Jul 31, 2020","Sep 9, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-218102a
Federal,Software Maintenance,,National Defence,"Aug 25, 2020","Sep 8, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0117-200009_a
Federal,Preparation and Delivery of an Integrated Logistics Support (ILS) Training,,National Defence,"Aug 21, 2020","Sep 8, 2020",CLOSED,https://theijf.org/procurement/mgmc-21-023
Federal,Application Support Services,,National Defence,"Aug 24, 2020","Sep 8, 2020",CLOSED,https://theijf.org/procurement/w6369-210227
Federal,Ultrasonic Cleaner,,National Defence,"Jul 27, 2020","Sep 8, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w3474-203031_a
Federal,Rental track to test vehicle,,National Defence,"Aug 6, 2020","Sep 8, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w1985-201876_a
Federal,Cancelled-W8486-217489/A,,National Defence,"Jul 24, 2020","Sep 8, 2020",CANCELLED,https://theijf.org/procurement/w8486-217489_a
Federal,Electric Turret Type Forklift Trucks,,National Defence,"Mar 31, 2020","Sep 8, 2020",CLOSED,https://theijf.org/procurement/w8476-206330_a
Federal,"MACHINE,INDUSTRIAL",,National Defence,"Jul 28, 2020","Sep 8, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8486217489_b
Federal,Universal Milling Machine,,National Defence,"Jul 29, 2020","Sep 8, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w1985-201727_b
Federal,Cancelled-W1985-201727/A,,National Defence,"Jul 28, 2020","Sep 8, 2020",CANCELLED,https://theijf.org/procurement/w1985-201727_a
Federal,"Snow & Ice/Landscaping, Fredericton",,National Defence,"Aug 20, 2020","Sep 8, 2020",CLOSED,https://theijf.org/procurement/w6898-200491_b
Federal,Aeronautical Engineering Services,,National Defence,"Aug 6, 2020","Sep 4, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8485-205752_a
Federal,Rental (With Operator) of Highway Cruisers/Motorcoaches and School Buses,,National Defence,"Aug 19, 2020","Sep 3, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0118-20tx01_b
Federal,Multiple Victoria Class Spares,,National Defence,"Jul 27, 2020","Sep 3, 2020",CLOSED,https://theijf.org/procurement/w8482-217962_a
Federal,"Gloves, Lightweight Thermal/Mortar, Brown",,National Defence,"May 25, 2020","Sep 3, 2020",CLOSED,https://theijf.org/procurement/w6399-20-lc66_a
Federal,Vehicular Equipment Component,,National Defence,"Aug 4, 2020","Sep 3, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8486-217462_a
Federal,Snow Clearing Scraper,,National Defence,"Jul 29, 2020","Sep 3, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0138-20c015_a
Federal,Digitally Aided Close Air Support,,National Defence,"Jul 21, 2020","Sep 3, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6399-19kf50_b
Federal,Group 1B: Self-propelled articulating boom lift,,National Defence,"Aug 11, 2020","Sep 3, 2020",CLOSED,https://theijf.org/procurement/w8476-206362
Federal,Paint and Preservation Services,,National Defence,"Jul 23, 2020","Sep 3, 2020",CLOSED,https://theijf.org/procurement/w3554-206291_a
Federal,Industrial Cleaning-CFB Halifax,,National Defence,"Jul 30, 2020","Sep 3, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0100-21l004_a
Federal,Generation of Cost-of-Living and Shelter Data for the Redesign and Maintenance of the Post-Living Differential Allowance Program,,National Defence,"Aug 13, 2020","Sep 2, 2020",CLOSED,https://theijf.org/procurement/w6369-20-a052
Federal,RISO Eggs,,National Defence,"Feb 6, 2020","Sep 2, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0105-20f001_01_a
Federal,RISO Coffee Products,,National Defence,"Aug 18, 2020","Sep 2, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w0105-21f004_a
Federal,"GEAR,FIRE PROTECTIVE",,National Defence,"Jul 24, 2020","Sep 1, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-218027_a
Federal,Sea Containers,,National Defence,"Jul 21, 2020","Sep 1, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w355b-207222_b
Federal,HMMW Vehicle Parts,,National Defence,"May 14, 2020","Aug 31, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w6399-20j421_a
Federal,"AMPLIFIER,RADIO FREQUENCY",,National Defence,"Jun 23, 2020","Aug 31, 2020","CLOSED, AWARDED",https://theijf.org/procurement/w8482-217997_a
