region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Interpretation services,Public Services and Procurement Canada,LISETTE L. SURETTE,"$10,779","Oct. 16, 2023","Oct. 16, 2023","Feb. 20, 2024",https://theijf.org/procurement/700742833_pwgsc
Federal,Miscellaneous Chemical products,National Defence,Chemtrade,"$11,331","Jan. 24, 2024","Jan. 24, 2024","Feb. 20, 2024",https://theijf.org/procurement/4502699939_dnd
Federal,Other clothing,National Defence,TENAQUIP,"$11,265","Feb. 20, 2024","Feb. 20, 2024","Feb. 20, 2024",https://theijf.org/procurement/4502710687_dnd
Federal,Interpretation services,Public Services and Procurement Canada,15119120 CANADA INC,"$24,145","Oct. 3, 2023","Oct. 3, 2023","Feb. 20, 2024",https://theijf.org/procurement/700742777_pwgsc
Federal,Waste disposal,National Defence,Brendar Environmental Inc,"$31,713","Feb. 14, 2024","Feb. 20, 2024","Feb. 20, 2024",https://theijf.org/procurement/4502711042_dnd
Federal,Interpretation services,Public Services and Procurement Canada,ORSON REDDING,"$16,210","Oct. 15, 2023","Oct. 15, 2023","Feb. 20, 2024",https://theijf.org/procurement/700743161_pwgsc
Federal,Tools and implements,National Defence,Snap-On Tools of Canada,"$20,191","Feb. 6, 2024","Feb. 6, 2024","Feb. 20, 2024",https://theijf.org/procurement/4502706011_dnd
Federal,Other office equipment and Parts,National Defence,Grand and toy,"$22,933","Jan. 17, 2024","Jan. 19, 2024","Feb. 20, 2024",https://theijf.org/procurement/4502696639_dnd
Federal,Interpretation services,Public Services and Procurement Canada,PATRICIA LEGUEN,"$16,017","Oct. 15, 2023","Oct. 15, 2023","Feb. 20, 2024",https://theijf.org/procurement/700743132_pwgsc
Federal,Miscellaneous Manufactured Articles,Parks Canada,PATTISON SIGN GROUP,"$13,034","Dec. 6, 2023","Dec. 6, 2023","Feb. 20, 2024",https://theijf.org/procurement/45464763_pc
Federal,Management consulting,"Innovation, Science and Economic Development Canada",GERALD WALSH ASSOCIATES INC,"$13,984","Feb. 20, 2023","Feb. 20, 2023","Feb. 20, 2024",https://theijf.org/procurement/5031434_ic
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Financial Transactions and Reports Analysis Centre of Canada,REDACTED,"$28,000","Feb. 7, 2023","Feb. 21, 2023","Feb. 20, 2024",https://theijf.org/procurement/6002230165_fintrac
Federal,Other equipment,National Defence,RWC Group,"$13,494","Feb. 12, 2024","Feb. 12, 2024","Feb. 20, 2024",https://theijf.org/procurement/4502709601_dnd
Federal,"Office furniture and furnishings, including parts",National Defence,NITAM SOLUTIONS,"$94,696","Feb. 13, 2024","Feb. 13, 2024","Feb. 20, 2024",https://theijf.org/procurement/4502644162_dnd
Federal,Interpretation services,Public Services and Procurement Canada,RENÉE CHARLOTTE COSGROVE,"$19,664","Oct. 3, 2023","Oct. 3, 2023","Feb. 20, 2024",https://theijf.org/procurement/700742636_pwgsc
Federal,Recreational Services,Canadian Heritage,1784909 Ontario Inc.,"$39,081","Dec. 28, 2023","Dec. 28, 2023","Feb. 20, 2024",https://theijf.org/procurement/45465275_pch
Federal,Interpretation services,Public Services and Procurement Canada,ANTHONY BLAIN,"$12,736","Oct. 2, 2023","Oct. 2, 2023","Feb. 20, 2024",https://theijf.org/procurement/700743097_pwgsc
Federal,Other Business services not Elsewhere Specified,Fisheries and Oceans Canada,THE RIGHT DOOR CONSULTING & SOLUTIO INC,"$38,867","Mar. 7, 2023","Mar. 7, 2023","Feb. 20, 2024",https://theijf.org/procurement/4500042942_dfo
Federal,Repair and maintenance - Ships and boats,Fisheries and Oceans Canada,FAIRBANKS MORSE CANADA ULC,"$10,953","Jan. 5, 2024","Jan. 23, 2024","Feb. 20, 2024",https://theijf.org/procurement/4500060629_dfo
Federal,Diesel fuel,Fisheries and Oceans Canada,IRVING OIL LIMITED,"$14,773","Feb. 8, 2024","Feb. 13, 2024","Feb. 20, 2024",https://theijf.org/procurement/4500062003_dfo
