region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Road motor vehicles,National Defence,Manac Western (Div of Sanction Enterprises Ltd.),"$225,480","Jul. 26, 2022","Jul. 26, 2022","Dec. 30, 2022",https://theijf.org/procurement/w8476_236603_001_sv_dnd
Federal,Other equipment and Parts,National Defence,Steeple Incorporated,"$88,231","Jul. 26, 2022","Jul. 26, 2022","Jan. 10, 2023",https://theijf.org/procurement/w8482_229706_001_dmarp_dnd
Federal,Ferrous metals,National Defence,Unisource Technologies Inc.,"$68,180","Jul. 26, 2022","Jul. 26, 2022","Oct. 14, 2022",https://theijf.org/procurement/w8482_229706_002_dmarp_dnd
Federal,Other equipment and Parts,National Defence,SIMEX,"$23,420","Jul. 26, 2022","Jul. 26, 2022","Feb. 21, 2023",https://theijf.org/procurement/w8482_4502457064_dnd
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",National Defence,Unisource Technology,"$366,324","Jul. 26, 2022","Aug. 10, 2022","Feb. 28, 2023",https://theijf.org/procurement/w8485_237137_dnd
Federal,Aircraft parts,National Defence,Unisource Technology Inc,"$54,378","Jul. 26, 2022","Jul. 26, 2022","May 17, 2023",https://theijf.org/procurement/w8485_237144_001_dap4_dnd
Federal,Aircraft parts,National Defence,Canada West Avionics Ltd,"$124,460","Jul. 26, 2022","Jul. 26, 2022","Feb. 23, 2023",https://theijf.org/procurement/w8485_237173_001_dap4_dnd
Federal,Information technology and telecommunications consultants,National Defence,Altruistic Informatics Consulting,"$316,544","Jul. 26, 2022","Aug. 15, 2022","Aug. 21, 2024",https://theijf.org/procurement/x385000003_dnd
Federal,PURCHASE OF INFORMATICS EQUIPMENT,Statistics Canada,Northern Micro Inc.,"$149,988","Jul. 27, 2022",,"Sep. 9, 2022",https://theijf.org/procurement/000013200_statcan
Federal,License/Maintenance fees for Application Software (including COTS) and Application Development and Delivery Software,Statistics Canada,Research Triangle Institute,"$20,316","Jul. 27, 2022",,"Jul. 29, 2023",https://theijf.org/procurement/000013241_statcan
Federal,LICENSE/MAINTENANCE FEES FOR CLIENT SOFTWARE,Statistics Canada,IPSS INC.,"$16,975","Jul. 27, 2022",,"Jun. 14, 2023",https://theijf.org/procurement/000013243_statcan
Federal,OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED,Statistics Canada,Stericycle Inc,"$25,425","Jul. 27, 2022","Dec. 28, 2022","Mar. 31, 2023",https://theijf.org/procurement/000013245_statcan
Federal,LEGAL SERVICES,Public Prosecution Service of Canada,"KELLY, GREENWAY, BRUCE","$2,836,166","Jul. 27, 2022","Jul. 27, 2022","Jul. 24, 2027",https://theijf.org/procurement/105238_ppsc
Federal,License/Maintenance fees for App.Software,"Innovation, Science and Economic Development Canada",SCHNEIDER ELECTRIC CANADA INC.,"$15,961","Jul. 27, 2022","Jul. 27, 2022","Jul. 26, 2023",https://theijf.org/procurement/1549292_ic
Federal,LICENSE/MAINTENANCE FEES FOR APPLICATION SOFTWARE,Department of Justice Canada,ORANGUTECH INC.,"$288,734","Jul. 27, 2022","Jul. 27, 2022","Jul. 26, 2023",https://theijf.org/procurement/1907021042_jus
Federal,Information Technology Consultants,Canada Border Services Agency,GCStrategies Inc.,"$244,322","Jul. 27, 2022","Aug. 1, 2022","May 15, 2023",https://theijf.org/procurement/2023012634_cbsa
Federal,Informatics Services,Canada Border Services Agency,TEKsystems Canada Inc.,"$70,183","Jul. 27, 2022","Aug. 1, 2022","Oct. 3, 2022",https://theijf.org/procurement/2023012646_cbsa
Federal,Information Technology Consultants,Canada Border Services Agency,GCStrategies Inc.,"$273,066","Jul. 27, 2022","Aug. 1, 2022","May 15, 2023",https://theijf.org/procurement/2023012661_cbsa
Federal,Information Technology Consultants,Canada Border Services Agency,GCStrategies Inc.,"$273,066","Jul. 27, 2022","Aug. 1, 2022","May 15, 2023",https://theijf.org/procurement/2023012696_cbsa
Federal,"Freight, Express, Cartage and Central Freight Services",Canada Border Services Agency,Landmark Aviation FBO Canada Inc.,"$335,884","Jul. 27, 2022","Aug. 2, 2022","Sep. 30, 2022",https://theijf.org/procurement/2023012755_cbsa
Federal,Info. technology and telecommunication consultants,Canada Border Services Agency,Dalian Enterprises Inc.,"$152,871","Jul. 27, 2022","Aug. 1, 2022","Mar. 31, 2023",https://theijf.org/procurement/2023012756_cbsa
Federal,Aviation fuel,National Defence,WOODWARD,"$13,004","Jul. 27, 2022","Jul. 27, 2022","Jul. 27, 2022",https://theijf.org/procurement/2106878760_dnd
Federal,Aviation fuel,National Defence,AEG FUELS,"$45,130","Jul. 27, 2022","Jul. 27, 2022","Jul. 27, 2022",https://theijf.org/procurement/2106897913_dnd
Federal,Aviation fuel,National Defence,AEG FUELS,"$19,743","Jul. 27, 2022","Jul. 27, 2022","Jul. 27, 2022",https://theijf.org/procurement/2106897956_dnd
Federal,Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified,Correctional Service of Canada,LEAN AGILITY INC,"$94,920","Sep. 27, 2022","Jul. 27, 2022","Jul. 26, 2023",https://theijf.org/procurement/21118_23_4172192_csc
Federal,Client software related to Distributed Computing Environment (DCE) ,Correctional Service of Canada,CASSIA CONTENT MANAGEMENT INC,"$61,020","Jul. 27, 2022","Jul. 27, 2022","Jul. 31, 2024",https://theijf.org/procurement/21120_22_3937741_csc
Federal,Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals),Correctional Service of Canada,DYNABOOK CANADA INC,"$49,745","Jul. 27, 2022","Jul. 27, 2022","Oct. 21, 2022",https://theijf.org/procurement/21120_23_4174276_csc
Federal,Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified,Correctional Service of Canada,GRAYBRIDGE MALKAM,"$17,403","Jul. 27, 2022","Jul. 27, 2022","Mar. 31, 2023",https://theijf.org/procurement/21180_23_4176364_csc
Federal,Institutional Buildings,Correctional Service of Canada,ENTREPRISE VAILLANT 1994,"$15,223","Jul. 27, 2022","Jul. 27, 2022","Aug. 15, 2022",https://theijf.org/procurement/21301_21_3589725_26_csc
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,MCKESSON CANADA CORPORATION,"$21,285","Jul. 27, 2022","Jul. 27, 2022","Aug. 3, 2022",https://theijf.org/procurement/21301_23_4177150_csc
Federal,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco",Correctional Service of Canada,ALIMENTS CHICOINE INC,"$11,249","Jul. 27, 2022","Jul. 27, 2022","Aug. 1, 2022",https://theijf.org/procurement/21320_23_4175998_csc
Federal,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco",Correctional Service of Canada,ALIMENTS MARINA INC,"$12,203","Jul. 27, 2022","Jul. 27, 2022","Aug. 1, 2022",https://theijf.org/procurement/21320_23_4176161_csc
Federal,Physicians and Surgeons,Correctional Service of Canada,SIMON J DR,"$545,675","Jul. 27, 2022","Aug. 2, 2022","Jul. 31, 2025",https://theijf.org/procurement/21401_23_4082063_csc
