region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Engineering consultants-Construction,National Defence,Atlantic Alarm & Sound LTD.,"$35,001","Feb. 12, 2024","Feb. 12, 2024","Mar. 29, 2024",https://theijf.org/procurement/4502709209_dnd
Federal,Tuition fees and costs of attending courses includ,"Innovation, Science and Economic Development Canada",EXCELLENCE FRENCH LEARNING,"$14,300","Sep. 7, 2023","Sep. 7, 2023","Mar. 29, 2024",https://theijf.org/procurement/5031870_ic
Federal,Tuition Fees for Courses Where Employees Take Training on Their Own Time,Parks Canada,Language Research Development,"$24,090","Aug. 22, 2023","Aug. 22, 2023","Mar. 29, 2024",https://theijf.org/procurement/45462142_pc
Federal,Protection services,National Defence,CANADIAN CORPS OF COMMISSIONAIRES,"$308,299","Apr. 3, 2023","Apr. 3, 2023","Mar. 29, 2024",https://theijf.org/procurement/4502567743_dnd
Federal,Rental of Aircraft,Parks Canada,Custom Helicopters Ltd.,"$31,500","May 25, 2023","May 25, 2023","Mar. 29, 2024",https://theijf.org/procurement/45459518_pc
Federal,Other buildings,National Defence,ITC,"$95,000","Jun. 14, 2023","Jun. 15, 2023","Mar. 29, 2024",https://theijf.org/procurement/4502601314_dnd
Federal,"Inorganic and organic chemicals, including plastics, rubber and products, and excluding tires and tubes",National Defence,Stuart Hunt & Associates,"$11,933","Nov. 10, 2023","Nov. 10, 2023","Mar. 29, 2024",https://theijf.org/procurement/4502670361_dnd
Federal,Non-professional Personal Service Contracts not Elsewhere Specified,Parks Canada,LES INDUSTRIES EMB INC.,"$18,201","May 24, 2023","May 24, 2023","Mar. 29, 2024",https://theijf.org/procurement/45459500_pc
Federal,Tuition fees and costs of attending courses includ,"Innovation, Science and Economic Development Canada",GAREN ADJEMIAN,"$13,447","Jan. 19, 2024","Jan. 23, 2024","Mar. 29, 2024",https://theijf.org/procurement/3519987_ic
Federal,Information technology and telecommunications consultants,Employment and Social Development Canada,T.E.S.CONTRACT SERVICES INC.,"$679,285","Feb. 26, 2020","Mar. 2, 2020","Mar. 29, 2024",https://theijf.org/procurement/4500005904_esdc
Federal,Miscellaneous manufactured articles,Natural Resources Canada,MTS TESTING SYSTEMS (CANADA) LTD.,"$23,620","Jan. 10, 2024","Jan. 10, 2024","Mar. 29, 2024",https://theijf.org/procurement/3000776235_nrcan
Federal,Scientific services,Agriculture and Agri-Food Canada,GOKALP YILDIRIR,"$22,600","May 16, 2023","May 16, 2023","Mar. 29, 2024",https://theijf.org/procurement/3000764941_aafc
Federal,Scientific services,Natural Resources Canada,OVERBURDEN DRILLING MANAGEMENT,"$56,957","Jan. 31, 2024","Jan. 31, 2024","Mar. 29, 2024",https://theijf.org/procurement/3000777637_nrcan
Federal,Data and database access services,Natural Resources Canada,STACK TECHNOLOGIES LTD,"$39,550","Jan. 31, 2024","Jan. 31, 2024","Mar. 29, 2024",https://theijf.org/procurement/3000777644_nrcan
Federal,"Electric lighting, distribution and control equipment and Parts",Canadian Food Inspection Agency,FROGGABIO INC.,"$11,289","Dec. 1, 2023","Dec. 1, 2023","Mar. 29, 2024",https://theijf.org/procurement/3000774215_cfia
Federal,Communications/Networking Equipment acquisition,Federal Economic Development Agency for Northern Ontario,AVI-SPL CANADA LTD,"$125,971","Feb. 6, 2024","Feb. 6, 2024","Mar. 29, 2024",https://theijf.org/procurement/3033800_fednor
Federal,Other Business services not Elsewhere Specified,Natural Resources Canada,"PETER, BLENMAN","$28,298","Feb. 5, 2024","Feb. 5, 2024","Mar. 29, 2024",https://theijf.org/procurement/3000777992_nrcan
Federal,Scientific services,National Research Council Canada,PIERRE CHAYER,"$344,532","Aug. 24, 2023","Aug. 24, 2023","Mar. 29, 2024",https://theijf.org/procurement/310341877a_nrc
Federal,"Buildings and/or installations for telecom, comput",Federal Economic Development Agency for Northern Ontario,AVI-SPL CANADA LTD,"$47,973","Feb. 6, 2024","Feb. 6, 2024","Mar. 29, 2024",https://theijf.org/procurement/3033801_fednor
Federal,Other health services not elsewhere specified,Employment and Social Development Canada,INSIGHT ADVANTAGE INC.,"$22,600","Jul. 24, 2023","Jul. 24, 2023","Mar. 29, 2024",https://theijf.org/procurement/4500011909_esdc
Federal,Payments made in accordance with authorities,Natural Resources Canada,IHS MARKIT CANADA LTD,"$15,460","Nov. 23, 2023","Nov. 23, 2023","Mar. 29, 2024",https://theijf.org/procurement/3000773942_nrcan
Federal,Scientific services,Natural Resources Canada,FATEME HORMOZZADE GHALATI,"$11,232","Feb. 9, 2024","Feb. 9, 2024","Mar. 29, 2024",https://theijf.org/procurement/3000778470_nrcan
Federal,Other Business services not Elsewhere Specified,Environment and Climate Change Canada,AQUILA CONSERVATION & ENVIRONMENT,"$38,420","May 26, 2023","May 26, 2023","Mar. 29, 2024",https://theijf.org/procurement/3000765389_ec
Federal,Road motor vehicles,Environment and Climate Change Canada,POLARIS INDUSTRIES LTD.,"$29,277","Oct. 6, 2023","Oct. 6, 2023","Mar. 29, 2024",https://theijf.org/procurement/3000771434_ec
Federal,Other professional services not elsewhere specified,Canada School of Public Service,Think Digital Associates Inc.,"$39,917","Jan. 31, 2024","Jan. 31, 2024","Mar. 29, 2024",https://theijf.org/procurement/4003869_csps
Federal,Waste disposal,Environment and Climate Change Canada,GFL ENVIRONMENTAL SERVICES INC,"$23,000","Sep. 20, 2022","Sep. 20, 2022","Mar. 29, 2024",https://theijf.org/procurement/3000752237_ec
Federal,"Inorganic and organic chemicals, including plastics, rubber and products, and excluding tires and tubes",Canadian Food Inspection Agency,BIO-RAD LABORATORIES (CANADA) LTD.,"$40,174","Jan. 11, 2024","Jan. 11, 2024","Mar. 29, 2024",https://theijf.org/procurement/3000776344_cfia
Federal,"Inorganic and organic chemicals, including plastics, rubber and products, and excluding tires and tubes",Environment and Climate Change Canada,TORONTO RESEARCH CHEMICALS INC,"$23,022","Jan. 12, 2023","Jan. 12, 2023","Mar. 29, 2024",https://theijf.org/procurement/3000758205_ec
Federal,Translation services,Natural Resources Canada,FABRICE CADIEUX,"$16,018","Sep. 6, 2023","Sep. 6, 2023","Mar. 29, 2024",https://theijf.org/procurement/3000769957_nrcan
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Natural Resources Canada,LE FIL D'ARIANE LANGUAGE TRAINING,"$22,767","Apr. 27, 2023","Apr. 27, 2023","Mar. 29, 2024",https://theijf.org/procurement/3000764083_nrcan
Federal,Road motor vehicles,Environment and Climate Change Canada,TERRACE STEEL WORKS LTD,"$12,075","Jan. 4, 2024","Jan. 4, 2024","Mar. 29, 2024",https://theijf.org/procurement/3000775897_ec
