region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Road motor vehicles,Royal Canadian Mounted Police,FCA CANADA INC.,"$574,074","Mar. 18, 2024","Mar. 18, 2024","Mar. 31, 2025",https://theijf.org/procurement/7271380_rcmp
Federal,"Image/Video communications equipment (includes telepresence/video conferencing equipment, cabling, parts and peripherals)",Royal Canadian Mounted Police,AVI-SPL CANADA LTD.,"$100,395","Mar. 18, 2024","Mar. 18, 2024","Apr. 15, 2024",https://theijf.org/procurement/7271387_rcmp
Federal,Road motor vehicles,Royal Canadian Mounted Police,FORD MOTOR COMPANY OF CANADA LTD.,"$2,627,218","Mar. 18, 2024","Mar. 18, 2024","Aug. 21, 2024",https://theijf.org/procurement/7271400_rcmp
Federal,Road motor vehicles,Royal Canadian Mounted Police,GENERAL MOTORS OF CANADA COMPANY,"$1,978,045","Mar. 18, 2024","Mar. 18, 2024","Mar. 31, 2025",https://theijf.org/procurement/7271401_rcmp
Federal,Weapons (including parts),Royal Canadian Mounted Police,COLT CANADA,"$37,081","Mar. 18, 2024","Mar. 18, 2024","Sep. 3, 2024",https://theijf.org/procurement/7271404_rcmp
Federal,Weapons (including parts),Royal Canadian Mounted Police,RAMPART INTERNATIONAL CORPORATION,"$14,884","Mar. 18, 2024","Mar. 18, 2024","Jul. 15, 2024",https://theijf.org/procurement/7271405_rcmp
Federal,Road motor vehicles - non-military,Royal Canadian Mounted Police,FIX AUTO GRANDE PRAIRIE SOUTH,"$15,471","Mar. 18, 2024","Mar. 18, 2024","Mar. 29, 2024",https://theijf.org/procurement/7271406_rcmp
Federal,Public relations services,Global Affairs Canada,"FREEMAN EXPOSITIONS, LLC","$17,338","Mar. 18, 2024","Mar. 18, 2024","Mar. 22, 2024",https://theijf.org/procurement/7457075_dfatd
Federal,Net increases or decreases in other specified purpose accounts,Global Affairs Canada,"MARKET INTELLIGENCE LATIN AMERICA,","$21,900","Mar. 18, 2024","Mar. 18, 2024","Jul. 10, 2024",https://theijf.org/procurement/7457147_dfatd
Federal,Other furniture and fixtures including parts,Global Affairs Canada,Sedir Mobilya ve Orman Urunleri,"$11,995","Mar. 18, 2024","Mar. 18, 2024","Mar. 31, 2024",https://theijf.org/procurement/7457719_dfatd
Federal,Net increases or decreases in other specified purpose accounts,Global Affairs Canada,Integro  Comunicacion Visual S.A.,"$19,324","Mar. 18, 2024","Mar. 18, 2024","Jun. 26, 2024",https://theijf.org/procurement/7457751_dfatd
Federal,Office buildings,Global Affairs Canada,"Grupo Asercom, SA de CV","$24,576","Mar. 18, 2024","Mar. 18, 2024","Mar. 31, 2024",https://theijf.org/procurement/7457787_dfatd
Federal,"Electric lighting, distribution and control equipment and Parts",Global Affairs Canada,MEETEK,"$23,885","Mar. 18, 2024","Mar. 18, 2024","Mar. 31, 2024",https://theijf.org/procurement/7457809_dfatd
