region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Other Professional Services not Elsewhere Specified,Correctional Service of Canada,CALIAN LTD,"$75,000","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/21801_22_3914806_csc
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,INDIVIOR UK LTD,"$27,500","Sep. 20, 2021","Sep. 20, 2021","Oct. 3, 2021",https://theijf.org/procurement/21807_22_3914139_csc
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,INDIVIOR UK LTD,"$113,702","Sep. 20, 2021","Sep. 20, 2021","Oct. 3, 2021",https://theijf.org/procurement/21807_22_3914269_csc
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,INDIVIOR UK LTD,"$39,600","Sep. 20, 2021","Sep. 20, 2021","Oct. 3, 2021",https://theijf.org/procurement/21807_22_3914270_csc
Federal,Pharmaceutical and Other Medicinal Products,Correctional Service of Canada,MCKESSON CANADA CORPORATION,"$12,310","Sep. 20, 2021","Sep. 20, 2021","Oct. 3, 2021",https://theijf.org/procurement/21807_22_3914283_csc
Federal,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco",Correctional Service of Canada,RED RIBBON MEATS 1990 LTD,"$11,550","Sep. 20, 2021","Sep. 20, 2021","Oct. 20, 2021",https://theijf.org/procurement/21807_22_3914788_csc
Federal,"Heating, Air-conditioning and Refrigeration Equipment",Correctional Service of Canada,MODERN SYSTEMS MANAGEMENT LTD,"$10,343","Sep. 20, 2021","Sep. 20, 2021","Dec. 31, 2021",https://theijf.org/procurement/21849_22_3915057_csc
Federal,Usage of Inventory,Correctional Service of Canada,ROBERT BURY AND CO CANADA LTD,"$16,014","Sep. 20, 2021","Sep. 20, 2021","Dec. 31, 2021",https://theijf.org/procurement/21t20339_22_3914468_csc
Federal,Usage of Inventory,Correctional Service of Canada,MCFADDEN S HARDWOOD AND HARDWARE INC,"$10,836","Sep. 20, 2021","Sep. 20, 2021","Dec. 31, 2021",https://theijf.org/procurement/21t20339_22_3914601_csc
Federal,Usage of Inventory,Correctional Service of Canada,GOODFELLOW INC,"$18,992","Sep. 20, 2021","Sep. 20, 2021","Dec. 31, 2021",https://theijf.org/procurement/21t20339_22_3914611_csc
Federal,"Rental of Machinery, Office Furniture and Fixtures and Other Equipment",Correctional Service of Canada,BATTLEFIELD EQUIPMENT RENTALS,"$22,345","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/21t20739_22_3913914_csc
Federal,Engineering Consultants - Construction,Correctional Service of Canada,TWEEDIE AND ASSOCIATES CONSULTING ENGINEERS LTD,"$33,242","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/21t20739_22_3915188_csc
Federal,Usage of Inventory,Correctional Service of Canada,COMFORT FOAM & FIBRE,"$17,952","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/21t23139_22_3914345_csc
Federal,Usage of Inventory,Correctional Service of Canada,LEGGETT & PLATT,"$15,494","Sep. 20, 2021","Sep. 20, 2021","Dec. 31, 2021",https://theijf.org/procurement/21t23139_22_3914354_csc
Federal,Usage of Inventory,Correctional Service of Canada,OEI KRUEGER INTERNATIONAL INC,"$27,094","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/21t34539_22_3913744_csc
Federal,Usage of Inventory,Correctional Service of Canada,OEI KRUEGER INTERNATIONAL INC,"$15,489","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/21t34539_22_3913767_csc
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),National Defence,Itex Inc,"$395,246","Sep. 20, 2021","Sep. 20, 2021","Dec. 1, 2021",https://theijf.org/procurement/2bh198392_68423_dnd
Federal,Other business services not elsewhere specified,Employment and Social Development Canada,GREEN LIGHT CONSULTING SOLUTIONS INC.,"$2,690,222","Sep. 27, 2021","Sep. 20, 2021","Sep. 19, 2022",https://theijf.org/procurement/2bs198190_esdc
Federal,Purchase of training packages and courses,Natural Resources Canada,7956363 CANADA INC,"$14,238","Sep. 20, 2021","Sep. 20, 2021","Sep. 24, 2021",https://theijf.org/procurement/3000728132_nrcan
Federal,Other professional services not elsewhere specified,Veterans Affairs Canada,MOBILE RESOURCE GROUP INC,"$58,892","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000729906_vac
Federal,Scientific services,Agriculture and Agri-Food Canada,EFFIGIS GEO-SOLUTIONS INC.,"$24,154","Sep. 20, 2021","Sep. 20, 2021","Nov. 30, 2021",https://theijf.org/procurement/3000733055_aafc
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Environment and Climate Change Canada,ALLIANCE FRANCAISE DE HALIFAX-DARTMOUTH,"$26,730","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000733141_ec
Federal,Scientific services,Natural Resources Canada,BUREAU VERITAS COMMODITIES CANADA L,"$13,461","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000733188_nrcan
Federal,"Office furniture and furnishings, including parts",Agriculture and Agri-Food Canada,HBI- HERITAGE BUSINESS INTERIORS INC.,"$18,817","Sep. 20, 2021","Sep. 20, 2021","Nov. 29, 2021",https://theijf.org/procurement/3000733292_aafc
Federal,Other vehicles,Environment and Climate Change Canada,GREEN DIAMOND EQUIPMENT LTD.,"$17,909","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000733306_ec
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Environment and Climate Change Canada,FAST FORWARD FRENCH INC.,"$38,700","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000733313_ec
Federal,Engineering consultants-Construction,Canadian Food Inspection Agency,GENLET ELECTRIC INC,"$351,834","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000733315_cfia
Federal,Miscellaneous Chemical products,Agriculture and Agri-Food Canada,ILLUMINA CANADA ULC,"$20,360","Sep. 20, 2021","Sep. 20, 2021","Sep. 30, 2021",https://theijf.org/procurement/3000733318_aafc
Federal,Scientific services,Environment and Climate Change Canada,KEVIN FAUST,"$10,500","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3000733319_ec
Federal,Other clothing,Environment and Climate Change Canada,CENTRAL LAKE ARMOR EXPRESS INC,"$24,962","Sep. 20, 2021","Sep. 20, 2021","Nov. 30, 2021",https://theijf.org/procurement/3000733322_ec
Federal,Scientific consultants,Natural Resources Canada,ENVIRONICS RESEARCH GROUP,"$65,263","Sep. 20, 2021","Sep. 20, 2021","Feb. 28, 2022",https://theijf.org/procurement/3000733328_nrcan
Federal,Rental of aircraft,Environment and Climate Change Canada,YELLOWHEAD HELICOPTERS LTD,"$88,216","Sep. 20, 2021","Sep. 20, 2021","Sep. 20, 2021",https://theijf.org/procurement/3000733338_ec
Federal,Training consultants,Environment and Climate Change Canada,TRACEY ABBOTT,"$22,793","Sep. 20, 2021","Sep. 20, 2021","Jun. 30, 2023",https://theijf.org/procurement/3000733357_ec
Federal,Miscellaneous Chemical products,Agriculture and Agri-Food Canada,ILLUMINA CANADA ULC,"$18,469","Sep. 20, 2021","Sep. 20, 2021","Oct. 4, 2021",https://theijf.org/procurement/3000733363_aafc
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Agriculture and Agri-Food Canada,RESONON INC,"$24,825","Sep. 20, 2021","Sep. 20, 2021","Dec. 31, 2021",https://theijf.org/procurement/3000733367_aafc
Federal,Other professional services not elsewhere specified,Environment and Climate Change Canada,ATLIS GEOMATICS INC.,"$77,667","Sep. 20, 2021","Sep. 20, 2021","Jan. 26, 2022",https://theijf.org/procurement/3000733368_ec
Federal,Other engineering works,Environment and Climate Change Canada,LANDTEC GROUND EXPERTS,"$170,352","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2023",https://theijf.org/procurement/3000733383_ec
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Natural Resources Canada,COLE-PARMER CANADA COMPANY,"$12,766","Sep. 28, 2021","Sep. 28, 2021","Sep. 20, 2021",https://theijf.org/procurement/3000733804_nrcan
Federal,Printing services,Elections Canada,LOWE-MARTIN COMPANY INC,"$39,900","Sep. 20, 2021","Sep. 20, 2021","Dec. 31, 2021",https://theijf.org/procurement/3000733958_elections
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",National Research Council Canada,"ASML US, LLC","$1,661,312","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3118415266_nrc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,National Research Council Canada,ALTAIR ENGINEERING CANADA LTD,"$31,987","Sep. 20, 2021","Sep. 20, 2021","Sep. 30, 2021",https://theijf.org/procurement/3118417087_nrc
Federal,Tuition fees and costs of attending courses includ,"Innovation, Science and Economic Development Canada",ÉCOLE DE LANGUES ABCE INC.,"$23,310","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/3518890_ic
Federal,Residential buildings,National Defence,Woodward Construction,"$14,889","Sep. 20, 2021","Sep. 20, 2021","Nov. 8, 2021",https://theijf.org/procurement/3598102_1_dnd
Federal,Residential buildings,National Defence,Canadian Base Operators,"$15,016","Sep. 20, 2021","Sep. 20, 2021","Nov. 12, 2021",https://theijf.org/procurement/3600273_1_dnd
Federal,Other machinery and parts,Canadian Grain Commission,FISHER SCIENTIFIC COMPANY,"$15,476","Sep. 20, 2021","Sep. 20, 2021","Nov. 3, 2021",https://theijf.org/procurement/4002983_cgc
Federal,Management consulting,Employment and Social Development Canada,KARIM HARJI,"$15,820","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500008704_esdc
Federal,Training consultants,Employment and Social Development Canada,PROSCI CANADA ULC,"$149,914","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500008705_esdc
Federal,Tuition fees and costs of attending courses incl,Fisheries and Oceans Canada,CO-ENTREPRISE CITE/CARON,"$17,128","Sep. 20, 2021","Sep. 20, 2021","Mar. 11, 2022",https://theijf.org/procurement/4500011866_dfo
Federal,Other equipment and Parts,Fisheries and Oceans Canada,RDR PROJECTS,"$11,863","Sep. 20, 2021","Sep. 20, 2021","Dec. 31, 2021",https://theijf.org/procurement/4500011916_dfo
Federal,Processing machinery,Fisheries and Oceans Canada,HEDDLE MARINE SERVICES NL INC,"$12,880","Sep. 20, 2021","Sep. 24, 2021","Sep. 29, 2021",https://theijf.org/procurement/4500011956_dfo
Federal,Office buildings,Fisheries and Oceans Canada,MAXIMUM POWER LTD,"$11,270","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500011996_dfo
Federal,Scientific services,Fisheries and Oceans Canada,WEST COAST HELICOPTERS MAINTENANCE,"$16,800","Sep. 20, 2021","Sep. 20, 2021","Nov. 11, 2021",https://theijf.org/procurement/4500012001_dfo
Federal,Diesel fuel,Fisheries and Oceans Canada,IRVING OIL COMMERCIAL G.P.,"$21,434","Oct. 1, 2021","Sep. 20, 2021","Sep. 20, 2021",https://theijf.org/procurement/4500012002_dfo
Federal,Architectural services,Fisheries and Oceans Canada,GORDON CRANE AND HOIST,"$12,775","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500012005_dfo
Federal,Rental of aircraft,Fisheries and Oceans Canada,ATLEO RIVER AIR SERVICE LTD.,"$13,178","Sep. 21, 2021","Sep. 20, 2021","Dec. 31, 2021",https://theijf.org/procurement/4500012156_dfo
Federal,Ships and boats,Fisheries and Oceans Canada,OPDAQ SYSTEMS INC.,"$36,248","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500012180_dfo
Federal,Ships and boats,Fisheries and Oceans Canada,OPDAQ SYSTEMS INC.,"$43,528","Sep. 20, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500012181_dfo
Federal,Ships and boats,Fisheries and Oceans Canada,LENGKEEK VESSEL ENGINEERING,"$21,534","Sep. 23, 2021","Sep. 20, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500012205_dfo
Federal,Scientific services,Fisheries and Oceans Canada,OLLERHEAD & ASSOCIATES LTD,"$49,875","Sep. 20, 2021","Sep. 27, 2021","Nov. 24, 2021",https://theijf.org/procurement/4500012235_dfo
Federal,Scientific services,Fisheries and Oceans Canada,GILLARD PASS FISHERIES ASSOCIATION,"$24,885","Sep. 21, 2021","Sep. 20, 2021","Nov. 14, 2021",https://theijf.org/procurement/4500012264_dfo
Federal,Special industry machinery,Fisheries and Oceans Canada,HAMPIDJAN CANADA LTD,"$13,971","Sep. 20, 2021","Sep. 28, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500012331_dfo
Federal,Marine installations,Fisheries and Oceans Canada,ADMINISTRATION PORTUAIRE DE LEGOULE,"$10,833","Sep. 23, 2021","Sep. 20, 2021","Nov. 1, 2021",https://theijf.org/procurement/4500012488_dfo
