region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,"Heating, Air-conditioning and Refrigeration Equipment",Parks Canada,Accutemp Refrigeration And Air,"$10,499","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2023",https://theijf.org/procurement/45430070_pc
Federal,Rental of Aircraft,Parks Canada,Arrow Helicopters Inc.,"$24,745","Jul. 8, 2020","Jul. 8, 2020","Aug. 4, 2020",https://theijf.org/procurement/45430074_pc
Federal,Rental of Aircraft,Parks Canada,Arrow Helicopters Inc.,"$15,129","Jul. 8, 2020","Jul. 8, 2020","Jul. 30, 2020",https://theijf.org/procurement/45430075_pc
Federal,Non-professional personal service contracts not elsewhere specified,"Innovation, Science and Economic Development Canada",MAX DUFFETT & SONS LTD.,"$22,770","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/5029949_ic
Federal,Other professional services not elsewhere specified,Financial Transactions and Reports Analysis Centre of Canada,Samson & Associate CPA / Consulting Inc,"$248,600","Jul. 8, 2020","Jul. 8, 2020","Jul. 6, 2022",https://theijf.org/procurement/6002210020_fintrac
Federal,Other engineering works,Public Services and Procurement Canada,1 B DEVELOPMENTS LIMITED,"$26,479","Jul. 8, 2020","Jul. 8, 2020","Oct. 31, 2020",https://theijf.org/procurement/700521532_pwgsc
Federal,Engineering consultants-Construction,Public Services and Procurement Canada,BOUTHILLETTE PARIZEAU INC.,"$72,942","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2023",https://theijf.org/procurement/700521534_pwgsc
Federal,Engineering consultants-Construction,Public Services and Procurement Canada,BOUTHILLETTE PARIZEAU INC.,"$70,844","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2023",https://theijf.org/procurement/700521535_pwgsc
Federal,Engineering consultants - Construction,Public Services and Procurement Canada,Bouthillette Parizeau Inc.,"$72,942","Dec. 22, 2022","Jul. 8, 2020","Mar. 31, 2023",https://theijf.org/procurement/700521542_pwgsc
Federal,Engineering consultants - Construction,Public Services and Procurement Canada,Bouthillette Parizeau Inc.,"$70,844","Dec. 22, 2022","Jul. 8, 2020","Mar. 31, 2023",https://theijf.org/procurement/700521546_pwgsc
Federal,Engineering consultants-Construction,Public Services and Procurement Canada,BOUTHILLETTE PARIZEAU INC.,"$47,970","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/700521574_pwgsc
Federal,Management consulting,Public Services and Procurement Canada,BOREAL APPRAISAL SERVICES INC.,"$22,600","Jul. 8, 2020","Jul. 8, 2020","Sep. 15, 2020",https://theijf.org/procurement/700521600_pwgsc
Federal,Protection services,Public Services and Procurement Canada,TYCO INTEGRATED FIRE & SECURITY,"$39,550","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/700521609_pwgsc
Federal,Other professional services not elsewhere specified,Public Services and Procurement Canada,SURVEYORS ON SITE INC,"$12,430","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2022",https://theijf.org/procurement/700521611_pwgsc
Federal,Engineering consultants - Other,Public Services and Procurement Canada,Tetra Tech Canada Inc.,"$404,087","Dec. 6, 2022","Jul. 8, 2020","Mar. 31, 2023",https://theijf.org/procurement/700521618_pwgsc
Federal,Protection services,Public Services and Procurement Canada,OTTAWA DIVISION - CANADIAN CORPS,"$1,557,696","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/700521623_pwgsc
Federal,Other professional services not elsewhere specified,Public Services and Procurement Canada,STANTEC CONSULTING LTD.,"$61,622","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/700521644_pwgsc
Federal,Contracted building cleaning,Public Services and Procurement Canada,THE ESTATE OF KARL ELLWANGER,"$18,363","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/700521663_pwgsc
Federal,Other professional services not elsewhere specified,Public Services and Procurement Canada,BLUMETRIC ENVIRONMENTAL INC.,"$30,875","Jul. 8, 2020","Jul. 8, 2020","Mar. 31, 2021",https://theijf.org/procurement/700521683_pwgsc
