region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Agriculture and Agri-Food Canada,C.W. BRABENDER INSTRUMENTS INC,"$70,576","Dec. 23, 2021","Dec. 23, 2021","Mar. 31, 2022",https://theijf.org/procurement/20220476a_aafc
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Canadian Food Inspection Agency,METTLER-TOLEDO INC.,"$76,924","Dec. 17, 2021","Dec. 17, 2021","Mar. 31, 2022",https://theijf.org/procurement/20220475a_cfia
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Environment and Climate Change Canada,CORE CRYOLAB INC.,"$68,501","Feb. 2, 2022","Feb. 2, 2022","Mar. 31, 2022",https://theijf.org/procurement/20220474a_ec
Federal,Armoured Car Service,Canada Border Services Agency,Valguard Security Inc.,"$10,396","Aug. 20, 2021","Sep. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/2022009158_cbsa
Federal,"Communications/Networking Equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Canada Economic Development for Quebec Regions,BELL MOBILITÉ,"$40,356","Feb. 4, 2022","Feb. 4, 2022","Mar. 31, 2022",https://theijf.org/procurement/202200048_ced
Federal,Safety and Sanitation Equipment and Parts,Correctional Service of Canada,PACIFIC SAFETY PRODUCTS INC,"$16,121","Nov. 26, 2021","Nov. 26, 2021","Mar. 31, 2022",https://theijf.org/procurement/21422_22_3942014_csc
Federal,"Salt, Sulphur, Ores, Earth and Stone",Correctional Service of Canada,FOWLER CONSTRUCTION CO.,"$24,671","Oct. 8, 2021","Oct. 15, 2021","Mar. 31, 2022",https://theijf.org/procurement/21422_22_3920305_csc
Federal,Institutional Buildings,Correctional Service of Canada,LES EXTINCTEURS GALLANT J.L.D. INC.,"$14,419","Aug. 27, 2021","Aug. 27, 2021","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3555561_7_csc
Federal,Institutional Buildings,Correctional Service of Canada,BRIAULT CONTRACTING LTD,"$36,750","Jul. 14, 2021","Jul. 14, 2021","Mar. 31, 2022",https://theijf.org/procurement/21t50139_22_3864011_csc
Federal,Armoured Car Service,Canada Border Services Agency,Valguard Security Inc.,"$10,396","Aug. 24, 2021","Sep. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/2022009511_cbsa
Federal,Other Equipment and Parts,Correctional Service of Canada,ROLLANTECH INC,"$43,878","Mar. 11, 2022","Mar. 11, 2022","Mar. 31, 2022",https://theijf.org/procurement/21421_22_4056048_csc
Federal,"Office Furniture and Furnishings, Including Parts",Correctional Service of Canada,NIGHTINGALE CORP,"$20,031","Mar. 8, 2022","Mar. 8, 2022","Mar. 31, 2022",https://theijf.org/procurement/21421_22_4052568_csc
Federal,Protection Services,Correctional Service of Canada,CANADIAN CORPS OF COMMISSIONAIRES,"$10,170","Jan. 16, 2022","Feb. 2, 2022","Mar. 31, 2022",https://theijf.org/procurement/21421_22_4022942_csc
Federal,Other Institutional Buildings,Correctional Service of Canada,LINK LINE FENCE LTD,"$40,172","Feb. 17, 2022","Feb. 17, 2022","Mar. 31, 2022",https://theijf.org/procurement/21421_22_4021738_csc
Federal,Architectural Services,Canadian Food Inspection Agency,"GOODKEY, WEEDMARK AND ASSOCIATES","$33,618","Aug. 6, 2020","Aug. 6, 2020","Mar. 31, 2022",https://theijf.org/procurement/3000711732_cfia
Federal,Other Institutional Buildings,Correctional Service of Canada,ES FOX LIMITED,"$67,800","Dec. 15, 2021","Dec. 16, 2021","Mar. 31, 2022",https://theijf.org/procurement/21421_22_3977726_csc
Federal,Safety and Sanitation Equipment and Parts,Correctional Service of Canada,SOS TACTICAL,"$24,679","Nov. 26, 2021","Nov. 26, 2021","Mar. 31, 2022",https://theijf.org/procurement/21421_22_3969895_csc
Federal,Other Professional Services not Elsewhere Specified,Correctional Service of Canada,DREAVER HARVEY,"$122,820","Nov. 12, 2021","Jan. 6, 2022","Mar. 31, 2022",https://theijf.org/procurement/21421_22_3958387_csc
Federal,0582 - License and Maintenance Fees - Workstation Software,Canadian Institutes of Health Research,BANG THE TABLE CANADA LTD,"$24,781","Nov. 20, 2020","Apr. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/2411_cihr
Federal,Other Business Services not Elsewhere Specified,Correctional Service of Canada,ISOLATION ALERTE INC,"$27,166","Aug. 31, 2021","Aug. 31, 2021","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3572565_2_csc
Federal,Other Business Services not Elsewhere Specified,Correctional Service of Canada,ISOLATION ALERTE INC,"$27,706","Mar. 2, 2022","Mar. 2, 2022","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3572565_4_csc
Federal,Other Business Services not Elsewhere Specified,Correctional Service of Canada,ISOLATION ALERTE INC,"$20,314","Mar. 21, 2022","Mar. 21, 2022","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3572565_6_csc
Federal,Other Business Services not Elsewhere Specified,Correctional Service of Canada,ISOLATION ALERTE INC,"$19,402","Mar. 21, 2022","Mar. 21, 2022","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3572565_7_csc
Federal,Road motor vehicles,Environment and Climate Change Canada,FORD MOTOR COMPANY OF CANADA LIMITED FORD DU CANADA LIMITEE,"$50,957","Sep. 3, 2021","Sep. 3, 2021","Mar. 31, 2022",https://theijf.org/procurement/20220465a_ec
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Environment and Climate Change Canada,HOSKIN SCIENTIFIC LTD,"$59,252","Dec. 6, 2021","Dec. 6, 2021","Mar. 31, 2022",https://theijf.org/procurement/20220462a_ec
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Agriculture and Agri-Food Canada,SYSTEMS FOR RESEARCH CORPORATION,"$841,076","Mar. 24, 2022","Mar. 24, 2022","Mar. 31, 2022",https://theijf.org/procurement/20220459a_aafc
Federal,Other Equipment,Correctional Service of Canada,PROTECTION INCENDIE VISION 360 INC,"$34,107","Apr. 26, 2021","Apr. 26, 2021","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3574363_19_csc
Federal,Other Equipment,Correctional Service of Canada,PROTECTION INCENDIE VISION 360 INC,"$12,302","May 28, 2021","May 28, 2021","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3574363_25_csc
Federal,Other Equipment,Correctional Service of Canada,PROTECTION INCENDIE VISION 360 INC,"$13,245","Jun. 4, 2021","Jun. 4, 2021","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3574363_26_csc
Federal,Other Equipment,Correctional Service of Canada,PROTECTION INCENDIE VISION 360 INC,"$15,752","Oct. 19, 2021","Oct. 25, 2021","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3574363_40_csc
Federal,Other Equipment,Correctional Service of Canada,PROTECTION INCENDIE VISION 360 INC,"$15,752","Nov. 23, 2021","Nov. 23, 2021","Mar. 31, 2022",https://theijf.org/procurement/21301_21_3574363_46_csc
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Natural Resources Canada,AGILENT TECHNOLOGIES CANADA INC.,"$176,610","Feb. 7, 2022","Feb. 7, 2022","Mar. 31, 2022",https://theijf.org/procurement/20220456a_nrcan
Federal,Road motor vehicles,Environment and Climate Change Canada,FORD MOTOR COMPANY OF CANADA LIMITED FORD DU CANADA LIMITEE,"$47,094","Aug. 31, 2021","Aug. 31, 2021","Mar. 31, 2022",https://theijf.org/procurement/20220455a_ec
Federal,Ferrous Metals,Parks Canada,SHAW'S NOMADIC INDUSTRIES LTD.,"$124,662","Mar. 10, 2022","Mar. 10, 2022","Mar. 31, 2022",https://theijf.org/procurement/2022002001_pc
Federal,Road motor vehicles,Environment and Climate Change Canada,GENERAL MOTORS OF CANADA LTD.,"$65,365","Aug. 31, 2021","Aug. 31, 2021","Mar. 31, 2022",https://theijf.org/procurement/20220454a_ec
Federal,Other equipment and parts                         ,Canada Revenue Agency,G.N. Johnston Equipment Co. Ltd,"$17,820","Aug. 25, 2021","Aug. 25, 2021","Mar. 31, 2022",https://theijf.org/procurement/2022009648_cra
Federal,Road motor vehicles,Environment and Climate Change Canada,GENERAL MOTORS OF CANADA LTD.,"$66,548","Aug. 31, 2021","Aug. 31, 2021","Mar. 31, 2022",https://theijf.org/procurement/20220452a_ec
Federal,Presentation Skills,Canada Border Services Agency,Friesen Kaye and Associates,"$40,471","Jun. 11, 2021","Jun. 14, 2021","Mar. 31, 2022",https://theijf.org/procurement/2022002025_cbsa
Federal,Road motor vehicles,Environment and Climate Change Canada,GENERAL MOTORS OF CANADA LTD.,"$60,764","Aug. 31, 2021","Aug. 31, 2021","Mar. 31, 2022",https://theijf.org/procurement/20220450a_ec
Federal,Road motor vehicles,Environment and Climate Change Canada,GENERAL MOTORS OF CANADA LTD.,"$65,365","Aug. 31, 2021","Aug. 31, 2021","Mar. 31, 2022",https://theijf.org/procurement/20220448a_ec
Federal,Small Craft - Repair,Canada Border Services Agency,Titan Boats Ltd,"$11,298","Jun. 22, 2021","Jun. 11, 2021","Mar. 31, 2022",https://theijf.org/procurement/2022002074_cbsa
Federal,Physicians and Surgeons,Correctional Service of Canada,CIMBURA JACQUELINE,"$17,500","Mar. 7, 2022","Mar. 7, 2022","Mar. 31, 2022",https://theijf.org/procurement/21423_22_4051187_csc
Federal,Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals),Parks Canada,Purespirit Solutions Inc,"$56,275","May 25, 2021","May 25, 2021","Mar. 31, 2022",https://theijf.org/procurement/2bh074521_pc
Federal,Institutional Buildings,Correctional Service of Canada,MODERN NIAGARA TORONTO INC,"$36,889","Feb. 23, 2022","Feb. 23, 2022","Mar. 31, 2022",https://theijf.org/procurement/21423_22_3997616_csc
Federal,Tuition fees and costs of attending courses including seminars not elsewhere specified,Canadian Nuclear Safety Commission,FAST FORWARD FRENCH INC.,"$35,787","Jun. 4, 2020","Jun. 8, 2020","Mar. 31, 2022",https://theijf.org/procurement/3000709998_cnsc
Federal,Usage of Inventory,Correctional Service of Canada,SISMO EXTRUSIONS INC,"$18,557","Aug. 5, 2021","Aug. 5, 2021","Mar. 31, 2022",https://theijf.org/procurement/21t35039_22_3879778_csc
Federal,Protection Services,Correctional Service of Canada,CANADIAN CORPS OF COMMISSIONAIRES,"$22,261","Nov. 9, 2021","Nov. 9, 2021","Mar. 31, 2022",https://theijf.org/procurement/21423_22_3955718_csc
Federal,Protection Services,Correctional Service of Canada,CANADIAN CORPS OF COMMISSIONAIRES,"$47,912","Oct. 1, 2021","Oct. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/21423_22_3948842_csc
Federal,Protection Services,Correctional Service of Canada,CANADIAN CORPS OF COMMISSIONAIRES,"$22,261","Nov. 16, 2021","Nov. 16, 2021","Mar. 31, 2022",https://theijf.org/procurement/21423_22_3948838_csc
Federal,Protection Services,Correctional Service of Canada,CANADIAN CORPS OF COMMISSIONAIRES,"$85,658","Apr. 27, 2021","Apr. 27, 2021","Mar. 31, 2022",https://theijf.org/procurement/21423_22_3801536_csc
Federal,Ship and Marine,Canada Border Services Agency,Mercury Marine Ltd,"$80,642","Aug. 30, 2021","Aug. 30, 2021","Mar. 31, 2022",https://theijf.org/procurement/2022009828_cbsa
Federal,Protection Services,Canada Border Services Agency,Ecole de Langues La Cité Inc.,"$16,744","Aug. 30, 2021","Sep. 7, 2021","Mar. 31, 2022",https://theijf.org/procurement/2022009848_cbsa
Federal,Ship and Marine,Canada Border Services Agency,Mercury Marine Ltd,"$78,561","Aug. 30, 2021","Sep. 8, 2021","Mar. 31, 2022",https://theijf.org/procurement/2022009861_cbsa
