region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Scientific consultants ,Public Health Agency of Canada,SINAI HEALTH SYSTEM,"$305,100","Mar. 22, 2023","Mar. 17, 2023","Jul. 31, 2025",https://theijf.org/procurement/6d14925163_phac
Federal,Waste disposal,Public Services and Procurement Canada,IRON MOUNTAIN CANADA OPERATIONS ULC,"$13,347","Mar. 17, 2023","Mar. 17, 2023","May 31, 2023",https://theijf.org/procurement/700706324_pwgsc
Federal,Safety and sanitation equipment and parts,Public Services and Procurement Canada,A.J. STONE COMPANY LIMITED,"$39,833","Mar. 17, 2023","Mar. 17, 2023","Mar. 31, 2023",https://theijf.org/procurement/700707410_pwgsc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Public Services and Procurement Canada,AVI-SPL CANADA LTD,"$288,333","Mar. 17, 2023","Mar. 17, 2023","Mar. 31, 2023",https://theijf.org/procurement/700707447_pwgsc
Federal,Office buildings,Public Services and Procurement Canada,PEINTURE ET DECORATION MARC,"$21,326","Mar. 17, 2023","Mar. 17, 2023","Mar. 17, 2023",https://theijf.org/procurement/700707519_pwgsc
Federal,"Office furniture and furnishings, including parts",Public Services and Procurement Canada,Office Concepts Inc.,"$161,364","Mar. 17, 2023","Mar. 17, 2023","Mar. 31, 2024",https://theijf.org/procurement/700707588_pwgsc
Federal,"Buildings or installations for telecommunications, computer and/or office systems",Public Services and Procurement Canada,588026 ALBERTA LTD.,"$23,261","Mar. 17, 2023","Mar. 17, 2023","May 31, 2023",https://theijf.org/procurement/700707751_pwgsc
Federal,Marine installations,Public Services and Procurement Canada,Excavation Sorel inc.,"$18,622","Mar. 17, 2023","Mar. 17, 2023","Mar. 31, 2023",https://theijf.org/procurement/700709219_pwgsc
Federal,Engineering consultants—Construction,Canadian Space Agency,BOUTHILLETTE PARIZEAU INC.,"$15,148","Mar. 17, 2023","Mar. 17, 2023","Mar. 31, 2024",https://theijf.org/procurement/7016070_csa
Federal,Computer equipment related to distributed computing environment (DCE)-Desktop/personal/portable (includes all related parts and peripherals),"Immigration, Refugees and Citizenship Canada",ECLIPSYS SOLUTIONS INC.,"$105,090","Mar. 17, 2023","Mar. 17, 2023","Mar. 31, 2023",https://theijf.org/procurement/7118871_cic
Federal,Information technology and telecommunications consultants,"Immigration, Refugees and Citizenship Canada",EXPERIS CANADA INC,"$219,479","Mar. 17, 2023","May 24, 2023","Mar. 31, 2024",https://theijf.org/procurement/7118876_cic
Federal,Information technology and telecommunications consultants,"Immigration, Refugees and Citizenship Canada",EXPERIS CANADA INC,"$223,936","Mar. 17, 2023","Mar. 17, 2023","Mar. 7, 2024",https://theijf.org/procurement/7118878_cic
Federal,Public servant travel-Support core mandate activities,Royal Canadian Mounted Police,1850491 ONTARIO INC.,"$49,912","Mar. 17, 2023","Mar. 22, 2023","Mar. 31, 2023",https://theijf.org/procurement/7263724_rcmp
