region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Translation services,Public Services and Procurement Canada,SYLVIE ROY,"$20,696","Feb. 9, 2021","Feb. 9, 2021","Apr. 9, 2021",https://theijf.org/procurement/200004101_pwgsc
Federal,Translation services,Public Services and Procurement Canada,SYLVAIN BIBEAU,"$14,659","Feb. 9, 2021","Feb. 9, 2021","Apr. 16, 2021",https://theijf.org/procurement/200004102_pwgsc
Federal,Translation services,Public Services and Procurement Canada,SERVICES LINGUISTIQUES VERSACOM,"$100,000","Feb. 9, 2021","Feb. 9, 2021","Jun. 9, 2021",https://theijf.org/procurement/200004103_pwgsc
Federal,Translation services,Public Services and Procurement Canada,ALLAN ADAM,"$35,355","Feb. 9, 2021","Feb. 9, 2021","Aug. 9, 2021",https://theijf.org/procurement/200004104_pwgsc
Federal,Translation services,Public Services and Procurement Canada,2961-3403 QUEBEC INC.,"$27,000","Feb. 9, 2021","Feb. 9, 2021","Apr. 23, 2021",https://theijf.org/procurement/200004107_pwgsc
Federal,Translation services,Public Services and Procurement Canada,2961-3403 QUEBEC INC.,"$35,642","Feb. 9, 2021","Feb. 9, 2021","Apr. 23, 2021",https://theijf.org/procurement/200004108_pwgsc
Federal,"Plumbing equipment and fittings, including parts",Natural Resources Canada,STEELCRAFT INC,"$68,870","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2021",https://theijf.org/procurement/20200282a_nrcan
Federal,Marine Installations,Parks Canada,10692867 Canada Limited,"$32,421","Feb. 9, 2021","Feb. 9, 2021","May 14, 2021",https://theijf.org/procurement/2020050600_pc
Federal,Other Equipment,Canada Border Services Agency,Radiation Solutions Inc.,"$64,048","Feb. 9, 2021","Feb. 10, 2021","Mar. 31, 2021",https://theijf.org/procurement/2021002369_cbsa
Federal,Information technology and telecommunications consultants,Canada Revenue Agency,Calian Ltd,"$345,697","Feb. 9, 2021","Apr. 1, 2021","Mar. 31, 2022",https://theijf.org/procurement/2021002370_cra
Federal,Office Buildings,Canada Border Services Agency,Jim Pattison Industries Ltd,"$29,938","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2021",https://theijf.org/procurement/2021002371_cbsa
Federal,Other Professional Services not Elsewhere Specified,Canada Border Services Agency,Les Enquêtes Henri Inc.,"$17,010","Feb. 9, 2021","Feb. 10, 2021","Jun. 30, 2022",https://theijf.org/procurement/2021002374_cbsa
Federal,Information technology and telecommunications consultants,Canada Revenue Agency,Lakehead University,"$39,946","Feb. 9, 2021","Feb. 10, 2021","Dec. 31, 2021",https://theijf.org/procurement/2021002376_cra
Federal,Other vehicles,Environment and Climate Change Canada,COLVOY ENTERPRISES 2012 LTD.,"$54,906","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2021",https://theijf.org/procurement/20210236a_ec
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Agriculture and Agri-Food Canada,GETINGE CANADA LIMITED,"$192,637","Feb. 9, 2021","Feb. 9, 2021","Aug. 6, 2021",https://theijf.org/procurement/20210322a_aafc
Federal,"Measuring, controlling, laboratory, medical and optical equipment and parts",Agriculture and Agri-Food Canada,LGC GENOMICS LLC,"$136,372","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2021",https://theijf.org/procurement/20210602a_aafc
Federal,Miscellaneous Chemical products,Environment and Climate Change Canada,LINDE CANADA INC,"$76,580","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2022",https://theijf.org/procurement/20210639a_ec
Federal,Aviation fuel,National Defence,AEG,"$103,130","Feb. 9, 2021","Feb. 9, 2021","Feb. 9, 2021",https://theijf.org/procurement/2106002969_dnd
Federal,Aviation fuel,National Defence,AEG,"$39,578","Feb. 9, 2021","Feb. 9, 2021","Feb. 9, 2021",https://theijf.org/procurement/2106018113_dnd
Federal,Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals),Correctional Service of Canada,CDW CANADA INC,"$105,350","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2021",https://theijf.org/procurement/21120_21_3715118_csc
Federal,Road Motor Vehicles,Correctional Service of Canada,FORD MOTOR COMPANY OF CANADA LIMITED,"$38,920","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2021",https://theijf.org/procurement/21155_21_3739560_csc
Federal,Road Motor Vehicles,Correctional Service of Canada,FORD MOTOR COMPANY OF CANADA LIMITED,"$39,508","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2021",https://theijf.org/procurement/21155_21_3739838_csc
Federal,"Medical Supplies, etc.",Correctional Service of Canada,HEALTHMARK LTD,"$27,758","Feb. 9, 2021","Feb. 9, 2021","Mar. 31, 2021",https://theijf.org/procurement/21201_21_3740471_csc
