region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Commercial buildings,National Defence,Barron's Refrigeration & Heating Ltd,"$20,057","May 27, 2021","Jun. 1, 2021","Jun. 7, 2021",https://theijf.org/procurement/w6895_4502266430_dnd
Federal,Other Business services not Elsewhere Specified,National Defence,Value Master Builders Ltd,"$59,753","May 3, 2021","May 5, 2021","Jun. 7, 2021",https://theijf.org/procurement/w6895_4502255185_dnd
Federal,Aviation fuel,National Defence,IRVING OIL COMMERCIAL,"$26,202","Apr. 6, 2021","Apr. 6, 2021","Jun. 7, 2021",https://theijf.org/procurement/w0100_4502248354_dnd
Federal,Road motor vehicles Parts,National Defence,General KineticsEngineering Corporation,"$337,305","Jan. 4, 2021","Jan. 4, 2021","Jun. 7, 2021",https://theijf.org/procurement/w8486_207244_dnd
Federal,Miscellaneous manufactured articles,National Defence,SIMEX DEFENCE INC.,"$10,524","Dec. 1, 2020","Dec. 1, 2020","Jun. 7, 2021",https://theijf.org/procurement/w8482_4502187170_dnd
Federal,Transportation of things not elsewhere specified,National Defence,T-Lane tansportation & Logistics,"$17,850","May 14, 2021","Jun. 7, 2021","Jun. 7, 2021",https://theijf.org/procurement/w6447npcc21_0067_dnd
Federal,Application software (including COTS) and application development and delivery software,National Defence,BLUE MARBLE GEOGRAPHICS,"$15,155","Jun. 8, 2020","Jun. 8, 2020","Jun. 7, 2021",https://theijf.org/procurement/w0106_4502104422_dnd
Federal,Other equipment and Parts,National Defence,BAE Systems (Canada) Inc.,"$10,206","Feb. 11, 2021","Feb. 17, 2021","Jun. 7, 2021",https://theijf.org/procurement/w8482_218432_001_dmarp5_dnd
Federal,Other equipment and Parts,National Defence,Kaycom Defence Inc,"$12,578","Feb. 11, 2021","Feb. 17, 2021","Jun. 7, 2021",https://theijf.org/procurement/w8482_218432_002_dmarp5_dnd
Federal,Rental of aircraft,National Defence,Air Bravo Corp,"$11,899","Jun. 5, 2021","Jun. 7, 2021","Jun. 7, 2021",https://theijf.org/procurement/005_3crpg_21_22_dnd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),"Innovation, Science and Economic Development Canada",WELLSPRING WORLDWIDE,"$10,652","Jun. 8, 2020","Jun. 8, 2020","Jun. 7, 2021",https://theijf.org/procurement/1548577_ic
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Public Services and Procurement Canada,MORPHO CANADA INC,"$53,958","Jun. 8, 2020","Jun. 8, 2020","Jun. 7, 2021",https://theijf.org/procurement/700515809_pwgsc
Federal,"Roads, Highways and Airport Runways",Parks Canada,TRIKTRUK - Concepts Immersifs Inc.,"$40,241","Dec. 23, 2020","Dec. 23, 2020","Jun. 7, 2021",https://theijf.org/procurement/45434460_pc
Federal,Temporary help services,Immigration and Refugee Board of Canada,PERSONNEL ALTER EGO INC,"$11,676","Apr. 1, 2021","Apr. 1, 2021","Jun. 7, 2021",https://theijf.org/procurement/7004777_irb
