region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Public servant travel-Support core mandate activ,Fisheries and Oceans Canada,BEAVER AIR CHARTER CONSULTANTS LTD.,"$26,455","Nov. 18, 2021","Nov. 24, 2021","Dec. 1, 2021",https://theijf.org/procurement/4500015641_dfo
Federal,Engineering consultants-Other,Fisheries and Oceans Canada,EXACT DETAILING LTD,"$10,500","Nov. 18, 2021","Nov. 24, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500015680_dfo
Federal,Engineering consultants-Other,Fisheries and Oceans Canada,AMBIONER INC,"$52,716","Nov. 18, 2021","Nov. 25, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500015757_dfo
Federal,Transportation of things not elsewhere specified,Fisheries and Oceans Canada,AMERICAN BUREAU OF SHIPPING,"$22,460","Nov. 18, 2021","Nov. 29, 2021","May 31, 2022",https://theijf.org/procurement/4500015957_dfo
Federal,Transportation of things not elsewhere specified,Fisheries and Oceans Canada,AMERICAN BUREAU OF SHIPPING,"$28,890","Nov. 18, 2021","Nov. 30, 2021","May 31, 2022",https://theijf.org/procurement/4500016037_dfo
Federal,"Measuring, controlling, laboratory, medical and",Fisheries and Oceans Canada,STAR-ODDI,"$15,593","Nov. 18, 2021","Mar. 1, 2022","Mar. 1, 2022",https://theijf.org/procurement/4500016061_dfo
Federal,Scientific consultants,Fisheries and Oceans Canada,EDNATEC INC,"$27,350","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500016171_dfo
Federal,Repair and maintenance - Marine installations,Fisheries and Oceans Canada,BURSEY EXCAVATING & DEVELOPMENT,"$34,020","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500016691_dfo
Federal,Engineering consultants-Construction,Fisheries and Oceans Canada,GEMTEC LTD,"$30,814","Dec. 7, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500016836_dfo
Federal,"Miscellaneous food, food materials and food prep",Fisheries and Oceans Canada,RICCO FOOD DISTRIBUTOR,"$13,779","Nov. 18, 2021","Nov. 18, 2021","Nov. 27, 2021",https://theijf.org/procurement/4500023793_dfo
Federal,Diesel fuel,Fisheries and Oceans Canada,AVJET HOLDING INC,"$45,162","Jun. 20, 2022","Nov. 18, 2021","Jun. 18, 2022",https://theijf.org/procurement/4500028456_dfo
Federal,COMPUTER SERVICES,Department of Justice Canada,EVIDENCE SOLUTIONS LTD,"$59,678","Nov. 18, 2021","Nov. 18, 2021","Jan. 2, 2023",https://theijf.org/procurement/4500146318_jus
Federal,OTHER PROFESSIONAL SERV. NOT ELSEWHERE SPECIFIED,Department of Justice Canada,LONDON FAMILY COURT CLINIC INC,"$35,000","Nov. 18, 2021","Nov. 18, 2021","Jun. 30, 2022",https://theijf.org/procurement/4500146327_jus
Federal,"RENTAL MACHINERY, OFFICE FURN/FIXTURES & OTHER EQ.",Department of Justice Canada,XEROX CANADA LTD.,"$10,530","Nov. 18, 2021","Jun. 1, 2022","May 31, 2027",https://theijf.org/procurement/4500146328_jus
Federal,Professional Services,Crown-Indigenous Relations and Northern Affairs Canada,T.H.G. THE HISTORY GROUP INC,"$10,554","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500432422_aandc
Federal,Tuition fees and costs of attending courses,Health Canada,ECOLE CREUSOT,"$10,022","Nov. 18, 2021","Dec. 6, 2021","Apr. 14, 2022",https://theijf.org/procurement/4500432445_hc
Federal,Communications - Web Services Subscriptions,Health Canada,"KLINE AND COMPANY, INC.","$22,113","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500432535_hc
Federal,Other buildings ,Health Canada,TK ELEVATOR (CANADA) LIMITED,"$33,294","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2025",https://theijf.org/procurement/4500432596_hc
Federal,Purchase of training packages and courses,Indigenous Services Canada,COMPUEASE INC.,"$34,409","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500432622_isc
Federal,Professional Services,Crown-Indigenous Relations and Northern Affairs Canada,DR. ROBERT IRWIN,"$48,374","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2024",https://theijf.org/procurement/4500432625_aandc
Federal,Research contracts ,Health Canada,UNIVERSITY OF VICTORIA,"$14,688","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500432630_hc
Federal,Research contracts,Crown-Indigenous Relations and Northern Affairs Canada,LAURIER RESEARCH GROUP LIMITED,"$30,537","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500432634_aandc
Federal,Other professional services not otherwise specified,Public Health Agency of Canada,ALTIS HUMAN RESOURCES (OTTAWA) INC,"$39,861","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4500432637_phac
Federal,Other engineering works,National Defence,Setanta Contracting,"$20,957","Nov. 18, 2021","Nov. 18, 2021","Jan. 21, 2022",https://theijf.org/procurement/4502335116_dnd
Federal,"Rental of machinery, office furniture and fixtures and other equipment",National Defence,CAM-TRAC,"$20,696","Nov. 18, 2021","Nov. 18, 2021","Mar. 31, 2022",https://theijf.org/procurement/4502344230_dnd
